Ver1.3	62702586	StartFile	11/11/2020	11:55:39 AM	E:\BehavioralExperiments\Bobo\RawData\111120\SoundData.txt	62702586
63148899	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	63148899
63149100	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	63149100
63452956	Triggered	6,47,48,49,50,51,	 NoSound	40	2	63452956
63453159	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	63453159
63503889	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	63503889
64243018	Triggered	6,47,48,49,50,51,	 NoSound	40	2	64243018
64243220	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	64243220
64276036	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	64276036
64620602	Triggered	4,42,43,44,45,46,	 NoSound	40	2	64620602
64620805	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	64620805
64644797	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	64644797
64712173	Triggered	6,47,48,49,50,51,	 NoSound	40	2	64712173
64712375	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	64712375
64729752	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	64729752
64729954	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	64729954
64735567	Triggered	6,47,48,49,50,51,	 NoSound	40	2	64735567
64735768	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	64735768
64751752	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	64751752
64751954	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	64751954
64757625	Triggered	6,47,48,49,50,51,	 NoSound	40	2	64757625
64757826	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	64757826
64774001	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	64774001
64774205	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	64774205
64780083	Triggered	6,47,48,49,50,51,	 NoSound	40	2	64780083
64780285	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	64780285
64797862	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	64797862
64798065	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	64798065
64803344	Triggered	6,47,48,49,50,51,	 NoSound	40	2	64803344
64803546	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	64803546
64821391	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	64821391
64821603	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	64821603
64829411	Triggered	6,47,48,49,50,51,	 NoSound	40	2	64829411
64829614	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	64829614
64845721	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	64845721
64845934	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	64845934
64912629	Triggered	6,47,48,49,50,51,	 NoSound	40	2	64912629
64912831	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	64912831
64927936	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	64927936
64928136	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	64928136
64955273	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	64955273
64973788	Triggered	2,37,38,39,40,41,	 NoSound	40	2	64973788
64973990	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	64973990
65108272	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	65108272
65114221	Triggered	2,37,38,39,40,41,	 NoSound	40	2	65114221
65114422	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	65114422
65328647	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	65328647
65335130	Triggered	8,52,53,54,55,56,	 NoSound	40	2	65335130
65335332	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	65335332
65352509	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	65352509
65357522	Triggered	8,52,53,54,55,56,	 NoSound	40	2	65357522
65357723	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	65357723
65379380	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	65379380
65379584	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	65379584
65384660	Triggered	8,52,53,54,55,56,	 NoSound	40	2	65384660
65384862	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	65384862
65401637	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	65401637
65401841	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	65401841
65406784	Triggered	8,52,53,54,55,56,	 NoSound	40	2	65406784
65406986	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	65406986
65421021	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	65421021
65421225	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	65421225
65426100	Triggered	2,37,38,39,40,41,	 NoSound	40	2	65426100
65426301	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	65426301
65435395	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	65435395
65435598	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	65435598
65440672	Triggered	2,37,38,39,40,41,	 NoSound	40	2	65440672
65440872	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	65440872
