Ver1.3	62702586	StartFile	11/11/2020	11:55:39 AM	E:\BehavioralExperiments\Bobo\RawData\111120\SoundData.txt	62702586
65449764	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	65449764
65449966	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	65449966
65455911	Triggered	8,52,53,54,55,56,	 NoSound	40	2	65455911
65456113	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	65456113
65471754	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	65471754
65471955	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	65471955
65478371	Triggered	8,52,53,54,55,56,	 NoSound	40	2	65478371
65478573	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	65478573
65494614	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	65494614
65494814	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	65494814
65516469	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	65516469
65894924	Triggered	4,42,43,44,45,46,	 NoSound	40	2	65894924
65895126	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	65895126
65905951	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	65905951
65911701	Triggered	4,42,43,44,45,46,	 NoSound	40	2	65911701
65911901	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	65911901
65921058	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	65921058
65927140	Triggered	4,42,43,44,45,46,	 NoSound	40	2	65927140
65927341	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	65927341
65937033	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	65937033
65942714	Triggered	4,42,43,44,45,46,	 NoSound	40	2	65942714
65942915	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	65942915
65951270	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	65951270
65951474	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	65951474
65957152	Triggered	6,47,48,49,50,51,	 NoSound	40	2	65957152
65957354	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	65957354
65971457	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	65971457
65971661	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	65971661
65977070	Triggered	6,47,48,49,50,51,	 NoSound	40	2	65977070
65977272	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	65977272
65992578	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	65992578
65992782	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	65992782
65998260	Triggered	6,47,48,49,50,51,	 NoSound	40	2	65998260
65998462	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	65998462
66013366	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66013366
66013568	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	66013568
66026866	Triggered	6,47,48,49,50,51,	 NoSound	40	2	66026866
66027069	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	66027069
66042108	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66042108
66042311	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	66042311
66055875	Triggered	6,47,48,49,50,51,	 NoSound	40	2	66055875
66056090	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	66056090
66071116	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66071116
66071318	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	66071318
66076998	Triggered	6,47,48,49,50,51,	 NoSound	40	2	66076998
66077200	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	66077200
66092039	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66092039
66092240	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	66092240
66118841	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66118841
66123587	Triggered	2,37,38,39,40,41,	 NoSound	40	2	66123587
66123788	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	66123788
66134080	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66134080
66141299	Triggered	2,37,38,39,40,41,	 NoSound	40	2	66141299
66141500	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	66141500
66149521	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66149521
66154399	Triggered	2,37,38,39,40,41,	 NoSound	40	2	66154399
66154611	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	66154611
66162421	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66162421
66167099	Triggered	8,52,53,54,55,56,	 NoSound	40	2	66167099
66167301	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	66167301
66199316	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66199316
66199519	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	66199519
66204001	Triggered	2,37,38,39,40,41,	 NoSound	40	2	66204001
66204203	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	66204203
66212284	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66212284
66212488	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	66212488
66217029	Triggered	2,37,38,39,40,41,	 NoSound	40	2	66217029
66217230	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	66217230
66227055	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66227055
66227257	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	66227257
66232137	Triggered	8,52,53,54,55,56,	 NoSound	40	2	66232137
66232339	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	66232339
66252456	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66252456
66252658	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	66252658
66257870	Triggered	2,37,38,39,40,41,	 NoSound	40	2	66257870
66258071	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	66258071
66267160	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66267160
66267363	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	66267363
66272107	Triggered	8,52,53,54,55,56,	 NoSound	40	2	66272107
66272308	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	66272308
66288756	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66288756
66288958	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	66288958
66294837	Triggered	2,37,38,39,40,41,	 NoSound	40	2	66294837
66295038	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	66295038
66317896	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66317896
66318097	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	66318097
66339816	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66339816
66346233	Triggered	4,42,43,44,45,46,	 NoSound	40	2	66346233
66346434	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	66346434
66359139	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66359139
66522692	Triggered	6,47,48,49,50,51,	 NoSound	40	2	66522692
66522895	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	66522895
66539002	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66539002
66545152	Triggered	4,42,43,44,45,46,	 NoSound	40	2	66545152
66545352	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	66545352
66555578	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66555578
66561327	Triggered	4,42,43,44,45,46,	 NoSound	40	2	66561327
66561527	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	66561527
66570419	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66570419
66570623	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	66570623
66575029	Triggered	6,47,48,49,50,51,	 NoSound	40	2	66575029
66575231	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	66575231
66589537	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66589537
66589740	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	66589740
66594949	Triggered	6,47,48,49,50,51,	 NoSound	40	2	66594949
66595150	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	66595150
66609253	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66609253
66609456	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	66609456
66614265	Triggered	6,47,48,49,50,51,	 NoSound	40	2	66614265
66614466	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	66614466
66629438	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66629438
66629652	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	66629652
66634318	Triggered	6,47,48,49,50,51,	 NoSound	40	2	66634318
66634530	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	66634530
66647819	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66647819
66648034	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	66648034
66654503	Triggered	6,47,48,49,50,51,	 NoSound	40	2	66654503
66654704	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	66654704
66667804	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66667804
66668008	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	66668008
66674956	Triggered	6,47,48,49,50,51,	 NoSound	40	2	66674956
66675158	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	66675158
66688257	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66688257
66688457	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	66688457
66731035	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66731035
66735313	Triggered	2,37,38,39,40,41,	 NoSound	40	2	66735313
66735516	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	66735516
66764930	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66764930
66769136	Triggered	8,52,53,54,55,56,	 NoSound	40	2	66769136
66769336	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	66769336
66782370	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66782370
66787651	Triggered	8,52,53,54,55,56,	 NoSound	40	2	66787651
66787852	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	66787852
66802757	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66802757
66807703	Triggered	8,52,53,54,55,56,	 NoSound	40	2	66807703
66807904	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	66807904
66815857	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66815857
66816062	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	66816062
66820869	Triggered	2,37,38,39,40,41,	 NoSound	40	2	66820869
66821071	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	66821071
66832299	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66832299
66832502	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	66832502
66837848	Triggered	8,52,53,54,55,56,	 NoSound	40	2	66837848
66838048	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	66838048
66848409	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66848409
66848611	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	66848611
66852954	Triggered	2,37,38,39,40,41,	 NoSound	40	2	66852954
66853157	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	66853157
66865453	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66865453
66865656	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	66865656
66869931	Triggered	8,52,53,54,55,56,	 NoSound	40	2	66869931
66870131	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	66870131
66876949	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66876949
66877152	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	66877152
66881628	Triggered	2,37,38,39,40,41,	 NoSound	40	2	66881628
66881831	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	66881831
66892259	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66892259
66892461	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	66892461
66898205	Triggered	8,52,53,54,55,56,	 NoSound	40	2	66898205
66898406	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	66898406
66911306	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	66911306
66911517	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	66911517
66929889	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66929889
66937709	Triggered	6,47,48,49,50,51,	 NoSound	40	2	66937709
66937911	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	66937911
66947667	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66947667
66953281	Triggered	4,42,43,44,45,46,	 NoSound	40	2	66953281
66953483	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	66953483
66966784	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	66966784
67004214	Triggered	4,42,43,44,45,46,	 NoSound	40	2	67004214
67004416	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	67004416
67019656	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	67019656
67036366	Triggered	6,47,48,49,50,51,	 NoSound	40	2	67036366
67036566	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	67036567
67093715	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	67093715
67093918	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	67093918
67102805	Triggered	4,42,43,44,45,46,	 NoSound	40	2	67102805
67103007	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	67103007
67154541	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	67154541
67154745	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	67154745
67161631	Triggered	4,42,43,44,45,46,	 NoSound	40	2	67161631
67161833	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	67161833
67188162	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	67188162
67188363	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	67188363
67196317	Triggered	6,47,48,49,50,51,	 NoSound	40	2	67196317
67196517	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	67196517
67208681	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	67208681
67208883	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	67208883
67213963	Triggered	6,47,48,49,50,51,	 NoSound	40	2	67213963
67214164	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	67214164
67223053	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	67223053
67223254	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	67223254
67230406	Triggered	6,47,48,49,50,51,	 NoSound	40	2	67230406
67230607	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	67230607
67242236	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	67242236
67242437	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	67242437
67248786	Triggered	6,47,48,49,50,51,	 NoSound	40	2	67248786
67248987	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	67248987
67262835	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	67262835
67263037	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	67263037
67280411	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	67280411
67285416	Triggered	2,37,38,39,40,41,	 NoSound	40	2	67285416
67285616	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	67285616
67294572	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	67294572
67299585	Triggered	2,37,38,39,40,41,	 NoSound	40	2	67299585
67299786	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	67299786
67403991	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	67403991
67411076	Triggered	2,37,38,39,40,41,	 NoSound	40	2	67411076
67411277	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	67411277
67541148	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	67541148
67557992	Triggered	2,37,38,39,40,41,	 NoSound	40	2	67557992
67558192	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	67558192
67829231	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	67829231
67829434	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	67829434
67835382	Triggered	2,37,38,39,40,41,	 NoSound	40	2	67835382
67835584	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	67835584
67858510	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	67858510
67858712	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	67858712
67864858	Triggered	8,52,53,54,55,56,	 NoSound	40	2	67864858
67865060	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	67865060
67882575	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	67882575
67882778	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	67882778
67887851	Triggered	2,37,38,39,40,41,	 NoSound	40	2	67887851
67888051	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	67888051
67898547	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	67898547
67898748	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	67898748
67903826	Triggered	2,37,38,39,40,41,	 NoSound	40	2	67903826
67904027	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	67904027
67914120	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	67914120
67914322	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	67914322
67919334	Triggered	8,52,53,54,55,56,	 NoSound	40	2	67919334
67919535	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	67919535
67935511	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	67935511
67935713	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	67935713
67986308	Triggered	8,52,53,54,55,56,	 NoSound	40	2	67986308
67986510	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	67986510
68036774	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	68036774
68036976	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	68036976
