Ver1.3	1395830690	StartFile	8/10/2020	3:48:09 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\081020B\SoundData.txt	1395830690
1396793009	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1396793009
1396793210	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1396793210
1396803718	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1396803718
1396803919	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1396803919
1396814428	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1396814428
1396818039	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1396818039
1396818240	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1396818240
1396836749	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1396836749
1396836951	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1396836951
1396840359	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1396840359
1396870803	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1396870803
1396871004	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1396871004
1396888080	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1396888080
1396894269	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1396894269
1396894469	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1396894469
1396905038	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1396905038
1396905254	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1396905254
1396909010	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1396909010
1396909211	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1396909211
1396933014	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1396933014
1396933230	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1396933230
1396936745	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1396936745
1396936945	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1396936945
1396952751	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1396952751
1396952968	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1396952968
1396956359	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1396956359
1396956560	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1396956560
1396967310	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1396967310
1396967512	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1396967512
1396970679	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1396970679
1396970880	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1396970880
1396981208	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1396981208
1396981410	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1396981410
1396984698	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1396984698
1396984898	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1396984898
1396996129	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1396996129
1396996331	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1396996331
1396999500	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1396999500
1396999700	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1396999700
1397010870	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397010870
1397011071	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1397011071
1397032771	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1397032771
1397035839	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1397035839
1397036040	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1397036040
1397048293	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1397048293
1397048495	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1397048495
1397051127	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1397051127
1397051328	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1397051328
1397064177	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1397064177
1397064378	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1397064378
1397079460	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397079460
1397083972	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1397083972
1397084173	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1397084173
1397093960	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397093960
1397094164	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1397094164
1397097148	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1397097148
1397097350	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1397097350
1397111047	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397111047
1397111249	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1397111249
1397113996	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1397113996
1397114197	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1397114197
1397128253	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397128253
1397128454	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1397128454
1397131263	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1397131263
1397131464	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1397131464
1397146075	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397146075
1397146278	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1397146278
1397149611	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1397149611
1397149812	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1397149812
1397165146	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397165146
1397165347	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1397165347
1397168631	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1397168631
1397168834	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1397168834
1397183365	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397183365
1397183566	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1397183566
1397186733	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1397186733
1397186935	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1397186935
1397201414	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397201414
1397201616	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1397201616
1397223314	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1397223314
1397228249	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1397228249
1397228450	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1397228450
1397243471	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1397243471
1397243672	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1397243672
1397247561	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1397247561
1397247762	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1397247762
1397256166	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1397256166
1397256367	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1397256367
1397267236	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397267236
1397272410	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1397272410
1397272610	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1397272610
1397280411	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397280411
1397280616	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1397280616
1397283842	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1397283842
1397284043	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1397284043
1397298462	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397298462
1397298664	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1397298664
1397301530	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1397301530
1397301730	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1397301730
1397314405	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397314405
1397314608	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1397314608
1397317896	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1397317896
1397318096	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1397318096
1397338231	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397338231
1397338433	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1397338433
1397341182	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1397341182
1397341382	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1397341382
1397358511	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397358511
1397358713	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1397358713
1397361396	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1397361396
1397361597	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1397361597
1397374632	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397374632
1397374834	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1397374834
1397377581	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1397377581
1397377782	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1397377782
1397390942	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397390942
1397391143	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1397391143
1397412061	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1397412061
1397414944	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1397414944
1397415144	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1397415144
1397427637	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1397427637
1397427839	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1397427839
1397431669	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1397431669
1397431869	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1397431869
1397449599	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1397449599
1397449799	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1397449799
1397469152	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1397469152
1397469355	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1397469355
1397492736	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397492736
1397492940	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1397492940
1397496889	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1397496889
1397497090	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1397497090
1397512533	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1397512533
