Ver1.3	518414823	StartFile	6/8/2020	1:28:06 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\060820\SoundData.txt	518414823
518880481	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	518880481
518880681	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	518880681
518895163	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	518895163
518895366	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	518895366
518901058	Triggered	4,	 NoSound	40	2	518901058
518917423	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	518917423
518917636	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	518917636
518921754	Triggered	4,	 NoSound	40	2	518921754
518936254	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	518936254
518936455	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	518936455
518954004	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	518954004
518954208	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	518954208
518957626	Triggered	2,	 NoSound	40	2	518957626
518963690	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	518963690
518963890	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	518963890
518967484	Triggered	8,	 NoSound	40	2	518967484
518976686	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	518976686
518976887	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	518976887
518980235	Triggered	2,	 NoSound	40	2	518980235
518990945	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	518990945
518991145	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	518991145
518994797	Triggered	8,	 NoSound	40	2	518994797
519005626	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	519005626
519005827	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	519005827
519009183	Triggered	2,	 NoSound	40	2	519009183
519014350	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	519014350
519014551	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	519014551
519018380	Triggered	8,	 NoSound	40	2	519018380
519028007	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	519028007
519028207	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	519028207
519031501	Triggered	2,	 NoSound	40	2	519031501
519035768	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	519035768
