Ver1.3	1425549899	StartFile	7/15/2020	11:18:13 AM	E:\BehavioralExperiments\Gerald\RawData\071520\SoundData.txt	1425549899
1425844240	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1425844240
1425869579	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1425869579
1425904663	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1425904663
1427413865	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1427413865
1427430047	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1427430047
1427535515	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1427535515
1427722603	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1427722603
1427736105	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1427736105
1427781558	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1427781558
1427790983	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1427790983
1427833893	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1427833893
1427879813	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1427879813
1427888372	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1427888372
1427901469	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1427901469
1427922124	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1427922124
1427940037	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1427940037
1427947857	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1427947857
1427961365	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1427961365
1427976265	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1427976265
1428031745	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1428031745
1428042437	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1428042437
1428049789	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1428049789
1428060095	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1428060095
1428080538	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1428080538
1428088158	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1428088158
1428095576	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1428095576
1428110681	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1428110681
1428122245	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1428122245
