Ver1.3	176524051	StartFile	7/27/2020	1:06:22 PM	E:\BehavioralExperiments\Gerald\RawData\072720\SoundData.txt	176524051
176714036	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	176714036
176734733	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	176734733
176746947	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	176746947
176759709	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	176759709
176769931	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	176769931
176783769	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	176783769
176800436	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	176800436
176813611	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	176813611
176823178	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	176823178
176831724	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	176831724
176840570	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	176840570
176850552	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	176850552
176870769	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	176870769
176884727	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	176884727
176894233	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	176894233
176903197	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	176903197
176912825	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	176912825
176930453	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	176930453
176940750	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	176940750
176949405	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	176949405
176959392	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	176959392
176972940	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	176972940
176984542	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	176984542
176991281	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	176991281
176999287	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	176999287
177006684	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	177006684
177014516	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	177014516
177026056	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	177026056
177036653	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	177036653
177044226	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	177044226
177051097	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	177051097
177062649	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	177062649
177072444	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	177072444
177081228	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	177081228
177090616	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	177090616
177097774	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	177097774
177107460	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	177107460
177116545	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	177116545
177125931	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	177125931
177133873	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	177133873
177145245	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	177145245
177153487	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	177153487
177162031	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	177162031
177196748	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	177196748
177209442	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	177209442
177218528	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	177218528
177227733	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	177227733
177236290	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	177236290
177247829	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	177247829
177256432	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	177256432
177268706	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	177268706
177278272	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	177278272
177295300	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	177295300
177306190	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	177306190
177320214	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	177320214
177330797	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	177330797
177344094	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	177344094
177353780	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	177353780
177363948	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	177363948
177375087	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	177375087
177385427	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	177385427
