Ver1.3	1099772654	StartFile	6/22/2020	12:46:54 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\062220\SoundData.txt	1099772654
1100059410	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100059410
1100059610	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1100059610
1100081310	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100081310
1100081513	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1100081513
1100087146	Triggered	4,	 NoSound	40	2	1100087146
1100098577	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100098577
1100098778	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1100098778
1100103150	Triggered	6,	 NoSound	40	2	1100103150
1100112235	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100112235
1100112436	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1100112436
1100124691	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100124691
1100124892	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1100124892
1100128421	Triggered	8,	 NoSound	40	2	1100128421
1100141175	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100141175
1100141375	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1100141375
1100144305	Triggered	8,	 NoSound	40	2	1100144305
1100158575	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100158575
1100158776	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1100158776
1100161693	Triggered	8,	 NoSound	40	2	1100161693
1100174447	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100174447
1100174648	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1100174648
1100177695	Triggered	8,	 NoSound	40	2	1100177695
1100196231	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100196231
1100196431	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1100196431
1100199356	Triggered	8,	 NoSound	40	2	1100199356
1100211508	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100211508
1100211709	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1100211709
1100214405	Triggered	8,	 NoSound	40	2	1100214405
1100231007	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100231007
1100231207	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1100231207
1100234192	Triggered	8,	 NoSound	40	2	1100234192
1100246104	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100246104
1100246306	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1100246306
1100265479	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100265479
1100265682	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1100265682
1100268728	Triggered	6,	 NoSound	40	2	1100268728
1100277993	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100277993
1100278193	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1100278193
1100281181	Triggered	6,	 NoSound	40	2	1100281181
1100290748	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100290748
1100290948	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1100290948
1100301819	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100301819
