Ver1.3	645388969	StartFile	1/20/2021	10:47:01 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\012021\SoundData.txt	645388969
645774713	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	645774713
645774915	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	645774915
645803049	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	645803049
645809488	Triggered	6,47,48,49,50,51,	 NoSound	40	2	645809488
645809689	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	645809689
645820921	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	645820921
645825615	Triggered	6,47,48,49,50,51,	 NoSound	40	2	645825615
645825816	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	645825816
645841376	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	645841376
645845888	Triggered	6,47,48,49,50,51,	 NoSound	40	2	645845888
645846089	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	645846089
645857439	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	645857439
645857644	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	645857644
645861652	Triggered	4,42,43,44,45,46,	 NoSound	40	2	645861652
645861855	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	645861855
645876999	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	645876999
645877204	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	645877204
645880128	Triggered	4,42,43,44,45,46,	 NoSound	40	2	645880128
645880330	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	645880330
645894623	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	645894623
645894825	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	645894825
645897691	Triggered	4,42,43,44,45,46,	 NoSound	40	2	645897691
645897893	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	645897893
645913634	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	645913634
645913837	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	645913837
645917063	Triggered	4,42,43,44,45,46,	 NoSound	40	2	645917063
645917276	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	645917276
645933068	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	645933068
645933270	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	645933270
645936378	Triggered	4,42,43,44,45,46,	 NoSound	40	2	645936378
645936581	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	645936581
645950999	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	645950999
645951200	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	645951200
645954126	Triggered	4,42,43,44,45,46,	 NoSound	40	2	645954126
645954339	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	645954339
645968385	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	645968385
645968587	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	645968587
645984691	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	645984691
645988360	Triggered	2,37,38,39,40,41,	 NoSound	40	2	645988360
645988563	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	645988563
645998768	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	645998768
646002017	Triggered	2,37,38,39,40,41,	 NoSound	40	2	646002017
646002221	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	646002221
646012427	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	646012427
646016038	Triggered	2,37,38,39,40,41,	 NoSound	40	2	646016038
646016241	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	646016241
