Ver1.2	1362255078	StartFile	3/1/2020	9:05:07 PM	E:\BehavioralExperiments\Hachi\RatData_Hachi\RawData\030120\SoundData.txt	1362255078
1362478725	Triggered	5	 Modulated Tone	25	2	1362478725
1362490894	Triggered	2	 NoSound	50	2	1362490894
1362508003	Triggered	8	 NoSound	50	2	1362508003
1362536207	Triggered	5	 Modulated Tone	25	2	1362536207
1362540952	Triggered	8	 NoSound	50	2	1362540952
1362560671	Triggered	5	 Modulated Tone	25	2	1362560671
1362564148	Triggered	8	 NoSound	50	2	1362564148
1362581927	Triggered	5	 Modulated Tone	25	2	1362581927
1362591617	Triggered	5	 Modulated Tone	25	2	1362591617
1362600175	Triggered	2	 NoSound	50	2	1362600175
1362605925	Triggered	5	 Modulated Tone	25	2	1362605925
1362612740	Triggered	1	 Modulated Tone	25	2	1362612740
1362621966	Triggered	6	 NoSound	50	2	1362621966
1362635735	Triggered	2	 NoSound	50	2	1362635735
1362638405	Triggered	3	 NoSound	50	2	1362638405
1362640345	Triggered	4	 NoSound	50	2	1362640345
1362649302	Triggered	5	 Modulated Tone	25	2	1362649302
1362652576	Triggered	8	 NoSound	50	2	1362652576
1362671358	Triggered	5	 Modulated Tone	25	2	1362671358
1362674500	Triggered	8	 NoSound	50	2	1362674500
1362689873	Triggered	5	 Modulated Tone	25	2	1362689873
1362692881	Triggered	8	 NoSound	50	2	1362692881
1362710127	Triggered	5	 Modulated Tone	25	2	1362710127
1362713669	Triggered	8	 NoSound	50	2	1362713669
1362739068	Triggered	5	 Modulated Tone	25	2	1362739068
1362742210	Triggered	8	 NoSound	50	2	1362742210
1362757188	Triggered	5	 Modulated Tone	25	2	1362757188
1362760796	Triggered	8	 NoSound	50	2	1362760796
1362778643	Triggered	5	 Modulated Tone	25	2	1362778643
1362781980	Triggered	8	 NoSound	50	2	1362781980
1362799158	Triggered	5	 Modulated Tone	25	2	1362799158
1362803370	Triggered	1	 Modulated Tone	25	2	1362803370
1362806309	Triggered	4	 NoSound	50	2	1362806309
1362815534	Triggered	1	 Modulated Tone	25	2	1362815534
1362818408	Triggered	6	 NoSound	50	2	1362818408
1362826830	Triggered	1	 Modulated Tone	25	2	1362826830
1362830172	Triggered	4	 NoSound	50	2	1362830172
1362837596	Triggered	1	 Modulated Tone	25	2	1362837596
1362840734	Triggered	4	 NoSound	50	2	1362840734
