Ver1.2	1907344701	StartFile	4/4/2020	8:23:20 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\040420\SoundData.txt	1907344701
1907745604	Triggered	5	 PureTone-5kHz	50	2	1907745604
1907791795	Triggered	2	 NoSound	50	2	1907791795
1907813048	Triggered	4	 NoSound	50	2	1907813048
1907871933	Triggered	1	 PureTone-5kHz	50	2	1907871933
1908017177	Triggered	4	 NoSound	50	2	1908017177
1908035558	Triggered	6	 NoSound	50	2	1908035558
1908046786	Triggered	8	 NoSound	50	2	1908046786
1908071924	Triggered	5	 PureTone-5kHz	50	2	1908071924
1908076336	Triggered	2	 NoSound	50	2	1908076336
1908087426	Triggered	5	 PureTone-5kHz	50	2	1908087426
1908093173	Triggered	2	 NoSound	50	2	1908093173
1908135023	Triggered	1	 PureTone-5kHz	50	2	1908135023
1908575430	Triggered	5	 PureTone-5kHz	50	2	1908575430
1908580183	Triggered	2	 NoSound	50	2	1908580183
1908589274	Triggered	5	 PureTone-5kHz	50	2	1908589274
1908609319	Triggered	1	 PureTone-5kHz	50	2	1908609319
1908614871	Triggered	6	 NoSound	50	2	1908614871
1908648896	Triggered	1	 PureTone-5kHz	50	2	1908648896
1908653634	Triggered	7	 NoSound	50	2	1908653634
1908656782	Triggered	6	 NoSound	50	2	1908656782
1908682049	Triggered	1	 PureTone-5kHz	50	2	1908682049
1908685923	Triggered	6	 NoSound	50	2	1908685923
1908709847	Triggered	1	 PureTone-5kHz	50	2	1908709847
1908713459	Triggered	6	 NoSound	50	2	1908713459
1908731705	Triggered	1	 PureTone-5kHz	50	2	1908731705
1908737989	Triggered	5	 PureTone-5kHz	50	2	1908737989
1908741540	Triggered	2	 NoSound	50	2	1908741540
1908765794	Triggered	5	 PureTone-5kHz	50	2	1908765794
1908769003	Triggered	2	 NoSound	50	2	1908769003
1908785380	Triggered	4	 NoSound	50	2	1908785380
1908789255	Triggered	5	 PureTone-5kHz	50	2	1908789255
1908792863	Triggered	2	 NoSound	50	2	1908792863
1908810242	Triggered	5	 PureTone-5kHz	50	2	1908810242
1908813659	Triggered	2	 NoSound	50	2	1908813659
1908828558	Triggered	5	 PureTone-5kHz	50	2	1908828558
1908832233	Triggered	1	 PureTone-5kHz	50	2	1908832233
1908835308	Triggered	4	 NoSound	50	2	1908835308
1908844268	Triggered	1	 PureTone-5kHz	50	2	1908844268
1908868663	Triggered	4	 NoSound	50	2	1908868663
1908879154	Triggered	1	 PureTone-5kHz	50	2	1908879154
