Ver1.3	989784547	StartFile	7/10/2020	10:15:28 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\071020\SoundData.txt	989784548
990845023	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	990845023
990845225	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	990845225
990864340	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	990864340
990867414	Triggered	6,47,48,49,50,51,	 NoSound	40	2	990867414
990867615	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	990867615
990873971	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	990873971
990877173	Triggered	6,47,48,49,50,51,	 NoSound	40	2	990877173
990877374	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	990877374
990885394	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	990885394
990889149	Triggered	6,47,48,49,50,51,	 NoSound	40	2	990889149
990889350	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	990889350
990896291	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	990896291
990896492	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	990896492
990899765	Triggered	4,42,43,44,45,46,	 NoSound	40	2	990899765
990899967	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	990899967
990918215	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	990918215
990918417	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	990918417
990935725	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	990935725
990939202	Triggered	2,37,38,39,40,41,	 NoSound	40	2	990939202
990939405	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	990939405
990951701	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	990951701
990954709	Triggered	2,37,38,39,40,41,	 NoSound	40	2	990954709
990954911	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	990954911
990966807	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	990966807
990969349	Triggered	2,37,38,39,40,41,	 NoSound	40	2	990969349
990969552	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	990969552
990981246	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	990981246
990981451	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	990981451
990984053	Triggered	2,37,38,39,40,41,	 NoSound	40	2	990984053
990984254	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	990984254
990996086	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	990996086
990996289	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	990996289
990998757	Triggered	2,37,38,39,40,41,	 NoSound	40	2	990998757
990998959	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	990998959
991009524	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	991009524
991009728	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	991009728
991011938	Triggered	2,37,38,39,40,41,	 NoSound	40	2	991011938
991012141	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	991012141
991022151	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	991022151
991022353	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	991022353
