Ver1.3	1881105121	StartFile	3/3/2021	1:06:02 PM	E:\BehavioralExperiments\Twenty\Horizon\RawData\030321\SoundData.txt	1881105121
1881428351	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1881428351
1881428552	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1881428552
1881440312	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1881440312
1881446195	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1881446195
1881446398	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1881446398
1881457497	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1881457497
1881461701	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1881461701
1881461905	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1881461905
1881475739	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1881475739
1881479816	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1881479816
1881480018	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1881480018
1881489573	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1881489573
1881489776	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1881489776
1881493652	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1881493652
1881501205	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1881501205
1881501407	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1881501407
1881510963	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1881510963
1881511165	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1881511165
1881520789	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1881520789
1881521003	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1881521003
1881525736	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1881525736
1881525948	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1881525948
1881535561	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1881535561
1881535764	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1881535764
1881540440	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1881540440
1881545721	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1881545721
1881545927	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1881545927
1881550668	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1881550668
1881550869	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1881550869
1881560692	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1881560692
1881560896	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1881560896
1881564838	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1881564838
1881565038	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1881565038
