Ver1.3	67760792	StartFile	10/22/2020	10:53:12 AM	E:\BehavioralExperiments\Twenty\Horizon\RawData\102220\SoundData.txt	67760792
68050129	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	68050129
68050345	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	68050345
68065350	Triggered	4,42,43,44,45,46,	 NoSound	40	2	68065350
68065556	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	68065556
68079669	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	68079669
68082799	Triggered	4,42,43,44,45,46,	 NoSound	40	2	68082799
68083002	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	68083002
68096275	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	68096275
68099104	Triggered	4,42,43,44,45,46,	 NoSound	40	2	68099104
68099307	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	68099307
68112400	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	68112400
68112604	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	68112604
68115588	Triggered	4,42,43,44,45,46,	 NoSound	40	2	68115588
68115790	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	68115790
68129911	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	68129911
68130116	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	68130116
68132856	Triggered	4,42,43,44,45,46,	 NoSound	40	2	68132856
68133072	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	68133072
68145852	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	68145852
68146069	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	68146069
68148681	Triggered	4,42,43,44,45,46,	 NoSound	40	2	68148681
68148883	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	68148883
68162517	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	68162517
68162722	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	68162722
68165405	Triggered	4,42,43,44,45,46,	 NoSound	40	2	68165405
68165608	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	68165608
68177620	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	68177620
68177824	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	68177824
68180387	Triggered	4,42,43,44,45,46,	 NoSound	40	2	68180387
68180589	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	68180589
68191218	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	68191218
68191420	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	68191420
68193878	Triggered	4,42,43,44,45,46,	 NoSound	40	2	68193878
68194081	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	68194081
68206379	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	68206379
68206582	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	68206582
68209147	Triggered	4,42,43,44,45,46,	 NoSound	40	2	68209147
68209348	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	68209348
68222984	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	68222984
68223189	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	68223189
68225632	Triggered	4,42,43,44,45,46,	 NoSound	40	2	68225632
68225835	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	68225835
68238807	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	68238807
68239012	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	68239012
68241577	Triggered	4,42,43,44,45,46,	 NoSound	40	2	68241577
68241795	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	68241795
68253850	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	68253850
68254055	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	68254055
68256436	Triggered	4,42,43,44,45,46,	 NoSound	40	2	68256436
68256638	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	68256638
68270154	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	68270154
68270358	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	68270358
68272921	Triggered	4,42,43,44,45,46,	 NoSound	40	2	68272921
68273124	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	68273124
68285857	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	68285857
68286071	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	68286071
