Ver1.3	491483004	StartFile	2/15/2021	11:05:40 AM	E:\BehavioralExperiments\Twenty\Horizon\RawData\021521\SoundData.txt	491483004
491869554	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	491869554
491869755	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	491869755
491886062	Triggered	4,42,43,44,45,46,	 NoSound	40	2	491886062
491892549	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	491892549
491939202	Triggered	4,42,43,44,45,46,	 NoSound	40	2	491939202
491954574	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	491954574
491986926	Triggered	4,42,43,44,45,46,	 NoSound	40	2	491986926
492001297	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	492001297
492001500	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	492001500
492005643	Triggered	6,47,48,49,50,51,	 NoSound	40	2	492005643
492005844	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	492005844
492016537	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	492016537
492016742	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	492016742
492019945	Triggered	6,47,48,49,50,51,	 NoSound	40	2	492019945
492020147	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	492020147
492031911	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	492031911
492032127	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	492032127
492035051	Triggered	6,47,48,49,50,51,	 NoSound	40	2	492035051
492035253	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	492035253
492045011	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	492045011
492045216	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	492045216
492047751	Triggered	6,47,48,49,50,51,	 NoSound	40	2	492047751
492047953	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	492047953
492058246	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	492058246
492058452	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	492058452
492061188	Triggered	6,47,48,49,50,51,	 NoSound	40	2	492061188
492061390	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	492061390
492072682	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	492072682
492072887	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	492072887
492075623	Triggered	6,47,48,49,50,51,	 NoSound	40	2	492075623
492075825	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	492075825
492086987	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	492086987
492087191	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	492087191
492090062	Triggered	6,47,48,49,50,51,	 NoSound	40	2	492090062
492090263	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	492090263
492100956	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	492100956
492101160	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	492101160
492103837	Triggered	6,47,48,49,50,51,	 NoSound	40	2	492103837
492104039	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	492104039
492115662	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	492115662
492115867	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	492115867
492118736	Triggered	6,47,48,49,50,51,	 NoSound	40	2	492118736
492118937	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	492118937
492129499	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	492129499
492129704	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	492129704
492132371	Triggered	6,47,48,49,50,51,	 NoSound	40	2	492132371
492132573	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	492132573
492142401	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	492142401
492142603	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	492142603
492145340	Triggered	6,47,48,49,50,51,	 NoSound	40	2	492145340
492145542	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	492145542
492156368	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	492156368
492156570	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	492156570
