Ver1.2	1074114160	StartFile	2/27/2020	1:02:46 PM	E:\BehavioralExperiments\Tianqi\RatData_Tianqi\RawData\022720\SoundData.txt	1074114160
1074441563	Triggered	6	 NoSound	50	2	1074441563
1074444900	Triggered	1	 Modulated Tone	25	2	1074444900
1074449572	Triggered	6	 NoSound	50	2	1074449572
1074454585	Triggered	1	 Modulated Tone	25	2	1074454585
1074459263	Triggered	4	 NoSound	50	2	1074459263
1074477849	Triggered	1	 Modulated Tone	25	2	1074477849
1074481990	Triggered	4	 NoSound	50	2	1074481990
1074499702	Triggered	1	 Modulated Tone	25	2	1074499702
1074505717	Triggered	6	 NoSound	50	2	1074505717
1074510198	Triggered	1	 Modulated Tone	25	2	1074510198
1074516345	Triggered	5	 Modulated Tone	25	2	1074516345
1074520959	Triggered	6	 NoSound	50	2	1074520959
1074525776	Triggered	1	 Modulated Tone	25	2	1074525776
1074529384	Triggered	4	 NoSound	50	2	1074529384
1074544959	Triggered	1	 Modulated Tone	25	2	1074544959
1074548362	Triggered	4	 NoSound	50	2	1074548362
1074563268	Triggered	1	 Modulated Tone	25	2	1074563268
1074566475	Triggered	4	 NoSound	50	2	1074566476
1074582451	Triggered	1	 Modulated Tone	25	2	1074582451
1074585927	Triggered	4	 NoSound	50	2	1074585927
1074602704	Triggered	1	 Modulated Tone	25	2	1074602704
1074606113	Triggered	4	 NoSound	50	2	1074606113
1074620084	Triggered	1	 Modulated Tone	25	2	1074620084
1074623492	Triggered	4	 NoSound	50	2	1074623492
1074638402	Triggered	1	 Modulated Tone	25	2	1074638402
1074641746	Triggered	4	 NoSound	50	2	1074641746
1074656247	Triggered	1	 Modulated Tone	25	2	1074656247
1074660524	Triggered	5	 Modulated Tone	25	2	1074660524
1074664000	Triggered	2	 NoSound	50	2	1074664000
1074677166	Triggered	5	 Modulated Tone	25	2	1074677166
1074680577	Triggered	8	 NoSound	50	2	1074680577
1074687124	Triggered	5	 Modulated Tone	25	2	1074687124
1074690670	Triggered	2	 NoSound	50	2	1074690670
1074701829	Triggered	5	 Modulated Tone	25	2	1074701829
1074705306	Triggered	8	 NoSound	50	2	1074705306
1074710317	Triggered	5	 Modulated Tone	25	2	1074710317
1074713859	Triggered	8	 NoSound	50	2	1074713859
1074719141	Triggered	5	 Modulated Tone	25	2	1074719141
1074722482	Triggered	2	 NoSound	50	2	1074722482
1074732914	Triggered	5	 Modulated Tone	25	2	1074732914
1074737258	Triggered	2	 NoSound	50	2	1074737258
1074748350	Triggered	5	 Modulated Tone	25	2	1074748350
1074752033	Triggered	2	 NoSound	50	2	1074752033
1074763056	Triggered	5	 Modulated Tone	25	2	1074763056
1074766733	Triggered	2	 NoSound	50	2	1074766733
1074778162	Triggered	5	 Modulated Tone	25	2	1074778162
1074781970	Triggered	2	 NoSound	50	2	1074781970
1074793334	Triggered	5	 Modulated Tone	25	2	1074793334
1074797345	Triggered	2	 NoSound	50	2	1074797345
1074810045	Triggered	5	 Modulated Tone	25	2	1074810045
1074813988	Triggered	2	 NoSound	50	2	1074813988
1074826087	Triggered	5	 Modulated Tone	25	2	1074826087
1074830097	Triggered	1	 Modulated Tone	25	2	1074830097
1074834041	Triggered	4	 NoSound	50	2	1074834041
1074841864	Triggered	1	 Modulated Tone	25	2	1074841864
1074848412	Triggered	4	 NoSound	50	2	1074848412
1074856164	Triggered	1	 Modulated Tone	25	2	1074856164
1074860242	Triggered	6	 NoSound	50	2	1074860242
1074876017	Triggered	1	 Modulated Tone	25	2	1074876017
1074880226	Triggered	4	 NoSound	50	2	1074880226
1074887780	Triggered	1	 Modulated Tone	25	2	1074887780
1074892192	Triggered	6	 NoSound	50	2	1074892192
1074906294	Triggered	1	 Modulated Tone	25	2	1074906294
1074918060	Triggered	6	 NoSound	50	2	1074918060
1074932968	Triggered	1	 Modulated Tone	25	2	1074932968
1074937241	Triggered	4	 NoSound	50	2	1074937241
1074945867	Triggered	1	 Modulated Tone	25	2	1074945867
1074949943	Triggered	4	 NoSound	50	2	1074949943
1074960102	Triggered	1	 Modulated Tone	25	2	1074960102
1074963783	Triggered	4	 NoSound	50	2	1074963783
1074970997	Triggered	1	 Modulated Tone	25	2	1074970997
1074974541	Triggered	4	 NoSound	50	2	1074974541
1074982828	Triggered	1	 Modulated Tone	25	2	1074982828
1074987373	Triggered	4	 NoSound	50	2	1074987373
1074994659	Triggered	1	 Modulated Tone	25	2	1074994659
1074997933	Triggered	4	 NoSound	50	2	1074997933
1075004685	Triggered	1	 Modulated Tone	25	2	1075004685
1075009098	Triggered	5	 Modulated Tone	25	2	1075009098
1075012305	Triggered	8	 NoSound	50	2	1075012305
1075027212	Triggered	5	 Modulated Tone	25	2	1075027212
1075030485	Triggered	8	 NoSound	50	2	1075030485
1075044930	Triggered	5	 Modulated Tone	25	2	1075044930
1075048132	Triggered	8	 NoSound	50	2	1075048132
1075062234	Triggered	5	 Modulated Tone	25	2	1075062234
1075065844	Triggered	2	 NoSound	50	2	1075065844
1075076872	Triggered	5	 Modulated Tone	25	2	1075076872
1075080751	Triggered	2	 NoSound	50	2	1075080751
1075087435	Triggered	5	 Modulated Tone	25	2	1075087435
1075090843	Triggered	2	 NoSound	50	2	1075090843
1075097928	Triggered	5	 Modulated Tone	25	2	1075097928
1075101337	Triggered	8	 NoSound	50	2	1075101337
1075114371	Triggered	5	 Modulated Tone	25	2	1075114371
1075117580	Triggered	8	 NoSound	50	2	1075117580
1075132017	Triggered	5	 Modulated Tone	25	2	1075132017
1075135159	Triggered	8	 NoSound	50	2	1075135159
1075155143	Triggered	5	 Modulated Tone	25	2	1075155143
1075159355	Triggered	8	 NoSound	50	2	1075159355
1075173525	Triggered	5	 Modulated Tone	25	2	1075173525
1075176866	Triggered	8	 NoSound	50	2	1075176866
1075192041	Triggered	5	 Modulated Tone	25	2	1075192041
1075195381	Triggered	8	 NoSound	50	2	1075195381
1075215702	Triggered	1	 Modulated Tone	25	2	1075215702
1075220581	Triggered	5	 Modulated Tone	25	2	1075220581
1075224793	Triggered	1	 Modulated Tone	25	2	1075224793
1075228401	Triggered	4	 NoSound	50	2	1075228401
1075242105	Triggered	1	 Modulated Tone	25	2	1075242105
1075245786	Triggered	4	 NoSound	50	2	1075245786
1075258614	Triggered	1	 Modulated Tone	25	2	1075258614
1075262556	Triggered	6	 NoSound	50	2	1075262556
1075271580	Triggered	1	 Modulated Tone	25	2	1075271580
1075275792	Triggered	6	 NoSound	50	2	1075275792
1075282543	Triggered	1	 Modulated Tone	25	2	1075282543
1075286552	Triggered	6	 NoSound	50	2	1075286552
1075293905	Triggered	1	 Modulated Tone	25	2	1075293905
1075297915	Triggered	4	 NoSound	50	2	1075297915
1075311553	Triggered	1	 Modulated Tone	25	2	1075311553
1075315695	Triggered	4	 NoSound	50	2	1075315695
1075328466	Triggered	1	 Modulated Tone	25	2	1075328466
1075332205	Triggered	4	 NoSound	50	2	1075332205
1075346376	Triggered	1	 Modulated Tone	25	2	1075346376
1075350118	Triggered	4	 NoSound	50	2	1075350118
1075362952	Triggered	1	 Modulated Tone	25	2	1075362952
1075367095	Triggered	4	 NoSound	50	2	1075367095
1075381067	Triggered	1	 Modulated Tone	25	2	1075381067
1075386347	Triggered	4	 NoSound	50	2	1075386347
1075399714	Triggered	1	 Modulated Tone	25	2	1075399714
1075403659	Triggered	4	 NoSound	50	2	1075403659
1075417360	Triggered	1	 Modulated Tone	25	2	1075417360
1075422373	Triggered	5	 Modulated Tone	25	2	1075422373
1075426250	Triggered	2	 NoSound	50	2	1075426250
1075433617	Triggered	5	 Modulated Tone	25	2	1075433617
1075436944	Triggered	8	 NoSound	50	2	1075436944
1075444234	Triggered	5	 Modulated Tone	25	2	1075444234
1075448042	Triggered	2	 NoSound	50	2	1075448042
1075456065	Triggered	5	 Modulated Tone	25	2	1075456065
1075459942	Triggered	2	 NoSound	50	2	1075459942
1075466890	Triggered	5	 Modulated Tone	25	2	1075466890
1075470633	Triggered	8	 NoSound	50	2	1075470633
1075475848	Triggered	5	 Modulated Tone	25	2	1075475848
1075481393	Triggered	1	 Modulated Tone	25	2	1075481393
1075487614	Triggered	8	 NoSound	50	2	1075487614
1075492627	Triggered	6	 NoSound	50	2	1075492627
1075497971	Triggered	5	 Modulated Tone	25	2	1075497971
1075502119	Triggered	2	 NoSound	50	2	1075502119
1075509400	Triggered	5	 Modulated Tone	25	2	1075509400
1075513612	Triggered	2	 NoSound	50	2	1075513612
1075520161	Triggered	5	 Modulated Tone	25	2	1075520161
1075524039	Triggered	2	 NoSound	50	2	1075524039
1075530924	Triggered	5	 Modulated Tone	25	2	1075530924
1075534666	Triggered	8	 NoSound	50	2	1075534666
1075540083	Triggered	5	 Modulated Tone	25	2	1075540083
1075544357	Triggered	2	 NoSound	50	2	1075544357
1075574838	Triggered	5	 Modulated Tone	25	2	1075574838
1075578983	Triggered	2	 NoSound	50	2	1075578983
1075586670	Triggered	5	 Modulated Tone	25	2	1075586670
1075590745	Triggered	1	 Modulated Tone	25	2	1075590745
1075594622	Triggered	6	 NoSound	50	2	1075594622
1075604181	Triggered	1	 Modulated Tone	25	2	1075604181
1075613604	Triggered	1	 Modulated Tone	25	2	1075613604
1075620423	Triggered	6	 NoSound	50	2	1075620423
1075629245	Triggered	1	 Modulated Tone	25	2	1075629245
1075636800	Triggered	5	 Modulated Tone	25	2	1075636800
1075642215	Triggered	6	 NoSound	50	2	1075642215
1075647025	Triggered	1	 Modulated Tone	25	2	1075647025
1075650769	Triggered	4	 NoSound	50	2	1075650769
1075659859	Triggered	1	 Modulated Tone	25	2	1075659859
1075663668	Triggered	4	 NoSound	50	2	1075663668
1075672092	Triggered	1	 Modulated Tone	25	2	1075672092
1075675903	Triggered	4	 NoSound	50	2	1075675903
1075684791	Triggered	1	 Modulated Tone	25	2	1075684791
1075688867	Triggered	4	 NoSound	50	2	1075688867
1075697824	Triggered	1	 Modulated Tone	25	2	1075697824
1075701634	Triggered	4	 NoSound	50	2	1075701634
1075710057	Triggered	1	 Modulated Tone	25	2	1075710057
1075713933	Triggered	4	 NoSound	50	2	1075713933
1075722221	Triggered	1	 Modulated Tone	25	2	1075722221
1075726233	Triggered	4	 NoSound	50	2	1075726233
1075734987	Triggered	1	 Modulated Tone	25	2	1075734987
1075738999	Triggered	4	 NoSound	50	2	1075738999
1075747624	Triggered	1	 Modulated Tone	25	2	1075747624
1075751498	Triggered	4	 NoSound	50	2	1075751498
1075762194	Triggered	1	 Modulated Tone	25	2	1075762194
1075767343	Triggered	5	 Modulated Tone	25	2	1075767343
1075771283	Triggered	2	 NoSound	50	2	1075771283
1075781043	Triggered	5	 Modulated Tone	25	2	1075781043
1075784789	Triggered	2	 NoSound	50	2	1075784789
1075793006	Triggered	5	 Modulated Tone	25	2	1075793006
1075796615	Triggered	8	 NoSound	50	2	1075796615
1075804575	Triggered	5	 Modulated Tone	25	2	1075804575
1075808714	Triggered	2	 NoSound	50	2	1075808714
1075817269	Triggered	5	 Modulated Tone	25	2	1075817269
1075821145	Triggered	8	 NoSound	50	2	1075821145
1075827095	Triggered	5	 Modulated Tone	25	2	1075827095
1075832314	Triggered	1	 Modulated Tone	25	2	1075832314
1075840664	Triggered	8	 NoSound	50	2	1075840664
1075846481	Triggered	5	 Modulated Tone	25	2	1075846481
1075851091	Triggered	2	 NoSound	50	2	1075851091
1075860449	Triggered	5	 Modulated Tone	25	2	1075860449
1075864526	Triggered	2	 NoSound	50	2	1075864526
1075872882	Triggered	5	 Modulated Tone	25	2	1075872882
1075877029	Triggered	2	 NoSound	50	2	1075877029
1075886718	Triggered	5	 Modulated Tone	25	2	1075886718
1075890795	Triggered	2	 NoSound	50	2	1075890795
1075899952	Triggered	5	 Modulated Tone	25	2	1075899952
1075906166	Triggered	2	 NoSound	50	2	1075906166
1075916194	Triggered	5	 Modulated Tone	25	2	1075916194
1075920205	Triggered	2	 NoSound	50	2	1075920205
1075927690	Triggered	5	 Modulated Tone	25	2	1075927690
1075932905	Triggered	1	 Modulated Tone	25	2	1075932905
1075936719	Triggered	4	 NoSound	50	2	1075936719
1075947275	Triggered	1	 Modulated Tone	25	2	1075947275
1075951352	Triggered	6	 NoSound	50	2	1075951352
1075959573	Triggered	1	 Modulated Tone	25	2	1075959573
1075963718	Triggered	6	 NoSound	50	2	1075963718
1075969866	Triggered	1	 Modulated Tone	25	2	1075969866
1075974211	Triggered	4	 NoSound	50	2	1075974211
1075984842	Triggered	1	 Modulated Tone	25	2	1075984842
1075989251	Triggered	6	 NoSound	50	2	1075989251
1075993462	Triggered	1	 Modulated Tone	25	2	1075993462
1075997672	Triggered	4	 NoSound	50	2	1075997672
1076006365	Triggered	1	 Modulated Tone	25	2	1076006365
1076010506	Triggered	4	 NoSound	50	2	1076010506
1076019467	Triggered	1	 Modulated Tone	25	2	1076019467
1076023876	Triggered	4	 NoSound	50	2	1076023876
1076033767	Triggered	1	 Modulated Tone	25	2	1076033767
1076037644	Triggered	4	 NoSound	50	2	1076037644
1076048339	Triggered	1	 Modulated Tone	25	2	1076048339
1076052016	Triggered	4	 NoSound	50	2	1076052016
1076060771	Triggered	1	 Modulated Tone	25	2	1076060771
1076064581	Triggered	4	 NoSound	50	2	1076064581
1076074473	Triggered	1	 Modulated Tone	25	2	1076074473
1076078483	Triggered	4	 NoSound	50	2	1076078483
1076087106	Triggered	1	 Modulated Tone	25	2	1076087106
1076092255	Triggered	5	 Modulated Tone	25	2	1076092255
1076096063	Triggered	2	 NoSound	50	2	1076096063
1076109164	Triggered	5	 Modulated Tone	25	2	1076109164
1076113240	Triggered	2	 NoSound	50	2	1076113240
1076128547	Triggered	5	 Modulated Tone	25	2	1076128547
1076132825	Triggered	2	 NoSound	50	2	1076132825
1076148132	Triggered	5	 Modulated Tone	25	2	1076148132
1076152877	Triggered	8	 NoSound	50	2	1076152877
1076164241	Triggered	5	 Modulated Tone	25	2	1076164241
1076168387	Triggered	8	 NoSound	50	2	1076168387
1076177141	Triggered	5	 Modulated Tone	25	2	1076177141
1076181284	Triggered	8	 NoSound	50	2	1076181284
1076191044	Triggered	5	 Modulated Tone	25	2	1076191044
1076195187	Triggered	8	 NoSound	50	2	1076195187
1076207619	Triggered	5	 Modulated Tone	25	2	1076207619
1076211966	Triggered	8	 NoSound	50	2	1076211966
1076221523	Triggered	5	 Modulated Tone	25	2	1076221523
1076225734	Triggered	8	 NoSound	50	2	1076225734
1076237364	Triggered	5	 Modulated Tone	25	2	1076237364
1076241441	Triggered	8	 NoSound	50	2	1076241441
1076250999	Triggered	5	 Modulated Tone	25	2	1076250999
1076255078	Triggered	8	 NoSound	50	2	1076255078
1076266375	Triggered	5	 Modulated Tone	25	2	1076266375
1076270651	Triggered	8	 NoSound	50	2	1076270651
1076284554	Triggered	5	 Modulated Tone	25	2	1076284554
1076290703	Triggered	1	 Modulated Tone	25	2	1076290703
1076295581	Triggered	6	 NoSound	50	2	1076295581
1076303405	Triggered	1	 Modulated Tone	25	2	1076303405
1077233493	Triggered	6	 NoSound	50	2	1077233493
1077268919	Triggered	4	 NoSound	50	2	1077268919
1077280082	Triggered	3	 NoSound	50	2	1077280082
1077285896	Triggered	2	 NoSound	50	2	1077285896
1077296196	Triggered	5	 Modulated Tone	25	2	1077296196
1077303610	Triggered	1	 Modulated Tone	25	2	1077303610
1077309961	Triggered	6	 NoSound	50	2	1077309961
1077318180	Triggered	1	 Modulated Tone	25	2	1077318180
1077322859	Triggered	4	 NoSound	50	2	1077322859
1077341512	Triggered	1	 Modulated Tone	25	2	1077341512
1077346455	Triggered	4	 NoSound	50	2	1077346455
1077356413	Triggered	1	 Modulated Tone	25	2	1077356413
1077361099	Triggered	4	 NoSound	50	2	1077361099
1077370919	Triggered	1	 Modulated Tone	25	2	1077370919
1077375531	Triggered	4	 NoSound	50	2	1077375531
1077386024	Triggered	1	 Modulated Tone	25	2	1077386024
1077390302	Triggered	4	 NoSound	50	2	1077390302
1077399995	Triggered	1	 Modulated Tone	25	2	1077399995
1077404077	Triggered	4	 NoSound	50	2	1077404077
1077413503	Triggered	1	 Modulated Tone	25	2	1077413503
1077418178	Triggered	4	 NoSound	50	2	1077418178
1077436154	Triggered	1	 Modulated Tone	25	2	1077436154
1077440901	Triggered	4	 NoSound	50	2	1077440901
1077451732	Triggered	1	 Modulated Tone	25	2	1077451732
1077456274	Triggered	4	 NoSound	50	2	1077456274
1077468238	Triggered	1	 Modulated Tone	25	2	1077468238
1077474321	Triggered	5	 Modulated Tone	25	2	1077474321
1077478268	Triggered	2	 NoSound	50	2	1077478268
1077491101	Triggered	5	 Modulated Tone	25	2	1077491101
1077495511	Triggered	8	 NoSound	50	2	1077495511
1077513092	Triggered	5	 Modulated Tone	25	2	1077513092
1077517367	Triggered	2	 NoSound	50	2	1077517367
1077526658	Triggered	5	 Modulated Tone	25	2	1077526658
1077532204	Triggered	8	 NoSound	50	2	1077532204
1077561950	Triggered	5	 Modulated Tone	25	2	1077561950
1077567163	Triggered	8	 NoSound	50	2	1077567163
1077593098	Triggered	5	 Modulated Tone	25	2	1077593098
1077597042	Triggered	2	 NoSound	50	2	1077597042
1077606934	Triggered	5	 Modulated Tone	25	2	1077606934
1077611613	Triggered	2	 NoSound	50	2	1077611613
1077620703	Triggered	5	 Modulated Tone	25	2	1077620703
1077625982	Triggered	8	 NoSound	50	2	1077625982
1077644565	Triggered	5	 Modulated Tone	25	2	1077644565
1077649045	Triggered	8	 NoSound	50	2	1077649045
1077667023	Triggered	5	 Modulated Tone	25	2	1077667023
1077672104	Triggered	2	 NoSound	50	2	1077672104
1077680797	Triggered	5	 Modulated Tone	25	2	1077680797
1077686009	Triggered	2	 NoSound	50	2	1077686009
1077693761	Triggered	5	 Modulated Tone	25	2	1077693761
1077699179	Triggered	2	 NoSound	50	2	1077699179
1077707195	Triggered	5	 Modulated Tone	25	2	1077707195
1077713344	Triggered	1	 Modulated Tone	25	2	1077713344
1077718558	Triggered	6	 NoSound	50	2	1077718558
