Ver1.3	1955240880	StartFile	3/4/2021	9:41:38 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\030421\SoundData.txt	1955240880
1955366392	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1955366392
1955366593	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1955366593
1955389435	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1955389435
1955394007	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1955394007
1955394218	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1955394218
1955404538	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1955404538
1955411996	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1955411996
1955412198	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1955412198
1955421142	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1955421142
1955426076	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1955426076
1955426276	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1955426276
1955433663	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1955433663
1955433869	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1955433869
1955438229	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1955438229
1955438432	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1955438432
1955453933	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1955453933
1955454137	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1955454137
1955457122	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1955457122
1955457322	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1955457322
1955462175	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1955462175
1955462388	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1955462388
1955465365	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1955465365
1955465568	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1955465568
1955481429	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1955481429
1955481633	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1955481633
1955484316	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1955484316
