Ver1.3	1460419482	StartFile	8/11/2020	9:44:38 AM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\081120A\SoundData.txt	1460419482
1460741150	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1460741150
1460741353	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1460741353
1460753577	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1460753577
1460757855	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1460757855
1460758055	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1460758055
1460773697	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1460773697
1460773898	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1460773898
1460777707	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1460777707
1460777908	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1460777908
1460793815	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1460793815
1460794016	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1460794016
1460806650	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1460806650
1460810326	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1460810326
1460810545	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1460810545
1460824495	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1460824495
1460824699	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1460824699
1460827974	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1460827974
1460828177	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1460828177
1460841873	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1460841873
1460842075	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1460842075
1460844948	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1460844948
1460845150	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1460845150
1460864063	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1460864063
1460864267	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1460864267
1460867673	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1460867673
1460867874	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1460867874
1460882378	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1460882378
1460882580	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1460882580
1460885853	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1460885853
1460886055	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1460886055
1460900425	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1460900425
1460900639	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1460900639
1460904304	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1460904304
1460904505	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1460904505
1460917804	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1460917804
1460918005	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1460918005
1460921013	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1460921013
1460921214	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1460921214
1460934514	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1460934514
1460934716	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1460934716
1460946145	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1460946145
1460949220	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1460949220
1460949420	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1460949420
1460960315	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1460960315
1460960516	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1460960516
1460964659	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1460964659
1460964872	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1460964872
1460975487	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1460975487
1460975689	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1460975689
1460990860	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1460990860
1460994270	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1460994270
1460994470	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1460994470
1461003494	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461003494
1461003697	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1461003697
1461006509	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1461006509
1461012451	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461012451
1461012655	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1461012655
1461018400	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1461018400
1461018601	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1461018601
1461028225	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461028225
1461028427	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1461028427
1461031500	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1461031500
1461037181	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461037181
1461037383	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1461037383
1461044533	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1461044533
1461044734	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1461044734
1461056031	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461056031
1461056234	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1461056234
1461060917	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1461060917
1461069867	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461069867
1461070069	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1461070069
1461077020	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1461077020
1461077221	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1461077221
1461095267	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461095267
1461095467	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1461095467
1461109503	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1461109503
1461112445	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1461112445
1461112645	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1461112645
1461123272	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1461123272
1461123474	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1461123474
1461127150	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1461127150
1461127350	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1461127350
1461143192	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1461143192
1461143392	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1461143392
1461160236	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1461160236
1461160438	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1461160438
1461176412	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461176412
1461176616	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1461176616
1461180355	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1461180355
1461180558	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1461180558
1461189713	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461189713
1461189918	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1461189918
1461193530	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1461193530
1461193730	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1461193730
1461202345	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461202345
1461202548	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1461202548
1461205889	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1461205889
1461206090	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1461206090
1461267114	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461267114
1461267319	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1461267319
1461270725	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1461270725
1461270925	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1461270925
1461286432	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461286432
1461286635	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1461286635
1461289708	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1461289708
1461289909	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1461289909
1461302273	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461302273
1461302475	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1461302475
1461305081	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1461305081
1461305282	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1461305282
1461314312	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461314312
1461314512	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1461314512
1461329887	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1461329887
1461330092	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1461330092
1461340975	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1461340975
1461341176	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1461341176
1461343983	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1461343983
1461344184	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1461344184
1461358352	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1461358352
1461358553	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1461358553
1461388163	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461388163
1461391171	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1461391171
1461391371	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1461391371
1461405882	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461405882
1461406085	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1461406085
1461408560	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1461408560
1461408762	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1461408762
1461420388	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461420388
1461420590	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1461420590
1461422921	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1461422921
1461423122	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1461423122
1461437758	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461437758
1461437962	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1461437962
1461440700	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1461440700
1461440902	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1461440902
1461453801	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461453801
1461454004	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1461454004
1461456275	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1461456275
1461456478	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1461456478
1461467837	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1461467837
1461468039	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1461468039
1461470511	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1461470511
1461470711	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1461470711
