Ver1.2	1442680272	StartFile	3/30/2020	11:18:55 AM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\033020\SoundData.txt	1442680272
1443085626	Triggered	8	 NoSound	50	2	1443085626
1443123687	Triggered	1	 PureTone-5kHz	50	2	1443123687
1443169473	Triggered	4	 NoSound	50	2	1443169473
1443225218	Triggered	3	 NoSound	50	2	1443225218
1443228288	Triggered	2	 NoSound	50	2	1443228288
1443244396	Triggered	5	 PureTone-5kHz	50	2	1443244396
1443250479	Triggered	1	 PureTone-5kHz	50	2	1443250479
1443255024	Triggered	4	 NoSound	50	2	1443255024
1443274144	Triggered	1	 PureTone-5kHz	50	2	1443274144
1443277890	Triggered	4	 NoSound	50	2	1443277890
1443307027	Triggered	1	 PureTone-5kHz	50	2	1443307027
1443310769	Triggered	4	 NoSound	50	2	1443310769
1443327277	Triggered	1	 PureTone-5kHz	50	2	1443327277
1443335300	Triggered	5	 PureTone-5kHz	50	2	1443335300
1443338573	Triggered	2	 NoSound	50	2	1443338573
1443346733	Triggered	5	 PureTone-5kHz	50	2	1443346733
1443351945	Triggered	2	 NoSound	50	2	1443351945
1443361500	Triggered	5	 PureTone-5kHz	50	2	1443361500
1443365717	Triggered	2	 NoSound	50	2	1443365717
1443375079	Triggered	5	 PureTone-5kHz	50	2	1443375079
1443379549	Triggered	2	 NoSound	50	2	1443379549
1443389039	Triggered	5	 PureTone-5kHz	50	2	1443389039
1443395189	Triggered	1	 PureTone-5kHz	50	2	1443395189
1443423995	Triggered	4	 NoSound	50	2	1443423995
1443433220	Triggered	1	 PureTone-5kHz	50	2	1443433220
1443445857	Triggered	4	 NoSound	50	2	1443445857
1443460901	Triggered	1	 PureTone-5kHz	50	2	1443460901
1443470251	Triggered	4	 NoSound	50	2	1443470251
1443479474	Triggered	6	 NoSound	50	2	1443479474
1443486493	Triggered	1	 PureTone-5kHz	50	2	1443486493
1443498059	Triggered	6	 NoSound	50	2	1443498059
1443507223	Triggered	1	 PureTone-5kHz	50	2	1443507223
1443527738	Triggered	2	 NoSound	50	2	1443527738
1443546982	Triggered	5	 PureTone-5kHz	50	2	1443546982
1443550527	Triggered	2	 NoSound	50	2	1443550527
1443573319	Triggered	5	 PureTone-5kHz	50	2	1443573319
1443576595	Triggered	2	 NoSound	50	2	1443576595
1443590095	Triggered	5	 PureTone-5kHz	50	2	1443590095
1443593506	Triggered	2	 NoSound	50	2	1443593506
1443612489	Triggered	5	 PureTone-5kHz	50	2	1443612489
1443617037	Triggered	1	 PureTone-5kHz	50	2	1443617037
1443621046	Triggered	6	 NoSound	50	2	1443621046
1443643233	Triggered	1	 PureTone-5kHz	50	2	1443643233
1443647251	Triggered	6	 NoSound	50	2	1443647251
