Ver1.2	1012118871	StartFile	2/26/2020	7:49:31 PM	E:\BehavioralExperiments\Tianqi\RatData_Tianqi\RawData\022620\SoundData.txt	1012118871
1012352523	Triggered	1	 Modulated Tone	25	2	1012352523
1012363351	Triggered	5	 Modulated Tone	25	2	1012363351
1012368765	Triggered	2	 NoSound	50	2	1012368765
1012396843	Triggered	4	 NoSound	50	2	1012396843
1012418362	Triggered	5	 Modulated Tone	25	2	1012418362
1012423041	Triggered	8	 NoSound	50	2	1012423041
1012432065	Triggered	5	 Modulated Tone	25	2	1012432065
1012436145	Triggered	8	 NoSound	50	2	1012436145
1012443896	Triggered	5	 Modulated Tone	25	2	1012443896
1012449308	Triggered	8	 NoSound	50	2	1012449308
1012458399	Triggered	5	 Modulated Tone	25	2	1012458399
1012462811	Triggered	2	 NoSound	50	2	1012462811
1012482662	Triggered	5	 Modulated Tone	25	2	1012482662
1012486739	Triggered	2	 NoSound	50	2	1012486739
1012502247	Triggered	5	 Modulated Tone	25	2	1012502247
1012507394	Triggered	2	 NoSound	50	2	1012507394
1012524773	Triggered	5	 Modulated Tone	25	2	1012524773
1012528516	Triggered	2	 NoSound	50	2	1012528516
1012543221	Triggered	5	 Modulated Tone	25	2	1012543221
1012547171	Triggered	2	 NoSound	50	2	1012547171
1012560198	Triggered	5	 Modulated Tone	25	2	1012560198
1012565612	Triggered	2	 NoSound	50	2	1012565612
1012580062	Triggered	5	 Modulated Tone	25	2	1012580062
1012583659	Triggered	2	 NoSound	50	2	1012583659
1012597296	Triggered	5	 Modulated Tone	25	2	1012597296
1012601172	Triggered	2	 NoSound	50	2	1012601172
1012613805	Triggered	5	 Modulated Tone	25	2	1012613805
1012618282	Triggered	1	 Modulated Tone	25	2	1012618282
1012643483	Triggered	4	 NoSound	50	2	1012643483
1012656856	Triggered	1	 Modulated Tone	25	2	1012656856
1012660660	Triggered	4	 NoSound	50	2	1012660660
1012675566	Triggered	1	 Modulated Tone	25	2	1012675566
1012680245	Triggered	6	 NoSound	50	2	1012680245
1012687396	Triggered	1	 Modulated Tone	25	2	1012687396
1012691206	Triggered	4	 NoSound	50	2	1012691206
1012705644	Triggered	1	 Modulated Tone	25	2	1012705644
1012710326	Triggered	6	 NoSound	50	2	1012710326
1012715204	Triggered	1	 Modulated Tone	25	2	1012715204
1012721486	Triggered	5	 Modulated Tone	25	2	1012721486
1012726230	Triggered	1	 Modulated Tone	25	2	1012726230
1012731379	Triggered	6	 NoSound	50	2	1012731379
1012741804	Triggered	1	 Modulated Tone	25	2	1012741804
1012745347	Triggered	4	 NoSound	50	2	1012745347
1012758850	Triggered	1	 Modulated Tone	25	2	1012758850
1012762058	Triggered	4	 NoSound	50	2	1012762058
1012775693	Triggered	1	 Modulated Tone	25	2	1012775693
1012779103	Triggered	4	 NoSound	50	2	1012779103
1012792068	Triggered	1	 Modulated Tone	25	2	1012792068
1012795680	Triggered	4	 NoSound	50	2	1012795680
1012808511	Triggered	1	 Modulated Tone	25	2	1012808511
1012812326	Triggered	4	 NoSound	50	2	1012812326
1012824420	Triggered	1	 Modulated Tone	25	2	1012824420
1012828096	Triggered	4	 NoSound	50	2	1012828096
1012841398	Triggered	1	 Modulated Tone	25	2	1012841398
1012845877	Triggered	5	 Modulated Tone	25	2	1012845877
1012849217	Triggered	2	 NoSound	50	2	1012849217
1012856370	Triggered	5	 Modulated Tone	25	2	1012856370
1012859913	Triggered	8	 NoSound	50	2	1012859913
