Ver1.2	290761555	StartFile	2/18/2020	11:26:54 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\021820\SoundData.txt	290761555
291217310	Triggered	1	 Modulated Tone	25	2	291217310
291222325	Triggered	4	 NoSound	50	2	291222325
291237633	Triggered	2	 NoSound	50	2	291237633
291248858	Triggered	1	 Modulated Tone	25	2	291248858
291253203	Triggered	6	 NoSound	50	2	291253203
291260291	Triggered	1	 Modulated Tone	25	2	291260291
291264432	Triggered	4	 NoSound	50	2	291264432
291274793	Triggered	1	 Modulated Tone	25	2	291274793
291279611	Triggered	6	 NoSound	50	2	291279611
291286156	Triggered	1	 Modulated Tone	25	2	291286156
291289497	Triggered	4	 NoSound	50	2	291289497
291299326	Triggered	1	 Modulated Tone	25	2	291299326
291308815	Triggered	6	 NoSound	50	2	291308815
291315231	Triggered	8	 NoSound	50	2	291315231
291325325	Triggered	1	 Modulated Tone	25	2	291325325
291331073	Triggered	4	 NoSound	50	2	291331073
291344178	Triggered	1	 Modulated Tone	25	2	291344178
291348986	Triggered	4	 NoSound	50	2	291348986
291359482	Triggered	1	 Modulated Tone	25	2	291359482
291368306	Triggered	4	 NoSound	50	2	291368306
291379466	Triggered	1	 Modulated Tone	25	2	291379466
291383878	Triggered	4	 NoSound	50	2	291383878
291394438	Triggered	1	 Modulated Tone	25	2	291394438
291398649	Triggered	4	 NoSound	50	2	291398649
291408339	Triggered	1	 Modulated Tone	25	2	291408339
291412351	Triggered	4	 NoSound	50	2	291412351
291422178	Triggered	1	 Modulated Tone	25	2	291422178
291427658	Triggered	5	 Modulated Tone	25	2	291427658
291431339	Triggered	2	 NoSound	50	2	291431339
291436882	Triggered	5	 Modulated Tone	25	2	291436882
291440296	Triggered	8	 NoSound	50	2	291440296
291451252	Triggered	5	 Modulated Tone	25	2	291451252
291472044	Triggered	8	 NoSound	50	2	291472044
291483068	Triggered	5	 Modulated Tone	25	2	291483068
291488083	Triggered	2	 NoSound	50	2	291488083
291491156	Triggered	4	 NoSound	50	2	291491156
291494502	Triggered	5	 Modulated Tone	25	2	291494502
291497305	Triggered	8	 NoSound	50	2	291497305
291506864	Triggered	5	 Modulated Tone	25	2	291506864
291512485	Triggered	2	 NoSound	50	2	291512485
291517561	Triggered	5	 Modulated Tone	25	2	291517561
291521440	Triggered	8	 NoSound	50	2	291521440
291530665	Triggered	5	 Modulated Tone	25	2	291530665
291534003	Triggered	8	 NoSound	50	2	291534003
291542356	Triggered	5	 Modulated Tone	25	2	291542356
291545366	Triggered	8	 NoSound	50	2	291545366
291553787	Triggered	5	 Modulated Tone	25	2	291553787
291556798	Triggered	8	 NoSound	50	2	291556798
