Ver1.3	496277416	StartFile	2/15/2021	12:25:35 PM	E:\BehavioralExperiments\Gerald\Horizon\RawData\021521\SoundData.txt	496277416
496632512	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	496632512
496632714	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	496632714
496655376	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496655376
496660918	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496660918
496661118	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496661118
496673618	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496673618
496677159	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496677159
496677362	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496677362
496686985	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496686985
496690194	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496690194
496690397	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496690397
496698216	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496698216
496698421	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	496698421
496701424	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496701424
496701628	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496701628
496709243	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496709243
496709448	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	496709448
496712652	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496712652
496712853	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496712853
496721609	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496721609
496721814	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	496721814
496724751	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496724751
496724951	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496724951
496732839	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496732839
496733043	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	496733043
496735780	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496735780
496735981	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496735981
496743800	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496743800
496744005	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	496744005
496746679	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496746679
496746882	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496746882
496753897	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496753897
496754103	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	496754103
496757171	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496757171
496757373	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496757373
496764855	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496764855
496765060	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	496765060
496767596	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496767596
496767796	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496767796
496775684	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496775684
496775899	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	496775899
496778557	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496778557
496778759	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496778759
496786052	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496786052
496786258	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	496786258
496789452	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496789452
496789653	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496789653
496797340	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496797340
496797546	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	496797546
496800080	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496800080
496800282	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496800282
496807232	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496807232
496807445	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	496807445
496810307	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496810307
496810509	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496810509
496817930	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496817930
496818134	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	496818134
496820667	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496820667
496820879	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496820879
496829224	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496829224
496829426	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	496829426
496832298	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496832298
496832499	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496832499
496840854	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496840854
496841058	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	496841058
496843532	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496843532
496843734	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496843734
496850478	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496850478
496850680	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	496850680
496853152	Triggered	6,47,48,49,50,51,	 NoSound	40	2	496853152
496853354	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	496853354
496863178	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	496863178
496863379	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	496863379
496876749	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	496876749
496879962	Triggered	8,52,53,54,55,56,	 NoSound	40	2	496879962
496880163	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	496880163
496888780	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	496888780
496891652	Triggered	8,52,53,54,55,56,	 NoSound	40	2	496891652
496891854	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	496891854
496899140	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	496899140
496901680	Triggered	8,52,53,54,55,56,	 NoSound	40	2	496901680
496901881	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	496901881
496909967	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	496909967
496910171	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	496910171
496912239	Triggered	8,52,53,54,55,56,	 NoSound	40	2	496912239
496912441	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	496912441
496919458	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	496919458
496919663	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	496919663
496922265	Triggered	2,37,38,39,40,41,	 NoSound	40	2	496922265
496927679	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	496927679
496927881	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	496927881
496931556	Triggered	8,52,53,54,55,56,	 NoSound	40	2	496931556
496931768	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	496931768
496939444	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	496939444
496939648	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	496939648
496942184	Triggered	8,52,53,54,55,56,	 NoSound	40	2	496942184
496942387	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	496942387
496949670	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	496949670
496949876	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	496949876
496952678	Triggered	8,52,53,54,55,56,	 NoSound	40	2	496952678
496952880	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	496952880
496960097	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	496960097
496960302	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	496960302
496962708	Triggered	8,52,53,54,55,56,	 NoSound	40	2	496962708
496962911	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	496962911
496970658	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	496970658
496970863	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	496970863
496974134	Triggered	8,52,53,54,55,56,	 NoSound	40	2	496974134
496974336	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	496974336
496981352	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	496981352
496981556	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	496981556
