Ver1.3	1319509246	StartFile	8/9/2020	6:36:07 PM	E:\BehavioralExperiments\Twenty\RawData\080920\SoundData.txt	1319509246
1319688953	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1319688953
1319689155	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1319689155
1319752451	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1319752451
1319766889	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1319766889
1319767089	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1319767089
1319815816	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1319815816
1319823102	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1319823102
1319823304	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1319823304
1319923363	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1319923363
1319929512	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1319929512
1319929713	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1319929713
1319953176	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1319953176
1319958320	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1319958320
1319958522	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1319958522
1319989603	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1319989603
1319989805	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1319989805
1319995552	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1319995552
1319995753	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1319995753
1320028771	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1320028771
1320028974	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1320028974
1320032983	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1320032983
1320033185	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1320033185
1320059049	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1320059049
1320059251	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1320059251
1320065268	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1320065268
1320065469	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1320065469
1320093406	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1320093406
1320093610	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1320093610
1320098152	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1320098152
1320098353	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1320098353
1320122684	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1320122684
1320122887	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1320122887
1320127028	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1320127028
1320127229	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1320127229
1320148415	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1320148415
1320148617	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1320148617
1320153229	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1320153229
1320153431	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1320153431
1320172279	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1320172279
1320172479	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1320172479
1320232302	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1320232302
1320236852	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1320236852
1320237054	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1320237054
1320312777	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1320312777
1320344928	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1320344928
1320345141	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1320345141
1320384832	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1320384832
1320390513	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1320390513
1320390714	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1320390714
1320537764	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1320537764
1320547122	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1320547122
1320547322	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1320547322
1320664828	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1320664828
1320665030	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1320665030
1320670254	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1320670254
1320670462	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1320670462
1320715582	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1320715582
1320715784	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1320715784
1320731403	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1320731403
1320740694	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1320740694
1320740896	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1320740896
1321208245	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1321208245
1321221413	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1321221413
1321221615	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1321221615
1321300084	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1321300084
1321311187	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1321311187
1321311388	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1321311388
1321478751	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1321478751
1321491116	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1321491116
1321491318	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1321491318
1321508628	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1321508628
1321508831	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1321508831
1321513975	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1321513975
1321514177	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1321514177
1321535504	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1321535504
1321535706	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1321535706
1321539174	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1321539174
1321539376	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1321539376
1321565041	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1321565041
1321565244	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1321565244
1321576003	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1321576003
1321576206	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1321576206
1321665780	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1321665780
1321665983	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1321665983
1321669648	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1321669648
1321669849	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1321669849
1321702332	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1321702332
1321702536	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1321702536
1321706145	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1321706145
1321706346	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1321706346
1321752663	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1321752663
1321752865	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1321752865
1321757878	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1321757878
1321758079	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1321758079
1321774321	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1321774321
1321774522	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1321774522
1321826056	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1321826056
1321844837	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1321844837
1321845038	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1321845038
1321876387	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1321876387
1321885676	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1321885676
1321885878	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1321885878
1321959476	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1321959476
1321965290	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1321965290
1321965492	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1321965492
1322001793	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1322001793
1322007527	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1322007527
1322007728	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1322007728
