Tuesday, August 25, 2020	4:01:21 PM	Game1.txt	507312987
Cued	Now	507324747
9	BlinkStart	507324773
9	BlinkEnd	507680311
23,5	BlinkStart	507680422
23,5	BlinkEnd	507701225
5	0DropFeed	507701305
23	NoFeedAbort	507701385
1	BlinkStart	507711401
1	BlinkEnd	507716930
1	NoFeedLowProb	507717010
4,44	BlinkStart	507717042
4,44	BlinkEnd	507722778
4	Feed	507722858
44	Feed	507722939
1	BlinkStart	507723039
1	BlinkEnd	507734919
1	NoFeedLowProb	507734999
4,44	BlinkStart	507735022
4,44	BlinkEnd	507738048
4	Feed	507738128
44	Feed	507738208
1	BlinkStart	507738295
1	BlinkEnd	507750621
1	NoFeedLowProb	507750701
4,44	BlinkStart	507750734
4,44	BlinkEnd	507753690
4	Feed	507753770
44	Feed	507753850
16,1	BlinkStart	507753959
16,1	BlinkEnd	507766566
1	0DropFeed	507766646
16	Feed	507766727
4,44,6,51	BlinkStart	507766842
4,44,6,51	BlinkEnd	507770476
4	Feed	507770556
44	Feed	507770636
14,1	BlinkStart	507770749
14,1	BlinkEnd	507781847
1	0DropFeed	507781927
14	NoFeedAbort	507782007
5	BlinkStart	507792018
5	BlinkEnd	507793460
5	NoFeedLowProb	507793540
2,41	BlinkStart	507793571
2,41	BlinkEnd	507796348
2	Feed	507796428
41	Feed	507796508
5	BlinkStart	507796616
5	BlinkEnd	507805914
5	NoFeedLowProb	507805994
2,41	BlinkStart	507806030
2,41	BlinkEnd	507808262
2	Feed	507808342
41	Feed	507808422
5	BlinkStart	507808545
5	BlinkEnd	507818248
5	NoFeedLowProb	507818328
2,41	BlinkStart	507818362
2,41	BlinkEnd	507820354
2	Feed	507820434
41	Feed	507820514
25,5	BlinkStart	507820622
25,5	BlinkEnd	507830402
5	0DropFeed	507830482
25	Feed	507830562
2,41,8	BlinkStart	507830651
2,41,8	BlinkEnd	507832989
2	Feed	507833069
41	Feed	507833149
24,5	BlinkStart	507833238
24,5	BlinkEnd	507844660
5	0DropFeed	507844740
24	NoFeedAbort	507844821
1	BlinkStart	507854841
1	BlinkEnd	507858739
1	NoFeedLowProb	507858819
6,48	BlinkStart	507858849
6,48	BlinkEnd	507862229
6	Feed	507862309
48	Feed	507862389
1	BlinkStart	507862477
1	BlinkEnd	507869269
1	NoFeedLowProb	507869349
6,48	BlinkStart	507869374
6,48	BlinkEnd	507871928
6	Feed	507872008
48	Feed	507872089
1	BlinkStart	507872196
1	BlinkEnd	507878602
1	NoFeedLowProb	507878682
6,48	BlinkStart	507878702
6,48	BlinkEnd	507881481
6	Feed	507881561
48	Feed	507881641
21,1	BlinkStart	507881750
21,1	BlinkEnd	507888522
1	0DropFeed	507888602
21	Feed	507888682
6,48,4	BlinkStart	507888792
6,48,4	BlinkEnd	507891472
6	Feed	507891552
48	Feed	507891632
20,1	BlinkStart	507891745
20,1	BlinkEnd	507898208
1	0DropFeed	507898288
20	Feed	507898368
6,48,4	BlinkStart	507898536
6,48,4	BlinkEnd	507900795
6	Feed	507900875
48	Feed	507900956
19,1	BlinkStart	507901097
19,1	BlinkEnd	507906692
1	0DropFeed	507906772
19	Feed	507906852
6,48,4	BlinkStart	507907014
6,48,4	BlinkEnd	507909880
4	0DropFeed	507909960
18,1	BlinkStart	507910123
18,1	BlinkEnd	507916921
1	0DropFeed	507917001
18	Feed	507917081
6,48,4	BlinkStart	507917260
6,48,4	BlinkEnd	507920410
6	Feed	507920490
48	Feed	507920570
17,1	BlinkStart	507920728
17,1	BlinkEnd	507928413
1	0DropFeed	507928493
17	Feed	507928573
6,48,4	BlinkStart	507928735
6,48,4	BlinkEnd	507931179
6	Feed	507931259
48	Feed	507931339
16,1	BlinkStart	507931518
16,1	BlinkEnd	507937558
1	0DropFeed	507937639
16	Feed	507937719
6,48,4	BlinkStart	507937880
6,48,4	BlinkEnd	507940385
6	Feed	507940465
48	Feed	507940545
14,1	BlinkStart	507940688
14,1	BlinkEnd	507946957
1	0DropFeed	507947037
14	NoFeedAbort	507947117
5	BlinkStart	507957193
5	BlinkEnd	507958629
5	NoFeedLowProb	507958709
8,52	BlinkStart	507958814
8,52	BlinkEnd	507961503
8	Feed	507961584
52	Feed	507961664
5	BlinkStart	507961833
5	BlinkEnd	507969505
5	NoFeedLowProb	507969585
8,52	BlinkStart	507969660
8,52	BlinkEnd	507972575
8	Feed	507972655
52	Feed	507972735
5	BlinkStart	507972889
5	BlinkEnd	507979565
5	NoFeedLowProb	507979646
8,52	BlinkStart	507979760
8,52	BlinkEnd	507982319
8	Feed	507982399
52	Feed	507982480
25,5	BlinkStart	507982637
25,5	BlinkEnd	507989359
5	0DropFeed	507989439
25	Feed	507989519
8,52,2	BlinkStart	507989669
8,52,2	BlinkEnd	507991826
2	0DropFeed	507991906
24,5	BlinkStart	507992077
24,5	BlinkEnd	507996759
5	0DropFeed	507996839
24	NoFeedAbort	507996919
1	BlinkStart	508006981
1	BlinkEnd	508011921
1	NoFeedLowProb	508012001
6,50	BlinkStart	508012124
6,50	BlinkEnd	508014510
6	Feed	508014590
50	Feed	508014670
1	BlinkStart	508014825
1	BlinkEnd	508024436
1	NoFeedLowProb	508024516
6,50	BlinkStart	508024610
6,50	BlinkEnd	508026965
6	Feed	508027045
50	Feed	508027125
1	BlinkStart	508027287
1	BlinkEnd	508034424
1	NoFeedLowProb	508034504
6,50	BlinkStart	508034601
6,50	BlinkEnd	508036950
6	Feed	508037030
50	Feed	508037110
21,1	BlinkStart	508037286
21,1	BlinkEnd	508043690
1	0DropFeed	508043770
21	Feed	508043850
6,50,4,45	BlinkStart	508044017
6,50,4,45	BlinkEnd	508045977
6	Feed	508046057
50	Feed	508046137
20,1	BlinkStart	508046296
20,1	BlinkEnd	508053976
1	0DropFeed	508054057
20	Feed	508054137
6,50,4,45	BlinkStart	508054320
6,50,4,45	BlinkEnd	508056281
6	Feed	508056361
50	Feed	508056442
19,1	BlinkStart	508056584
19,1	BlinkEnd	508064146
1	0DropFeed	508064226
19	Feed	508064306
6,50,4,45	BlinkStart	508064464
6,50,4,45	BlinkEnd	508066672
6	Feed	508066752
50	Feed	508066832
18,1	BlinkStart	508066995
18,1	BlinkEnd	508074375
1	0DropFeed	508074455
18	Feed	508074535
6,50,4,45	BlinkStart	508074717
6,50,4,45	BlinkEnd	508076781
6	Feed	508076861
50	Feed	508076941
17,1	BlinkStart	508077113
17,1	BlinkEnd	508084723
1	0DropFeed	508084803
17	Feed	508084883
6,50,4,45	BlinkStart	508085065
6,50,4,45	BlinkEnd	508087258
6	Feed	508087340
50	Feed	508087420
16,1	BlinkStart	508087584
16,1	BlinkEnd	508095010
1	0DropFeed	508095090
16	Feed	508095170
6,50,4,45	BlinkStart	508095323
6,50,4,45	BlinkEnd	508098140
6	Feed	508098220
50	Feed	508098300
15,1	BlinkStart	508098454
15,1	BlinkEnd	508105661
1	0DropFeed	508105741
15	NoFeedAbort	508105821
5	BlinkStart	508115909
5	BlinkEnd	508119860
5	NoFeedLowProb	508119940
2,41	BlinkStart	508120027
