Ver1.2	1090973994	StartFile	3/26/2020	9:37:09 AM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\032620\SoundData.txt	1090973994
1092115263	Triggered	8	 NoSound	50	2	1092115263
1092139123	Triggered	1	 Modulated Tone	25	2	1092139123
1092346001	Triggered	4	 NoSound	50	2	1092346001
1092365312	Triggered	1	 Modulated Tone	25	2	1092365312
1092376880	Triggered	4	 NoSound	50	2	1092376880
1092390319	Triggered	1	 Modulated Tone	25	2	1092390319
1092395859	Triggered	4	 NoSound	50	2	1092395859
1092412304	Triggered	1	 Modulated Tone	25	2	1092412304
1092417794	Triggered	4	 NoSound	50	2	1092417794
1092428144	Triggered	1	 Modulated Tone	25	2	1092428144
1092434094	Triggered	4	 NoSound	50	2	1092434094
1092446926	Triggered	1	 Modulated Tone	25	2	1092446926
1092451611	Triggered	4	 NoSound	50	2	1092451611
1092461167	Triggered	1	 Modulated Tone	25	2	1092461167
1092465979	Triggered	4	 NoSound	50	2	1092465979
1092475800	Triggered	1	 Modulated Tone	25	2	1092475800
1092480147	Triggered	4	 NoSound	50	2	1092480147
1092489303	Triggered	1	 Modulated Tone	25	2	1092489303
1092493649	Triggered	4	 NoSound	50	2	1092493649
1092503882	Triggered	1	 Modulated Tone	25	2	1092503882
1092512642	Triggered	5	 Modulated Tone	25	2	1092512642
1092516374	Triggered	2	 NoSound	50	2	1092516374
1092536894	Triggered	5	 Modulated Tone	25	2	1092536894
1092540707	Triggered	2	 NoSound	50	2	1092540707
1092559286	Triggered	5	 Modulated Tone	25	2	1092559286
1092563028	Triggered	2	 NoSound	50	2	1092563028
1092576673	Triggered	5	 Modulated Tone	25	2	1092576673
1092580475	Triggered	8	 NoSound	50	2	1092580475
1092589500	Triggered	5	 Modulated Tone	25	2	1092589500
1092595647	Triggered	8	 NoSound	50	2	1092595647
1092604071	Triggered	5	 Modulated Tone	25	2	1092604071
1092608146	Triggered	2	 NoSound	50	2	1092608146
1092621580	Triggered	5	 Modulated Tone	25	2	1092621580
1092688091	Triggered	8	 NoSound	50	2	1092688091
1092697715	Triggered	5	 Modulated Tone	25	2	1092697715
1092702326	Triggered	2	 NoSound	50	2	1092702326
1092714093	Triggered	5	 Modulated Tone	25	2	1092714093
1092718098	Triggered	2	 NoSound	50	2	1092718098
