Ver1.2	1208199605	StartFile	2/8/2020	11:00:14 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\020820\SoundData.txt	1208199605
1208539978	Triggered	5	 Modulated Tone	25	2	1208539978
1208543188	Triggered	2	 NoSound	50	2	1208543188
1208552614	Triggered	4	 NoSound	50	2	1208552614
1208556622	Triggered	5	 Modulated Tone	25	2	1208556622
1208559583	Triggered	8	 NoSound	50	2	1208559583
1208579220	Triggered	5	 Modulated Tone	25	2	1208579220
1208583290	Triggered	2	 NoSound	50	2	1208583290
1208590042	Triggered	5	 Modulated Tone	25	2	1208590042
1208593923	Triggered	8	 NoSound	50	2	1208593923
1208612438	Triggered	5	 Modulated Tone	25	2	1208612438
1208616244	Triggered	2	 NoSound	50	2	1208616244
1208625467	Triggered	5	 Modulated Tone	25	2	1208625467
1208628950	Triggered	8	 NoSound	50	2	1208628950
1208648798	Triggered	5	 Modulated Tone	25	2	1208648798
1208653808	Triggered	2	 NoSound	50	2	1208653808
1208658620	Triggered	5	 Modulated Tone	25	2	1208658620
1208670853	Triggered	8	 NoSound	50	2	1208670853
1208688165	Triggered	5	 Modulated Tone	25	2	1208688165
1208692319	Triggered	2	 NoSound	50	2	1208692319
1208699995	Triggered	5	 Modulated Tone	25	2	1208699995
1208703271	Triggered	8	 NoSound	50	2	1208703271
1208722053	Triggered	5	 Modulated Tone	25	2	1208722053
1208725995	Triggered	8	 NoSound	50	2	1208725995
1208745179	Triggered	5	 Modulated Tone	25	2	1208745179
1208749858	Triggered	8	 NoSound	50	2	1208749858
1208767371	Triggered	5	 Modulated Tone	25	2	1208767371
1208788900	Triggered	8	 NoSound	50	2	1208788900
1208795042	Triggered	6	 NoSound	50	2	1208795042
1208800123	Triggered	1	 Modulated Tone	25	2	1208800123
1208803666	Triggered	4	 NoSound	50	2	1208803666
1208810689	Triggered	6	 NoSound	50	2	1208810689
1208818044	Triggered	1	 Modulated Tone	25	2	1208818044
1208820977	Triggered	4	 NoSound	50	2	1208820977
1208841698	Triggered	1	 Modulated Tone	25	2	1208841698
1208845247	Triggered	6	 NoSound	50	2	1208845247
1208851598	Triggered	1	 Modulated Tone	25	2	1208851598
1208854803	Triggered	4	 NoSound	50	2	1208854803
1208876388	Triggered	1	 Modulated Tone	25	2	1208876388
1208880001	Triggered	6	 NoSound	50	2	1208880001
1208887151	Triggered	1	 Modulated Tone	25	2	1208887151
1208890492	Triggered	4	 NoSound	50	2	1208890492
1208910281	Triggered	1	 Modulated Tone	25	2	1208910281
1208914153	Triggered	4	 NoSound	50	2	1208914153
1208934675	Triggered	1	 Modulated Tone	25	2	1208934675
1208939353	Triggered	6	 NoSound	50	2	1208939353
1208945836	Triggered	1	 Modulated Tone	25	2	1208945836
1208949453	Triggered	4	 NoSound	50	2	1208949453
1208968226	Triggered	5	 Modulated Tone	25	2	1208968226
1208992691	Triggered	1	 Modulated Tone	25	2	1208992691
1208995967	Triggered	4	 NoSound	50	2	1208995967
1209015283	Triggered	1	 Modulated Tone	25	2	1209015283
1209018958	Triggered	4	 NoSound	50	2	1209018958
1209037747	Triggered	1	 Modulated Tone	25	2	1209037747
1209041886	Triggered	6	 NoSound	50	2	1209041886
1209049038	Triggered	1	 Modulated Tone	25	2	1209049038
1209054387	Triggered	5	 Modulated Tone	25	2	1209054387
1209058129	Triggered	2	 NoSound	50	2	1209058129
1209075640	Triggered	5	 Modulated Tone	25	2	1209075640
1209080987	Triggered	8	 NoSound	50	2	1209080987
