Ver1.3	1338720167	StartFile	7/14/2020	11:11:03 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\071420\SoundData.txt	1338720167
1339148511	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1339148511
1339148713	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1339148713
1339173171	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1339173171
1339177918	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1339177918
1339178120	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1339178120
1339187142	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1339187142
1339190951	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1339190951
1339191164	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1339191164
1339199507	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1339199507
1339202448	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1339202448
1339202648	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1339202648
1339211671	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1339211671
1339211875	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1339211875
1339214546	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1339214546
1339214747	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1339214748
1339223903	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1339223903
1339224107	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1339224107
1339226916	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1339226916
1339227118	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1339227118
1339236268	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1339236268
1339236472	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1339236472
1339239144	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1339239144
1339239346	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1339239346
1339248099	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1339248099
1339248301	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1339248301
1339250706	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1339250706
1339250907	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1339250907
1339259329	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1339259329
1339259531	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1339259531
1339262069	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1339262069
1339262271	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1339262271
1339270158	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1339270158
1339270362	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1339270362
