Ver1.2	1342482459	StartFile	3/1/2020	3:35:35 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\030120\SoundData.txt	1342482459
1342764173	Triggered	8	 NoSound	50	2	1342764173
1342766715	Triggered	7	 NoSound	50	2	1342766715
1342767984	Triggered	6	 NoSound	50	2	1342767984
1342774132	Triggered	5	 Modulated Tone	25	2	1342774132
1342778476	Triggered	2	 NoSound	50	2	1342778476
1342785428	Triggered	4	 NoSound	50	2	1342785428
1342795922	Triggered	5	 Modulated Tone	25	2	1342795922
1342799464	Triggered	8	 NoSound	50	2	1342799464
1342816179	Triggered	5	 Modulated Tone	25	2	1342816179
1342819449	Triggered	8	 NoSound	50	2	1342819449
1342835893	Triggered	5	 Modulated Tone	25	2	1342835893
1342839245	Triggered	2	 NoSound	50	2	1342839245
1342844582	Triggered	5	 Modulated Tone	25	2	1342844582
1342850998	Triggered	8	 NoSound	50	2	1342850998
1342857486	Triggered	2	 NoSound	50	2	1342857486
1342862500	Triggered	5	 Modulated Tone	25	2	1342862500
1342865102	Triggered	8	 NoSound	50	2	1342865102
1342878937	Triggered	5	 Modulated Tone	25	2	1342878937
1342881879	Triggered	8	 NoSound	50	2	1342881879
1342895721	Triggered	5	 Modulated Tone	25	2	1342895721
1342898529	Triggered	8	 NoSound	50	2	1342898529
1342912097	Triggered	5	 Modulated Tone	25	2	1342912097
1342914904	Triggered	8	 NoSound	50	2	1342914904
1342928669	Triggered	5	 Modulated Tone	25	2	1342928669
1342931278	Triggered	8	 NoSound	50	2	1342931278
1342945110	Triggered	5	 Modulated Tone	25	2	1342945110
1342947656	Triggered	8	 NoSound	50	2	1342947656
1342961353	Triggered	5	 Modulated Tone	25	2	1342961353
1342964159	Triggered	8	 NoSound	50	2	1342964159
1342977194	Triggered	5	 Modulated Tone	25	2	1342977194
1342981005	Triggered	1	 Modulated Tone	25	2	1342981005
1342984013	Triggered	4	 NoSound	50	2	1342984013
1342993441	Triggered	1	 Modulated Tone	25	2	1342993441
1342996922	Triggered	6	 NoSound	50	2	1342996922
1343003001	Triggered	1	 Modulated Tone	25	2	1343003001
1343006136	Triggered	4	 NoSound	50	2	1343006136
1343013489	Triggered	1	 Modulated Tone	25	2	1343013489
1343016701	Triggered	4	 NoSound	50	2	1343016701
1343024651	Triggered	1	 Modulated Tone	25	2	1343024651
1343027394	Triggered	6	 NoSound	50	2	1343027394
1343032876	Triggered	4	 NoSound	50	2	1343032876
1343038420	Triggered	1	 Modulated Tone	25	2	1343038420
1343042698	Triggered	4	 NoSound	50	2	1343042698
1343048918	Triggered	6	 NoSound	50	2	1343048918
1343052597	Triggered	1	 Modulated Tone	25	2	1343052597
1343056803	Triggered	4	 NoSound	50	2	1343056803
1343064161	Triggered	1	 Modulated Tone	25	2	1343064161
1343067964	Triggered	6	 NoSound	50	2	1343067964
1343070972	Triggered	4	 NoSound	50	2	1343070972
1343074581	Triggered	2	 NoSound	50	2	1343074581
1343080129	Triggered	1	 Modulated Tone	25	2	1343080129
1343083872	Triggered	4	 NoSound	50	2	1343083872
1343090626	Triggered	1	 Modulated Tone	25	2	1343090626
1343093364	Triggered	4	 NoSound	50	2	1343093364
1343099514	Triggered	1	 Modulated Tone	25	2	1343099514
1343103327	Triggered	4	 NoSound	50	2	1343103327
1343110475	Triggered	1	 Modulated Tone	25	2	1343110475
1343114753	Triggered	4	 NoSound	50	2	1343114753
