Ver1.3	118882345	StartFile	12/2/2020	11:44:39 AM	E:\BehavioralExperiments\Twenty\Horizon\RawData\120220\SoundData.txt	118882345
119210131	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	119210131
119210332	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	119210332
119227820	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	119227820
119235038	Triggered	4,42,43,44,45,46,	 NoSound	40	2	119235038
119235239	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	119235239
119251825	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	119251825
119256337	Triggered	4,42,43,44,45,46,	 NoSound	40	2	119256337
119256538	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	119256538
119265665	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	119265665
119270116	Triggered	4,42,43,44,45,46,	 NoSound	40	2	119270116
119270318	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	119270318
119278907	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	119278907
119279109	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	119279109
119283058	Triggered	6,47,48,49,50,51,	 NoSound	40	2	119283058
119283258	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	119283258
119299957	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	119299957
119300158	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	119300158
119313435	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	119313435
119317526	Triggered	2,37,38,39,40,41,	 NoSound	40	2	119317526
119326009	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	119326009
119339967	Triggered	2,37,38,39,40,41,	 NoSound	40	2	119339967
119354712	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	119354712
119375405	Triggered	2,37,38,39,40,41,	 NoSound	40	2	119375405
119390867	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	119390867
119391072	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	119391072
119395140	Triggered	8,52,53,54,55,56,	 NoSound	40	2	119395140
119395342	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	119395342
119404586	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	119404586
119404788	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	119404788
119408316	Triggered	8,52,53,54,55,56,	 NoSound	40	2	119408316
119408517	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	119408517
119416258	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	119416258
119416459	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	119416459
119420228	Triggered	8,52,53,54,55,56,	 NoSound	40	2	119420228
119420430	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	119420430
119428472	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	119428472
119428674	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	119428674
119432263	Triggered	8,52,53,54,55,56,	 NoSound	40	2	119432263
119432474	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	119432474
119441888	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	119441888
119442091	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	119442091
119445919	Triggered	8,52,53,54,55,56,	 NoSound	40	2	119445919
119446132	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	119446132
119453500	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	119453500
119453702	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	119453702
119457411	Triggered	2,37,38,39,40,41,	 NoSound	40	2	119457411
119484907	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	119484907
119485108	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	119485108
119497361	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	119497361
119500671	Triggered	6,47,48,49,50,51,	 NoSound	40	2	119500671
119500873	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	119500873
119514329	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	119514329
119517157	Triggered	6,47,48,49,50,51,	 NoSound	40	2	119517157
