Ver1.2	61090902	StartFile	5/11/2020	10:09:12 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\051120\SoundData.txt	61090902
61452828	Triggered	6	 NoSound	25	2	61452828
61460382	Triggered	7	 Noisy Tone	25	2	61460382
61464927	Triggered	8	 NoSound	25	2	61464927
61471077	Triggered	1	 Modulated Tone	25	2	61471077
61476090	Triggered	6	 NoSound	25	2	61476090
61485383	Triggered	1	 Modulated Tone	25	2	61485383
61489329	Triggered	6	 NoSound	25	2	61489329
61500219	Triggered	1	 Modulated Tone	25	2	61500219
61504363	Triggered	6	 NoSound	25	2	61504363
61511716	Triggered	1	 Modulated Tone	25	2	61511716
61516327	Triggered	6	 NoSound	25	2	61516327
61525217	Triggered	1	 Modulated Tone	25	2	61525217
61528695	Triggered	6	 NoSound	25	2	61528695
61538186	Triggered	1	 Modulated Tone	25	2	61538186
61541794	Triggered	6	 NoSound	25	2	61541794
61550818	Triggered	1	 Modulated Tone	25	2	61550818
61554566	Triggered	6	 NoSound	25	2	61554566
61563054	Triggered	1	 Modulated Tone	25	2	61563054
61566594	Triggered	6	 NoSound	25	2	61566594
61574211	Triggered	1	 Modulated Tone	25	2	61574211
61578690	Triggered	5	 PureTone-5kHz	25	2	61578690
61583705	Triggered	2	 NoSound	25	2	61583705
61596871	Triggered	5	 PureTone-5kHz	25	2	61596871
61601417	Triggered	2	 NoSound	25	2	61601417
61608701	Triggered	3	 Noisy Tone	25	2	61608701
61611442	Triggered	4	 NoSound	25	2	61611442
61617062	Triggered	5	 PureTone-5kHz	25	2	61617062
61620934	Triggered	2	 NoSound	25	2	61620934
61634770	Triggered	8	 NoSound	25	2	61634770
61643525	Triggered	5	 PureTone-5kHz	25	2	61643525
61647737	Triggered	1	 Modulated Tone	25	2	61647737
61652148	Triggered	6	 NoSound	25	2	61652148
61659300	Triggered	1	 Modulated Tone	25	2	61659300
61662909	Triggered	6	 NoSound	25	2	61662909
61671734	Triggered	7	 Noisy Tone	25	2	61671734
61674874	Triggered	8	 NoSound	25	2	61674874
61679222	Triggered	1	 Modulated Tone	25	2	61679222
61682763	Triggered	6	 NoSound	25	2	61682763
61690048	Triggered	1	 Modulated Tone	25	2	61690048
61694058	Triggered	4	 NoSound	25	2	61694058
61707426	Triggered	1	 Modulated Tone	25	2	61707426
61711101	Triggered	6	 NoSound	25	2	61711101
61718722	Triggered	1	 Modulated Tone	25	2	61718722
61721461	Triggered	6	 NoSound	25	2	61721461
61727144	Triggered	7	 Noisy Tone	25	2	61727144
61730886	Triggered	6	 NoSound	25	2	61730886
61735166	Triggered	1	 Modulated Tone	25	2	61735166
61738239	Triggered	4	 NoSound	25	2	61738239
61749468	Triggered	1	 Modulated Tone	25	2	61749468
61752677	Triggered	4	 NoSound	25	2	61752677
61764908	Triggered	1	 Modulated Tone	25	2	61764908
61767916	Triggered	4	 NoSound	25	2	61767916
61781017	Triggered	1	 Modulated Tone	25	2	61781017
61785496	Triggered	5	 PureTone-5kHz	25	2	61785496
61790309	Triggered	2	 NoSound	25	2	61790309
61805280	Triggered	5	 PureTone-5kHz	25	2	61805280
61808755	Triggered	2	 NoSound	25	2	61808755
61824063	Triggered	5	 PureTone-5kHz	25	2	61824063
61827271	Triggered	2	 NoSound	25	2	61827271
61841843	Triggered	5	 PureTone-5kHz	25	2	61841843
61844783	Triggered	2	 NoSound	25	2	61844783
61860358	Triggered	5	 PureTone-5kHz	25	2	61860358
61863967	Triggered	1	 Modulated Tone	25	2	61863967
61867041	Triggered	6	 NoSound	25	2	61867041
61873994	Triggered	1	 Modulated Tone	25	2	61873994
61877739	Triggered	6	 NoSound	25	2	61877739
61883889	Triggered	1	 Modulated Tone	25	2	61883889
61887026	Triggered	6	 NoSound	25	2	61887026
61895984	Triggered	1	 Modulated Tone	25	2	61895984
61900462	Triggered	6	 NoSound	25	2	61900462
61904605	Triggered	7	 Noisy Tone	25	2	61904605
61908822	Triggered	1	 Modulated Tone	25	2	61908822
61912025	Triggered	4	 NoSound	25	2	61912025
61923120	Triggered	1	 Modulated Tone	25	2	61923120
61926329	Triggered	4	 NoSound	25	2	61926329
61937091	Triggered	1	 Modulated Tone	25	2	61937091
61939897	Triggered	4	 NoSound	25	2	61939897
