Ver1.2	38249062	StartFile	2/15/2020	1:18:21 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\021520\SoundData.txt	38249062
38612922	Triggered	8	 NoSound	50	2	38612922
38621944	Triggered	6	 NoSound	50	2	38621944
38628829	Triggered	5	 Modulated Tone	25	2	38628829
38636709	Triggered	8	 NoSound	50	2	38636709
38646540	Triggered	5	 Modulated Tone	25	2	38646540
38674083	Triggered	8	 NoSound	50	2	38674083
38688645	Triggered	5	 Modulated Tone	25	2	38688645
38693057	Triggered	2	 NoSound	50	2	38693057
38708029	Triggered	3	 NoSound	50	2	38708029
38710774	Triggered	4	 NoSound	50	2	38710774
38723203	Triggered	5	 Modulated Tone	25	2	38723203
38729688	Triggered	2	 NoSound	50	2	38729688
38748266	Triggered	5	 Modulated Tone	25	2	38748266
38752478	Triggered	8	 NoSound	50	2	38752478
38756219	Triggered	7	 NoSound	50	2	38756219
38757958	Triggered	6	 NoSound	50	2	38757958
38762773	Triggered	5	 Modulated Tone	25	2	38762773
38767590	Triggered	2	 NoSound	50	2	38767590
38778079	Triggered	5	 Modulated Tone	25	2	38778079
38810027	Triggered	8	 NoSound	50	2	38810027
38816786	Triggered	5	 Modulated Tone	25	2	38816786
38822729	Triggered	2	 NoSound	50	2	38822729
38832957	Triggered	5	 Modulated Tone	25	2	38832957
38837433	Triggered	2	 NoSound	50	2	38837433
38847929	Triggered	5	 Modulated Tone	25	2	38847929
38852338	Triggered	8	 NoSound	50	2	38852338
38859091	Triggered	6	 NoSound	50	2	38859091
38863370	Triggered	5	 Modulated Tone	25	2	38863370
38867651	Triggered	2	 NoSound	50	2	38867651
38877937	Triggered	5	 Modulated Tone	25	2	38877937
38882759	Triggered	8	 NoSound	50	2	38882759
38887635	Triggered	5	 Modulated Tone	25	2	38887635
38891379	Triggered	2	 NoSound	50	2	38891379
38897592	Triggered	1	 Modulated Tone	25	2	38897592
38904140	Triggered	6	 NoSound	50	2	38904140
38918986	Triggered	1	 Modulated Tone	25	2	38918986
38924327	Triggered	4	 NoSound	50	2	38924327
38931949	Triggered	2	 NoSound	50	2	38931949
38935626	Triggered	1	 Modulated Tone	25	2	38935626
38939364	Triggered	4	 NoSound	50	2	38939364
38944852	Triggered	1	 Modulated Tone	25	2	38944852
38951063	Triggered	5	 Modulated Tone	25	2	38951063
38955740	Triggered	4	 NoSound	50	2	38955740
38959756	Triggered	3	 NoSound	50	2	38959756
38961624	Triggered	2	 NoSound	50	2	38961624
38969576	Triggered	1	 Modulated Tone	25	2	38969576
38973055	Triggered	6	 NoSound	50	2	38973055
38984690	Triggered	1	 Modulated Tone	25	2	38984690
38989763	Triggered	6	 NoSound	50	2	38989763
38999722	Triggered	1	 Modulated Tone	25	2	38999722
39004007	Triggered	6	 NoSound	50	2	39004007
39014292	Triggered	1	 Modulated Tone	25	2	39014292
39018175	Triggered	6	 NoSound	50	2	39018175
39027595	Triggered	1	 Modulated Tone	25	2	39027595
39036485	Triggered	6	 NoSound	50	2	39036485
39045575	Triggered	1	 Modulated Tone	25	2	39045575
39050061	Triggered	6	 NoSound	50	2	39050061
39059345	Triggered	1	 Modulated Tone	25	2	39059345
39064232	Triggered	6	 NoSound	50	2	39064232
39073982	Triggered	1	 Modulated Tone	25	2	39073982
39109545	Triggered	6	 NoSound	50	2	39109545
39119169	Triggered	1	 Modulated Tone	25	2	39119169
39124449	Triggered	6	 NoSound	50	2	39124449
39130529	Triggered	5	 Modulated Tone	25	2	39130529
39133872	Triggered	2	 NoSound	50	2	39133872
39145570	Triggered	6	 NoSound	50	2	39145570
39150382	Triggered	5	 Modulated Tone	25	2	39150382
39153797	Triggered	2	 NoSound	50	2	39153797
39157867	Triggered	6	 NoSound	50	2	39157867
39163149	Triggered	5	 Modulated Tone	25	2	39163149
39166693	Triggered	8	 NoSound	50	2	39166693
39178323	Triggered	6	 NoSound	50	2	39178323
39182598	Triggered	5	 Modulated Tone	25	2	39182598
39185807	Triggered	8	 NoSound	50	2	39185807
39196702	Triggered	5	 Modulated Tone	25	2	39196702
39200447	Triggered	8	 NoSound	50	2	39200447
39211948	Triggered	5	 Modulated Tone	25	2	39211948
39216756	Triggered	2	 NoSound	50	2	39216756
39222771	Triggered	5	 Modulated Tone	25	2	39222771
39228653	Triggered	8	 NoSound	50	2	39228653
39239548	Triggered	1	 Modulated Tone	25	2	39239548
