Ver1.3	1638302345	StartFile	8/13/2020	11:09:21 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\081320A\SoundData.txt	1638302345
1639090913	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1639090913
1639101005	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639101005
1639101206	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1639101206
1639114975	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1639114975
1639115177	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1639115177
1639127206	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1639127206
1639127408	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1639127408
1639130623	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1639130623
1639130824	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1639130824
1639140709	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1639140709
1639140909	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1639140909
1639155681	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639155681
1639159091	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1639159091
1639159291	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1639159291
1639167846	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639167846
1639168050	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1639168050
1639170519	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1639170519
1639170720	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1639170720
1639178539	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639178539
1639178743	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1639178743
1639181080	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1639181080
1639181282	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1639181282
1639189102	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639189102
1639189303	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1639189303
1639191842	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1639191842
1639192055	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1639192055
1639200999	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639200999
1639201201	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1639201201
1639203939	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1639203939
1639204140	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1639204140
1639212228	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639212228
1639212431	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1639212431
1639215637	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1639215637
1639215838	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1639215838
1639222655	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639222655
1639222856	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1639222856
1639225932	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1639225932
1639257679	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639257679
1639257880	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1639257880
1639272387	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1639272387
1639275461	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1639275461
1639275674	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1639275674
1639286757	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1639286757
1639286959	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1639286959
1639290233	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1639290233
1639290434	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1639290434
1639309749	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1639309749
1639309950	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1639309950
1639321579	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639321579
1639324322	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1639324322
1639324523	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1639324523
1639333278	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639333278
1639333483	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1639333483
1639335950	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1639335950
1639336152	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1639336152
1639345175	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639345175
1639345378	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1639345378
1639347782	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1639347782
1639347983	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1639347983
1639357415	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639357415
1639357618	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1639357618
1639360214	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1639360214
1639360415	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1639360415
1639370307	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639370307
1639370509	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1639370509
1639372780	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1639372780
1639372982	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1639372982
1639382072	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639382072
1639382275	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1639382275
1639385213	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1639385213
1639385414	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1639385414
1639396315	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639396315
1639396517	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1639396517
1639399858	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1639399858
1639400058	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1639400058
1639408607	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639408607
1639408819	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1639408819
1639480197	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1639480197
1639489619	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1639489619
1639489821	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1639489821
1639504993	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1639504993
1639505194	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1639505194
1639508936	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1639508936
1639509137	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1639509137
1639522643	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1639522643
1639522844	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1639522844
1639535472	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639535472
1639537811	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1639537811
1639538012	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1639538012
1639549443	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639549443
1639549646	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1639549646
1639552718	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1639552718
1639552919	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1639552919
1639566218	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639566218
1639566419	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1639566419
1639568959	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1639568959
1639569160	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1639569160
1639580724	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639580724
1639580927	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1639580927
1639583605	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1639583605
1639583807	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1639583807
1639597901	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639597901
1639598103	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1639598103
1639601177	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1639601177
1639601393	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1639601393
1639612272	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639612272
1639612474	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1639612474
1639615287	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1639615287
1639615488	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1639615488
1639631186	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639631186
1639631388	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1639631388
1639634863	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1639634863
1639635064	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1639635064
1639647442	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639647442
1639647643	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1639647643
1639657857	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1639657857
1639661800	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1639661800
1639662001	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1639662001
1639670890	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1639670890
1639671092	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1639671092
1639674233	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1639674233
1639674435	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1639674435
1639694218	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1639694218
1639694420	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1639694420
1639708256	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639708256
1639711799	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1639711799
1639711999	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1639711999
1639722159	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639722159
1639722362	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1639722362
1639725434	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1639725434
1639725648	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1639725648
1639735866	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639735866
1639736069	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1639736069
1639738667	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1639738667
1639738869	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1639738869
1639748625	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639748626
1639748827	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1639748827
1639751767	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1639751767
1639751968	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1639751968
1639761393	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639761393
1639761598	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1639761598
1639764602	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1639764602
1639764803	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1639764803
1639773766	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639773766
1639773968	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1639773968
1639777033	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1639777033
1639777234	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1639777234
1639787728	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639787728
1639787930	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1639787930
1639791271	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1639791271
1639791472	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1639791472
1639801230	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639801230
1639801431	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1639801431
1639815939	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1639815939
1639819745	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1639819745
1639819945	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1639819945
1639828167	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1639828167
1639828369	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1639828369
1639831850	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1639831850
1639832050	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1639832050
1639841602	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1639841602
1639841804	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1639841804
1639857376	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1639857376
1639857581	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1639857581
1639867610	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639867610
1639867813	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1639867813
1639870678	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1639870678
1639870879	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1639870879
1639882375	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639882375
1639882579	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1639882579
1639885718	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1639885718
1639885918	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1639885918
1639895482	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639895482
1639895685	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1639895685
1639898417	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1639898417
1639898618	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1639898618
1639908242	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1639908242
1639908443	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1639908443
1639911183	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1639911183
