Saturday, January 4, 2020	7:37:17 PM	Game1.txt	1112327246
cued	now	1112399077
2	BlinkStart	1112399157
2	BlinkEnd	1112404377
0	NoFeed	1112404457
6	BlinkStart	1112404687
6	BlinkEnd	1112558737
6	ManualFeed	1112558817
4	BlinkStart	1112559047
4	BlinkEnd	1112639731
4	Feed	1112639812
6	BlinkStart	1112640042
6	BlinkEnd	1112641405
6	Feed	1112641485
2	BlinkStart	1112641715
2	BlinkEnd	1112641986
2	Feed	1112642066
4	BlinkStart	1112642297
4	BlinkEnd	1112654040
4	Feed	1112654120
6	BlinkStart	1112654350
6	BlinkEnd	1112683115
6	Feed	1112683195
8	BlinkStart	1112683425
8	BlinkEnd	1112702895
8	Feed	1112702975
2	BlinkStart	1112703205
2	BlinkEnd	1112769416
2	Feed	1112769496
8	BlinkStart	1112769726
8	BlinkEnd	1112786313
8	Feed	1112786393
4	BlinkStart	1112786623
4	BlinkEnd	1112810309
4	Feed	1112810389
6	BlinkStart	1112810620
6	BlinkEnd	1112819867
6	Feed	1112819947
8	BlinkStart	1112820177
8	BlinkEnd	1112915990
8	Feed	1112916070
6	BlinkStart	1112916301
6	BlinkEnd	1112945672
6	Feed	1112945752
2	BlinkStart	1112945982
2	BlinkEnd	1112976679
2	Feed	1112976760
6	BlinkStart	1112976991
6	BlinkEnd	1113005621
6	Feed	1113005701
4	BlinkStart	1113005931
4	BlinkEnd	1113007628
4	Feed	1113007708
8	BlinkStart	1113007939
8	BlinkEnd	1113624366
8	Feed	1113624446
4	BlinkStart	1113624678
4	BlinkEnd	1113662602
4	Feed	1113662682
8	BlinkStart	1113662912
8	BlinkEnd	1113723622
8	Feed	1113723702
6	BlinkStart	1113723932
6	BlinkEnd	1113784521
6	Feed	1113784601
8	BlinkStart	1113784831
8	BlinkEnd	1113910978
8	Feed	1113911058
2	BlinkStart	1113911289
2	BlinkEnd	1113942399
2	Feed	1113942479
4	BlinkStart	1113942709
4	BlinkEnd	1113961719
4	Feed	1113961799
8	BlinkStart	1113962029
8	BlinkEnd	1113988588
8	Feed	1113988668
4	BlinkStart	1113988898
4	BlinkEnd	1114024008
4	Feed	1114024088
6	BlinkStart	1114024318
6	BlinkEnd	1114029158
6	Feed	1114029238
4	BlinkStart	1114029468
4	BlinkEnd	1114032568
4	Feed	1114032648
6	BlinkStart	1114032878
6	BlinkEnd	1114039715
6	Feed	1114039795
8	BlinkStart	1114040026
8	BlinkEnd	1114128746
8	Feed	1114128826
6	BlinkStart	1114129056
6	BlinkEnd	1114189505
6	Feed	1114189585
8	BlinkStart	1114189815
8	BlinkEnd	1114296991
8	Feed	1114297071
6	BlinkStart	1114297302
6	BlinkEnd	1114330344
6	Feed	1114330424
2	BlinkStart	1114330654
2	BlinkEnd	1114356878
2	Feed	1114356958
4	BlinkStart	1114357188
4	BlinkEnd	1114459216
4	Feed	1114459296
8	BlinkStart	1114459526
8	BlinkEnd	1114467434
8	Feed	1114467514
2	BlinkStart	1114467744
1	KBWrong1	1114610361
4	KBWrong4	1114612240
2	BlinkEnd	1115216349
0	StopTraining	1115216429
