Ver1.2	1671094369	StartFile	3/5/2020	10:52:27 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\030520\SoundData.txt	1671094369
1671369066	Triggered	5	 Modulated Tone	25	2	1671369066
1671373077	Triggered	8	 NoSound	50	2	1671373077
1671379093	Triggered	5	 Modulated Tone	25	2	1671379093
1671386042	Triggered	1	 Modulated Tone	25	2	1671386042
1671391191	Triggered	8	 NoSound	50	2	1671391191
1671395200	Triggered	7	 NoSound	50	2	1671395200
1671396338	Triggered	6	 NoSound	50	2	1671396338
1671400949	Triggered	5	 Modulated Tone	25	2	1671400949
1671406029	Triggered	8	 NoSound	50	2	1671406029
1671411042	Triggered	5	 Modulated Tone	25	2	1671411042
1671414919	Triggered	2	 NoSound	50	2	1671414919
1671424878	Triggered	5	 Modulated Tone	25	2	1671424878
1671428019	Triggered	2	 NoSound	50	2	1671428019
1671435038	Triggered	5	 Modulated Tone	25	2	1671435038
1671438716	Triggered	2	 NoSound	50	2	1671438716
1671444596	Triggered	5	 Modulated Tone	25	2	1671444596
1671448205	Triggered	2	 NoSound	50	2	1671448205
1671454488	Triggered	5	 Modulated Tone	25	2	1671454488
1671457367	Triggered	2	 NoSound	50	2	1671457367
1671463378	Triggered	4	 NoSound	50	2	1671463378
1671467595	Triggered	5	 Modulated Tone	25	2	1671467595
1671470598	Triggered	2	 NoSound	50	2	1671470598
1671479755	Triggered	5	 Modulated Tone	25	2	1671479755
1671482628	Triggered	2	 NoSound	50	2	1671482628
1671489914	Triggered	5	 Modulated Tone	25	2	1671489914
1671493189	Triggered	2	 NoSound	50	2	1671493189
1671499004	Triggered	5	 Modulated Tone	25	2	1671499004
1671501878	Triggered	2	 NoSound	50	2	1671501878
1671508296	Triggered	5	 Modulated Tone	25	2	1671508296
1671512440	Triggered	1	 Modulated Tone	25	2	1671512440
1671515447	Triggered	6	 NoSound	50	2	1671515447
1671523602	Triggered	1	 Modulated Tone	25	2	1671523602
1671526410	Triggered	6	 NoSound	50	2	1671526410
1671532758	Triggered	1	 Modulated Tone	25	2	1671532758
1671535767	Triggered	6	 NoSound	50	2	1671535767
1671544123	Triggered	1	 Modulated Tone	25	2	1671544123
1671547331	Triggered	6	 NoSound	50	2	1671547331
1671554887	Triggered	1	 Modulated Tone	25	2	1671554887
1671558560	Triggered	6	 NoSound	50	2	1671558560
1671568252	Triggered	1	 Modulated Tone	25	2	1671568252
1671570792	Triggered	6	 NoSound	50	2	1671570792
1671577543	Triggered	1	 Modulated Tone	25	2	1671577543
1671580550	Triggered	4	 NoSound	50	2	1671580550
1671595122	Triggered	1	 Modulated Tone	25	2	1671595122
1671598130	Triggered	4	 NoSound	50	2	1671598130
1671610161	Triggered	1	 Modulated Tone	25	2	1671610161
1671613236	Triggered	4	 NoSound	50	2	1671613236
1671626001	Triggered	1	 Modulated Tone	25	2	1671626001
1671629945	Triggered	4	 NoSound	50	2	1671629945
1671644651	Triggered	1	 Modulated Tone	25	2	1671644651
1671647659	Triggered	4	 NoSound	50	2	1671647659
1671661561	Triggered	1	 Modulated Tone	25	2	1671661561
1671664970	Triggered	4	 NoSound	50	2	1671664970
1671678605	Triggered	1	 Modulated Tone	25	2	1671678605
1671681346	Triggered	4	 NoSound	50	2	1671681346
1671686025	Triggered	2	 NoSound	50	2	1671686025
1671690507	Triggered	5	 Modulated Tone	25	2	1671690507
1671693111	Triggered	8	 NoSound	50	2	1671693111
1671708749	Triggered	5	 Modulated Tone	25	2	1671708749
1671711358	Triggered	8	 NoSound	50	2	1671711358
1671725865	Triggered	5	 Modulated Tone	25	2	1671725865
1671728335	Triggered	8	 NoSound	50	2	1671728335
1671743976	Triggered	5	 Modulated Tone	25	2	1671743976
1671746449	Triggered	8	 NoSound	50	2	1671746449
1671761021	Triggered	5	 Modulated Tone	25	2	1671761021
1671763295	Triggered	8	 NoSound	50	2	1671763295
1671777865	Triggered	5	 Modulated Tone	25	2	1671777865
1671780339	Triggered	8	 NoSound	50	2	1671780339
1671794977	Triggered	5	 Modulated Tone	25	2	1671794977
1671797450	Triggered	8	 NoSound	50	2	1671797450
1671800590	Triggered	6	 NoSound	50	2	1671800590
1671804802	Triggered	2	 NoSound	50	2	1671804802
1671812092	Triggered	5	 Modulated Tone	25	2	1671812092
1671814895	Triggered	2	 NoSound	50	2	1671814895
1671823717	Triggered	5	 Modulated Tone	25	2	1671823717
1671827132	Triggered	2	 NoSound	50	2	1671827132
1671833879	Triggered	5	 Modulated Tone	25	2	1671833879
1671836952	Triggered	8	 NoSound	50	2	1671836952
1671852859	Triggered	5	 Modulated Tone	25	2	1671852859
1671855269	Triggered	8	 NoSound	50	2	1671855269
1671869102	Triggered	5	 Modulated Tone	25	2	1671869102
1671871843	Triggered	8	 NoSound	50	2	1671871843
1671888619	Triggered	5	 Modulated Tone	25	2	1671888619
1671891026	Triggered	6	 NoSound	50	2	1671891026
1671895573	Triggered	1	 Modulated Tone	25	2	1671895573
1671898512	Triggered	6	 NoSound	50	2	1671898512
1671905865	Triggered	1	 Modulated Tone	25	2	1671905865
1671908944	Triggered	6	 NoSound	50	2	1671908944
1671915090	Triggered	1	 Modulated Tone	25	2	1671915090
1671918566	Triggered	6	 NoSound	50	2	1671918566
1671924982	Triggered	1	 Modulated Tone	25	2	1671924982
1671928524	Triggered	4	 NoSound	50	2	1671928524
1671943966	Triggered	1	 Modulated Tone	25	2	1671943966
1671946642	Triggered	4	 NoSound	50	2	1671946642
1671959811	Triggered	1	 Modulated Tone	25	2	1671959811
1671962615	Triggered	4	 NoSound	50	2	1671962615
1671975246	Triggered	1	 Modulated Tone	25	2	1671975246
1671977919	Triggered	4	 NoSound	50	2	1671977919
1671992226	Triggered	1	 Modulated Tone	25	2	1671992226
1671995231	Triggered	4	 NoSound	50	2	1671995231
1672009669	Triggered	1	 Modulated Tone	25	2	1672009669
1672012344	Triggered	4	 NoSound	50	2	1672012344
1672025779	Triggered	1	 Modulated Tone	25	2	1672025779
1672028517	Triggered	4	 NoSound	50	2	1672028517
1672043760	Triggered	1	 Modulated Tone	25	2	1672043760
1672046702	Triggered	4	 NoSound	50	2	1672046702
1672060735	Triggered	1	 Modulated Tone	25	2	1672060735
1672063542	Triggered	4	 NoSound	50	2	1672063542
1672077647	Triggered	1	 Modulated Tone	25	2	1672077647
1672081857	Triggered	5	 Modulated Tone	25	2	1672081857
1672084464	Triggered	8	 NoSound	50	2	1672084464
1672098969	Triggered	5	 Modulated Tone	25	2	1672098969
1672101841	Triggered	8	 NoSound	50	2	1672101841
1672119158	Triggered	5	 Modulated Tone	25	2	1672119158
1672121827	Triggered	8	 NoSound	50	2	1672121827
1672137134	Triggered	5	 Modulated Tone	25	2	1672137134
1672139879	Triggered	2	 NoSound	50	2	1672139879
1672148096	Triggered	5	 Modulated Tone	25	2	1672148096
1672151505	Triggered	8	 NoSound	50	2	1672151505
1672168892	Triggered	5	 Modulated Tone	25	2	1672168892
1672171491	Triggered	8	 NoSound	50	2	1672171491
