Wednesday, February 5, 2020	11:42:59 AM	Game1.txt	951565173
cued	now	951574621
7	BlinkStart	951574701
7	BlinkEnd	951792116
0	NoFeedLowProb	951792196
1	BlinkStart	951792426
1	BlinkEnd	951804395
1	NoFeedLowProb	951804475
6	BlinkStart	951804705
6	BlinkEnd	951808604
6	Feed	951808684
1	BlinkStart	951808914
1	BlinkEnd	951828262
1	NoFeedLowProb	951828342
4	BlinkStart	951828573
4	BlinkEnd	951832471
4	Feed	951832551
1	BlinkStart	951832781
1	BlinkEnd	951840557
1	NoFeedLowProb	951840637
6	BlinkStart	951840867
6	BlinkEnd	951844170
6	Feed	951844251
1	BlinkStart	951844481
1	BlinkEnd	951864222
1	NoFeedLowProb	951864303
4	BlinkStart	951864533
4	BlinkEnd	951868567
4	Feed	951868647
1	BlinkStart	951868877
1	BlinkEnd	951875581
1	NoFeedLowProb	951875661
6	BlinkStart	951875892
6	BlinkEnd	951879195
6	Feed	951879276
1	BlinkStart	951879506
1	BlinkEnd	951898773
1	NoFeedLowProb	951898853
4	BlinkStart	951899083
4	BlinkEnd	951903585
4	Feed	951903665
1	BlinkStart	951903896
1	BlinkEnd	951911271
1	NoFeedLowProb	951911351
64	BlinkStart	951911582
64	BlinkEnd	951936337
4	Feed	951936417
1	BlinkStart	951936648
1	BlinkEnd	951948767
1	NoFeedLowProb	951948847
64	BlinkStart	951949077
64	BlinkEnd	951952515
6	Feed	951952595
1	BlinkStart	951952825
1	BlinkEnd	951971026
1	NoFeedLowProb	951971106
64	BlinkStart	951971336
64	BlinkEnd	951975438
4	Feed	951975518
1	BlinkStart	951975748
1	BlinkEnd	951988538
1	NoFeedLowProb	951988618
64	BlinkStart	951988848
64	BlinkEnd	951992487
6	Feed	951992567
1	BlinkStart	951992797
1	BlinkEnd	952013611
1	NoFeedLowProb	952013691
64	BlinkStart	952013921
64	BlinkEnd	952017818
4	Feed	952017898
1	BlinkStart	952018128
1	BlinkEnd	952026370
1	NoFeedLowProb	952026450
64	BlinkStart	952026681
64	BlinkEnd	952031050
6	Feed	952031131
1	BlinkStart	952031362
1	BlinkEnd	952052445
1	NoFeedLowProb	952052526
5	BlinkStart	952052756
5	BlinkEnd	952058257
5	NoFeedLowProb	952058338
2	BlinkStart	952058568
2	BlinkEnd	952062266
2	Feed	952062346
5	BlinkStart	952062576
5	BlinkEnd	952084260
5	NoFeedLowProb	952084340
8	BlinkStart	952084570
8	BlinkEnd	952088400
8	Feed	952088480
5	BlinkStart	952088710
5	BlinkEnd	952099635
5	NoFeedLowProb	952099715
2	BlinkStart	952099945
2	BlinkEnd	952103578
2	Feed	952103658
5	BlinkStart	952103888
5	BlinkEnd	952123030
5	NoFeedLowProb	952123110
8	BlinkStart	952123340
8	BlinkEnd	952128780
8	Feed	952128860
5	BlinkStart	952129091
5	BlinkEnd	952170415
5	NoFeedLowProb	952170495
2	BlinkStart	952170725
2	BlinkEnd	952174167
2	Feed	952174248
5	BlinkStart	952174479
5	BlinkEnd	952190468
5	NoFeedLowProb	952190548
8	BlinkStart	952190778
8	BlinkEnd	952195478
8	Feed	952195558
5	BlinkStart	952195789
5	BlinkEnd	952202967
5	NoFeedLowProb	952203048
28	BlinkStart	952203278
28	BlinkEnd	952207845
2	Feed	952207925
5	BlinkStart	952208155
5	BlinkEnd	952225095
5	NoFeedLowProb	952225175
28	BlinkStart	952225405
28	BlinkEnd	952229566
8	Feed	952229646
5	BlinkStart	952229876
5	BlinkEnd	952252635
5	NoFeedLowProb	952252715
28	BlinkStart	952252945
28	BlinkEnd	952257576
2	Feed	952257657
5	BlinkStart	952257888
5	BlinkEnd	952277365
5	NoFeedLowProb	952277445
28	BlinkStart	952277675
28	BlinkEnd	952282377
8	Feed	952282458
5	BlinkStart	952282689
5	BlinkEnd	952290527
5	NoFeedLowProb	952290607
28	BlinkStart	952290839
28	BlinkEnd	952294939
2	Feed	952295020
5	BlinkStart	952295250
5	BlinkEnd	952317400
5	NoFeedLowProb	952317481
28	BlinkStart	952317712
28	BlinkEnd	952323546
8	Feed	952323627
5	BlinkStart	952323857
5	BlinkEnd	952342394
5	NoFeedLowProb	952342474
1	BlinkStart	952342704
1	BlinkEnd	952355228
1	NoFeedLowProb	952355308
6	BlinkStart	952355538
6	BlinkEnd	952358978
6	Feed	952359058
1	BlinkStart	952359289
1	BlinkEnd	952370072
1	NoFeedLowProb	952370152
4	BlinkStart	952370384
4	BlinkEnd	952420465
4	Feed	952420545
1	BlinkStart	952420775
1	BlinkEnd	952458361
1	NoFeedLowProb	952458441
6	BlinkStart	952458671
6	BlinkEnd	952462373
6	Feed	952462453
1	BlinkStart	952462683
1	BlinkEnd	952470462
1	NoFeedLowProb	952470543
4	BlinkStart	952470773
4	BlinkEnd	952474748
4	Feed	952474829
1	BlinkStart	952475060
1	BlinkEnd	952538374
1	NoFeedLowProb	952538455
6	BlinkStart	952538685
6	BlinkEnd	952543258
6	Feed	952543339
1	BlinkStart	952543570
1	BlinkEnd	952553550
1	NoFeedLowProb	952553630
4	BlinkStart	952553861
4	BlinkEnd	952560167
4	Feed	952560247
1	BlinkStart	952560478
1	BlinkEnd	952602210
1	NoFeedLowProb	952602290
64	BlinkStart	952602520
64	BlinkEnd	952696852
4	Feed	952696932
1	BlinkStart	952697162
1	BlinkEnd	952723729
1	NoFeedLowProb	952723809
64	BlinkStart	952724041
64	BlinkEnd	952729277
6	Feed	952729357
1	BlinkStart	952729587
1	BlinkEnd	952737094
1	NoFeedLowProb	952737174
64	BlinkStart	952737405
64	BlinkEnd	952741706
4	Feed	952741786
1	BlinkStart	952742017
1	BlinkEnd	952769916
1	NoFeedLowProb	952769996
64	BlinkStart	952770227
64	BlinkEnd	952775863
6	Feed	952775943
1	BlinkStart	952776173
1	BlinkEnd	952783879
1	NoFeedLowProb	952783959
64	BlinkStart	952784189
64	BlinkEnd	952789425
4	Feed	952789505
1	BlinkStart	952789736
1	BlinkEnd	952816772
1	NoFeedLowProb	952816852
64	BlinkStart	952817082
64	BlinkEnd	952827727
4	Feed	952827807
1	BlinkStart	952828038
1	BlinkEnd	952853060
1	NoFeedLowProb	952853140
5	BlinkStart	952853371
5	BlinkEnd	952965025
5	NoFeedLowProb	952965105
8	BlinkStart	952965335
8	BlinkEnd	952968896
8	Feed	952968976
5	BlinkStart	952969207
5	BlinkEnd	953003051
5	NoFeedLowProb	953003131
2	BlinkStart	953003363
2	BlinkEnd	953009199
2	Feed	953009279
5	BlinkStart	953009509
5	BlinkEnd	953019364
5	NoFeedLowProb	953019444
8	BlinkStart	953019674
8	BlinkEnd	953023838
8	Feed	953023918
5	BlinkStart	953024148
5	BlinkEnd	953048502
5	NoFeedLowProb	953048582
2	BlinkStart	953048813
2	BlinkEnd	953053583
2	Feed	953053663
5	BlinkStart	953053893
5	BlinkEnd	953065146
5	NoFeedLowProb	953065226
8	BlinkStart	953065456
8	BlinkEnd	953070026
8	Feed	953070106
5	BlinkStart	953070336
5	BlinkEnd	953095833
5	NoFeedLowProb	953095913
2	BlinkStart	953096143
2	BlinkEnd	953115208
2	Feed	953115288
5	BlinkStart	953115518
5	BlinkEnd	953124636
5	NoFeedLowProb	953124716
82	BlinkStart	953124946
82	BlinkEnd	953129246
8	Feed	953129326
5	BlinkStart	953129556
5	BlinkEnd	953317076
5	NoFeedLowProb	953317156
82	BlinkStart	953317386
82	BlinkEnd	953321618
2	Feed	953321698
5	BlinkStart	953321929
5	BlinkEnd	953332448
5	NoFeedLowProb	953332528
82	BlinkStart	953332759
82	BlinkEnd	953336855
8	Feed	953336935
5	BlinkStart	953337165
5	BlinkEnd	953364725
5	NoFeedLowProb	953364805
82	BlinkStart	953365036
82	BlinkEnd	953370950
2	Feed	953371030
5	BlinkStart	953371261
5	BlinkEnd	953404502
5	NoFeedLowProb	953404582
82	BlinkStart	953404813
82	BlinkEnd	953409242
8	Feed	953409322
5	BlinkStart	953409552
5	BlinkEnd	953435781
5	NoFeedLowProb	953435861
82	BlinkStart	953436092
82	BlinkEnd	953443406
8	Feed	953443486
5	BlinkStart	953443716
5	BlinkEnd	953473409
5	NoFeedLowProb	953473489
1	BlinkStart	953473719
1	BlinkEnd	953502420
1	NoFeedLowProb	953502500
4	BlinkStart	953502730
4	BlinkEnd	953508839
4	Feed	953508919
1	BlinkStart	953509149
1	BlinkEnd	953523539
1	NoFeedLowProb	953523619
6	BlinkStart	953523850
6	BlinkEnd	953528822
6	Feed	953528902
1	BlinkStart	953529133
1	BlinkEnd	953554355
1	NoFeedLowProb	953554435
4	BlinkStart	953554666
4	BlinkEnd	954066352
4	Feed	954066432
1	BlinkStart	954066662
1	BlinkEnd	954078184
1	NoFeedLowProb	954078264
6	BlinkStart	954078494
6	BlinkEnd	954084268
6	Feed	954084348
1	BlinkStart	954084578
1	BlinkEnd	954137278
1	NoFeedLowProb	954137358
4	BlinkStart	954137588
4	BlinkEnd	954667601
0	StopTraining	954667682
