Monday, June 15, 2020	6:16:05 PM	Game1.txt	514723981
Cued	Now	514741561
9	BlinkStart	514741582
9	BlinkEnd	515063835
24,5	BlinkStart	515063921
24,5	BlinkEnd	515071324
5	0DropFeed	515071404
24	NoFeedAbort	515071484
22,1	BlinkStart	515081498
22,1	BlinkEnd	515098279
1	0DropFeed	515098359
22	Feed	515098439
6,4	BlinkStart	515098545
6,4	BlinkEnd	515101653
6	Feed	515101733
21,1	BlinkStart	515101819
21,1	BlinkEnd	515116869
1	0DropFeed	515116949
21	Feed	515117029
6,4	BlinkStart	515117132
6,4	BlinkEnd	515120481
6	Feed	515120561
20,1	BlinkStart	515120661
20,1	BlinkEnd	515130588
1	0DropFeed	515130669
20	Feed	515130749
6,4	BlinkStart	515130840
6,4	BlinkEnd	515133656
6	Feed	515133736
19,1	BlinkStart	515133837
19,1	BlinkEnd	515175111
1	0DropFeed	515175191
19	Feed	515175271
6,4	BlinkStart	515175373
6,4	BlinkEnd	515179020
4	0DropFeed	515179100
18,1	BlinkStart	515179201
18,1	BlinkEnd	515184856
1	0DropFeed	515184936
18	Feed	515185016
6,4	BlinkStart	515185103
6,4	BlinkEnd	515188106
6	Feed	515188187
17,1	BlinkStart	515188277
17,1	BlinkEnd	515199122
1	0DropFeed	515199202
17	Feed	515199282
6,4	BlinkStart	515199385
6,4	BlinkEnd	515201823
6	Feed	515201903
16,1	BlinkStart	515201991
16,1	BlinkEnd	515212472
1	0DropFeed	515212553
16	Feed	515212633
6,4	BlinkStart	515212742
6,4	BlinkEnd	515215240
6	Feed	515215320
14,1	BlinkStart	515215420
14,1	BlinkEnd	515223544
1	0DropFeed	515223624
14	NoFeedAbort	515223704
26,5	BlinkStart	515233717
26,5	BlinkEnd	515237502
5	0DropFeed	515237582
26	Feed	515237662
8,2	BlinkStart	515237744
8,2	BlinkEnd	515240871
2	Feed	515240951
25,5	BlinkStart	515241033
25,5	BlinkEnd	515250136
5	0DropFeed	515250216
25	Feed	515250296
8,2	BlinkStart	515250379
8,2	BlinkEnd	515252905
2	Feed	515252985
24,5	BlinkStart	515253067
24,5	BlinkEnd	515261268
5	0DropFeed	515261348
24	NoFeedAbort	515261428
22,1	BlinkStart	515271433
22,1	BlinkEnd	515275237
1	0DropFeed	515275317
22	Feed	515275397
6,4	BlinkStart	515275485
6,4	BlinkEnd	515278234
6	Feed	515278314
21,1	BlinkStart	515278396
21,1	BlinkEnd	515287680
1	0DropFeed	515287760
21	Feed	515287840
6,4	BlinkStart	515287921
6,4	BlinkEnd	515291115
4	Feed	515291195
20,1	BlinkStart	515291277
20,1	BlinkEnd	515297366
1	0DropFeed	515297446
20	Feed	515297527
6,4	BlinkStart	515297610
6,4	BlinkEnd	515300616
4	Feed	515300697
19,1	BlinkStart	515300779
19,1	BlinkEnd	515306451
1	0DropFeed	515306531
19	Feed	515306612
6,4	BlinkStart	515306748
6,4	BlinkEnd	515309702
4	Feed	515309782
18,1	BlinkStart	515309921
18,1	BlinkEnd	515315235
1	0DropFeed	515315315
18	Feed	515315395
6,4	BlinkStart	515315534
6,4	BlinkEnd	515318967
4	Feed	515319047
17,1	BlinkStart	515319177
17,1	BlinkEnd	515324381
1	0DropFeed	515324462
17	Feed	515324542
6,4	BlinkStart	515324696
