Ver1.3	167021509	StartFile	6/4/2020	11:51:33 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\060420\SoundData.txt	167021509
167394645	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	167394645
167394845	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	167394845
167411022	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	167411022
167411225	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	167411225
167414430	Triggered	2,	 NoSound	40	2	167414430
167424188	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	167424188
167424390	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	167424390
167427865	Triggered	8,	 NoSound	40	2	167427865
167441974	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	167441974
167442176	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	167442176
167445244	Triggered	8,	 NoSound	40	2	167445244
167456613	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	167456613
167456813	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	167456813
167459614	Triggered	8,	 NoSound	40	2	167459614
167470510	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	167470510
167470710	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	167470710
167473718	Triggered	8,	 NoSound	40	2	167473718
167484612	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	167484612
167484813	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	167484813
167487421	Triggered	8,	 NoSound	40	2	167487421
167497580	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	167497580
167497780	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	167497780
167500393	Triggered	8,	 NoSound	40	2	167500393
167510481	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	167510481
167510681	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	167510681
167526121	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	167526121
167526324	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	167526324
167529798	Triggered	4,	 NoSound	40	2	167529798
167538353	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	167538353
167538555	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	167538555
167541093	Triggered	4,	 NoSound	40	2	167541093
167549048	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	167549048
167549259	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	167549259
167560951	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	167560951
167561154	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	167561154
167563819	Triggered	8,	 NoSound	40	2	167563819
167571239	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	167571239
167571439	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	167571439
167574246	Triggered	8,	 NoSound	40	2	167574246
167582401	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	167582401
167582601	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	167582601
167585743	Triggered	8,	 NoSound	40	2	167585743
167598509	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	167598509
167598709	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	167598709
167601851	Triggered	2,	 NoSound	40	2	167601851
167609472	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	167609472
167609685	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	167609685
167612679	Triggered	2,	 NoSound	40	2	167612679
167619632	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	167619632
167619832	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	167619832
167623374	Triggered	8,	 NoSound	40	2	167623374
167638881	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	167638881
167639081	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	167639081
167642762	Triggered	8,	 NoSound	40	2	167642762
167650244	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	167650244
167650444	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	167650444
167662276	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	167662276
