Ver1.3	589247430	StartFile	10/5/2020	2:51:48 PM	E:\BehavioralExperiments\Gerald\Horizon\RawData\100520\SoundData.txt	589247430
589463137	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	589463137
589463349	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	589463349
589549093	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	589549093
589555242	Triggered	4,42,43,44,45,46,	 NoSound	40	2	589555242
589555445	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	589555445
589583517	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	589583517
589588330	Triggered	4,42,43,44,45,46,	 NoSound	40	2	589588330
589588532	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	589588532
589623487	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	589623487
589627570	Triggered	4,42,43,44,45,46,	 NoSound	40	2	589627570
589627773	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	589627773
589640665	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	589640665
589640869	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	589640869
589643881	Triggered	4,42,43,44,45,46,	 NoSound	40	2	589643881
589644084	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	589644084
589657711	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	589657711
589657916	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	589657916
589660516	Triggered	4,42,43,44,45,46,	 NoSound	40	2	589660516
589660718	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	589660718
589672481	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	589672481
589672686	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	589672686
589675488	Triggered	4,42,43,44,45,46,	 NoSound	40	2	589675488
589675691	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	589675691
589687521	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	589687521
589687726	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	589687726
589690329	Triggered	4,42,43,44,45,46,	 NoSound	40	2	589690329
589690531	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	589690531
589701624	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	589701624
589701830	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	589701830
589704699	Triggered	4,42,43,44,45,46,	 NoSound	40	2	589704699
