Ver1.3	1510550514	StartFile	7/16/2020	10:54:54 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\071620\SoundData.txt	1510550514
1510859938	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1510859938
1510860141	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1510860141
1510887795	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1510887795
1510894834	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1510894834
1510895037	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1510895037
1510910599	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1510910599
1510914208	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1510914208
1510914410	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1510914410
1510926241	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1510926241
1510929610	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1510929610
1510929813	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1510929813
1510956686	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1510956686
1510956888	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1510956888
1510960536	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1510960536
1510960739	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1510960739
1510973652	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1510973652
1510973854	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1510973854
1511009813	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1511009813
1511363172	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1511363172
1511363375	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1511363375
1511375018	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1511375018
1511378990	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1511378990
1511379192	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1511379192
1511389941	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1511389941
1511393610	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1511393610
1511393812	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1511393812
1511405403	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1511405403
1511405607	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1511405607
1511408539	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1511408539
1511408741	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1511408741
1511420925	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1511420925
1511421129	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1511421129
1511423934	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1511423934
1511424137	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1511424137
1511435366	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1511435366
1511435568	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1511435568
1511438976	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1511438976
1511439177	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1511439177
1511449686	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1511449686
1511449889	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1511449889
1511453416	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1511453416
1511453617	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1511453617
1511464064	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1511464064
1511464267	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1511464267
1511467675	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1511467675
1511467876	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1511467876
1511477662	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1511477662
1511477863	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1511477863
1511481031	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1511481031
1511481232	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1511481232
1511491079	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1511491079
1511491294	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1511491294
1511503773	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1511503773
1511507323	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1511507323
1511507536	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1511507536
1511521703	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1511521703
1511525072	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1511525072
1511525274	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1511525274
1511533917	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1511533917
1511536443	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1511536443
1511536645	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1511536645
1511545710	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1511545710
1511545924	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1511545924
1511548057	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1511548057
1511548258	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1511548258
1511556786	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1511556786
1511556987	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1511556987
1511568342	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1511568342
1511571401	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1511571401
1511571602	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1511571602
1511579703	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1511579703
1511582591	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1511582591
1511582793	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1511582793
1511589690	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1511589690
1511594865	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1511594865
1511595066	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1511595066
1511604130	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1511604130
1511604335	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1511604335
1511607260	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1511607260
1511607462	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	1511607462
1511619533	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1511619533
1511619736	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1511619736
1511622420	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1511622420
1511622635	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	1511622635
1511634394	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1511634394
