Ver1.3	1273096069	StartFile	11/5/2020	9:42:07 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\110520\SoundData.txt	1273096069
1273206795	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1273206795
1273206998	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1273206998
1273232126	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1273232126
1273240550	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1273240550
1273240752	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1273240752
1273256372	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1273256372
1273260043	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1273260043
1273260245	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1273260245
1273273760	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1273273760
1273278633	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1273278633
1273278836	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1273278836
1273293193	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1273293193
1273293395	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1273293395
1273296202	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1273296202
1273296416	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1273296416
1273310521	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1273310521
1273310725	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1273310725
1273313590	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1273313590
1273313794	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1273313794
1273327609	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1273327609
1273327813	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1273327813
1273330382	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1273330382
1273330585	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1273330585
1273343192	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1273343192
1273343393	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1273343393
1273346921	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1273346921
1273347123	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1273347123
1273359798	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1273359798
1273360001	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1273360001
1273362867	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1273362867
1273363069	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1273363069
1273377184	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1273377184
1273377386	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1273377386
1273380433	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1273380433
1273380635	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1273380635
1273396558	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1273396558
1273396760	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1273396760
1273409437	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1273409437
