Ver1.3	489488785	StartFile	8/25/2020	11:04:17 AM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\082520A\SoundData.txt	489488785
489750048	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	489750048
489753460	Triggered	4,42,43,44,45,46,	 NoSound	40	2	489753460
489753661	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	489753661
489763674	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	489763674
489763876	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	489763876
489767484	Triggered	4,42,43,44,45,46,	 NoSound	40	2	489767484
489767686	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	489767686
489778780	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	489778780
489778982	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	489778982
489791613	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	489791613
489795023	Triggered	2,37,38,39,40,41,	 NoSound	40	2	489795023
489795224	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	489795224
489804120	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	489804120
489807322	Triggered	2,37,38,39,40,41,	 NoSound	40	2	489807322
489807525	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	489807525
489815478	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	489815478
489818685	Triggered	2,37,38,39,40,41,	 NoSound	40	2	489818685
489818886	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	489818886
489826843	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	489826843
489827044	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	489827044
489830314	Triggered	2,37,38,39,40,41,	 NoSound	40	2	489830314
489830516	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	489830516
489838937	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	489838937
489839140	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	489839140
489842279	Triggered	2,37,38,39,40,41,	 NoSound	40	2	489842279
489842481	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	489842481
489850433	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	489850433
489850637	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	489850637
489853842	Triggered	2,37,38,39,40,41,	 NoSound	40	2	489853842
489854043	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	489854043
489861936	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	489861936
489862138	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	489862138
489866074	Triggered	2,37,38,39,40,41,	 NoSound	40	2	489866074
489866276	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	489866276
489874564	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	489874564
489874766	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	489874766
489877905	Triggered	2,37,38,39,40,41,	 NoSound	40	2	489877905
489878107	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	489878107
489886862	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	489886862
489887063	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	489887063
489890673	Triggered	8,52,53,54,55,56,	 NoSound	40	2	489890673
489890876	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	489890876
489904641	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	489904641
489904842	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	489904842
489919950	Triggered	6,47,48,49,50,51,	 NoSound	40	2	489919950
489926632	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	489926632
489947822	Triggered	6,47,48,49,50,51,	 NoSound	40	2	489947822
489953100	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	489953100
489979773	Triggered	6,47,48,49,50,51,	 NoSound	40	2	489979773
489995486	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	489995486
489995690	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	489995690
490000024	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490000024
490000226	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	490000226
490014127	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490014127
490014332	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	490014332
490017202	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490017202
490017405	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	490017405
490028899	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490028899
490029100	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	490029100
490031840	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490031840
490032043	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	490032043
490043603	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490043603
490043806	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	490043806
490046611	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490046611
490046813	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	490046813
490057640	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490057640
490057843	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	490057843
490060647	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490060647
490060850	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	490060850
490073549	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490073549
490073752	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	490073752
490076822	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490076822
490077025	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	490077025
490090392	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490090392
490090593	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	490090593
490107437	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490107437
490107641	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	490107641
490114588	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490114588
490117798	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490117798
490117999	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	490117999
490125750	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490125750
490129963	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490129963
490130164	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	490130164
490139588	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490139588
490139793	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	490139793
490143396	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490143396
490143598	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	490143598
490151017	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490151017
490151223	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	490151223
490155562	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490155562
490155763	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	490155763
490163183	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490163183
490163384	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	490163384
490167132	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490167132
490167335	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	490167335
490175481	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490175481
490175683	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	490175683
490179156	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490179156
490179358	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	490179358
490186509	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490186509
490186712	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	490186712
490190853	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490190853
490191054	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	490191054
490199275	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490199275
490199478	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	490199478
490202752	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490202752
490202953	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	490202953
490210371	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490210371
490210571	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	490210571
490235369	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490235369
490240585	Triggered	6,47,48,49,50,51,	 NoSound	40	2	490240585
490246803	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490246803
490270729	Triggered	6,47,48,49,50,51,	 NoSound	40	2	490270729
490275139	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490275139
490301475	Triggered	6,47,48,49,50,51,	 NoSound	40	2	490301475
490311769	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490311769
490311971	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	490311971
490315913	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490315913
490316113	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	490316113
490324469	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490324469
490324670	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	490324670
490342122	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490342122
490347062	Triggered	8,52,53,54,55,56,	 NoSound	40	2	490347062
490347264	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	490347264
490357956	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490357956
490362033	Triggered	8,52,53,54,55,56,	 NoSound	40	2	490362033
490362234	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	490362234
490371658	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490371658
490375340	Triggered	8,52,53,54,55,56,	 NoSound	40	2	490375340
490375543	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	490375543
490386029	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490386029
490386231	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	490386231
490389370	Triggered	8,52,53,54,55,56,	 NoSound	40	2	490389370
490389573	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	490389573
490398528	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490398528
490398729	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	490398729
490410426	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490410426
490413839	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490413839
490414042	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	490414042
490422658	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490422658
490425933	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490425933
490426135	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	490426135
490434222	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490434222
490437499	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490437499
490437700	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	490437700
490445188	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490445188
490445392	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	490445392
490449329	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490449329
490449530	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	490449530
490457883	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490457883
490458089	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	490458089
490461091	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490461091
490461291	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	490461291
490470783	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490470783
490470988	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	490470988
490473993	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490473993
490474196	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	490474196
490483951	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490483951
490484153	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	490484153
490487226	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490487226
490487428	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	490487428
490496517	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490496517
490496720	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	490496720
490499995	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490499995
490500197	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	490500197
490509485	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490509485
490509687	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	490509687
490512831	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490512831
490513033	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	490513033
490523722	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490523722
490523923	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	490523923
490537825	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490537825
490538044	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	490538044
490546513	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490546513
490549788	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490549788
490550002	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	490550002
490558345	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490558345
490561821	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490561821
490562022	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	490562022
490570042	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490570042
490570244	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	490570244
490573258	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490573258
490573459	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	490573459
490582487	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490582487
490582689	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	490582689
490595108	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490595108
490598386	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490598386
490598589	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	490598589
490609211	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490609211
490612486	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490612486
490612688	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	490612688
490624723	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490624723
490628066	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490628066
490628269	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	490628269
490639892	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490639892
490640095	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	490640095
490642698	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490642698
490642900	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	490642900
490654796	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490654796
490655011	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	490655011
490657536	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490657536
490657739	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	490657739
490668365	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490668365
490668569	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	490668569
490671373	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490671373
490671577	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	490671577
490683336	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490683336
490683539	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	490683539
490686345	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490686345
490686548	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	490686548
490697106	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490697106
490697320	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	490697320
490700121	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490700121
490700324	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	490700324
490710409	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490710409
490710610	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	490710610
490713549	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490713549
490713751	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	490713751
490725113	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490725113
490725326	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	490725326
490739550	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490739550
490739755	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	490739755
490748707	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490748707
490751515	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490751515
490751718	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	490751718
490760806	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490760806
490763747	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490763747
490763949	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	490763949
490773171	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490773171
490773375	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	490773375
490776647	Triggered	8,52,53,54,55,56,	 NoSound	40	2	490776647
490776850	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	490776850
490786473	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490786473
490786676	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	490786676
490790350	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490790350
490790552	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	490790552
490799453	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490799453
490799657	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	490799657
490802649	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490802649
490802851	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	490802851
490812750	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490812750
490812954	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	490812954
490815883	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490815883
490816085	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	490816085
490827379	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490827379
490827581	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	490827581
490830388	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490830388
490830590	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	490830590
490841081	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490841081
490841282	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	490841282
490844624	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490844624
490844826	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	490844826
490855185	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490855185
490855398	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	490855398
490866886	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490866886
490870626	Triggered	6,47,48,49,50,51,	 NoSound	40	2	490870626
490870830	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	490870830
490878646	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490878646
490882657	Triggered	6,47,48,49,50,51,	 NoSound	40	2	490882657
490882860	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	490882860
490893425	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490893425
490898431	Triggered	6,47,48,49,50,51,	 NoSound	40	2	490898431
490898634	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	490898634
490908524	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490908524
490908725	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	490908725
490912401	Triggered	4,42,43,44,45,46,	 NoSound	40	2	490912401
490912601	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	490912601
490922025	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	490922025
490922239	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	490922239
490944951	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490944951
490948293	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490948293
490948496	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	490948496
490960259	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490960259
490963267	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490963268
490963470	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	490963470
490974969	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490974969
490977971	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490977971
490978174	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	490978174
490989869	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	490989869
490990073	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	490990073
490992943	Triggered	2,37,38,39,40,41,	 NoSound	40	2	490992943
490993145	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	490993145
491006713	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	491006713
491006915	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	491006915
491009788	Triggered	2,37,38,39,40,41,	 NoSound	40	2	491009788
491009990	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	491009990
491022556	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	491022556
491022760	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	491022760
491025697	Triggered	2,37,38,39,40,41,	 NoSound	40	2	491025697
491025899	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	491025899
491038135	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	491038135
491038337	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	491038337
491041003	Triggered	2,37,38,39,40,41,	 NoSound	40	2	491041003
491041206	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	491041206
491052835	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	491052835
491053037	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	491053037
491055977	Triggered	2,37,38,39,40,41,	 NoSound	40	2	491055977
491056179	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	491056179
491067674	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	491067674
491067876	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	491067876
491071149	Triggered	2,37,38,39,40,41,	 NoSound	40	2	491071149
491071351	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	491071351
491083847	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	491083847
491084048	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	491084048
491098085	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	491098085
491101292	Triggered	4,42,43,44,45,46,	 NoSound	40	2	491101292
491101493	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	491101493
491109180	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	491109180
491113861	Triggered	4,42,43,44,45,46,	 NoSound	40	2	491113861
