Ver1.3	1919316975	StartFile	8/16/2020	5:12:55 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\081620\SoundData.txt	1919316975
1919644776	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1919644776
1919644977	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1919644977
1919663911	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1919663911
1919668844	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1919668844
1919669044	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1919669044
1919680757	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1919680757
1919680959	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1919680959
1919684487	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1919684487
1919684703	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1919684703
1919695316	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1919695316
1919695517	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1919695517
1919709095	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1919709095
1919712464	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1919712464
1919712665	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1919712665
1919719805	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1919719805
1919720007	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1919720007
1919723053	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1919723053
1919723255	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1919723255
1919730574	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1919730574
1919730777	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1919730777
1919733702	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1919733702
1919733902	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1919733902
1919742186	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1919742186
1919742400	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1919742400
1919745194	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1919745194
1919745407	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1919745407
1919754167	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1919754167
1919754369	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1919754369
1919756626	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1919756626
1919756839	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1919756839
1919764752	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1919764752
1919764954	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1919764954
1919767457	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1919767457
1919767657	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1919767657
1919774674	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1919774674
1919774876	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1919774876
1919778044	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1919778044
1919778245	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1919778245
1919785265	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1919785265
1919785466	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1919785466
1919801389	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1919801389
1919804457	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1919804457
1919804658	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1919804658
1919813601	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1919813601
1919813803	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1919813803
