Ver1.3	837192989	StartFile	11/20/2020	11:03:49 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\112020\SoundData.txt	837192989
837429844	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	837429844
837430047	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	837430047
837460520	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	837460520
837464492	Triggered	4,42,43,44,45,46,	 NoSound	40	2	837464492
837464693	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	837464693
837477906	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	837477906
837481046	Triggered	4,42,43,44,45,46,	 NoSound	40	2	837481046
837481249	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	837481249
837492707	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	837492707
837496077	Triggered	4,42,43,44,45,46,	 NoSound	40	2	837496077
837496279	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	837496279
837508658	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	837508658
837508862	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	837508862
837511478	Triggered	4,42,43,44,45,46,	 NoSound	40	2	837511478
837511680	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	837511680
837525617	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	837525617
837525820	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	837525820
837529228	Triggered	4,42,43,44,45,46,	 NoSound	40	2	837529228
837529430	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	837529430
837540359	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	837540359
837540561	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	837540561
837543126	Triggered	4,42,43,44,45,46,	 NoSound	40	2	837543126
837543328	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	837543328
837555039	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	837555039
837555243	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	837555243
837557686	Triggered	4,42,43,44,45,46,	 NoSound	40	2	837557686
837557888	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	837557888
837589938	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	837589938
837590140	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	837590140
837592642	Triggered	4,42,43,44,45,46,	 NoSound	40	2	837592642
837592844	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	837592844
837604917	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	837604917
837605118	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	837605118
837607262	Triggered	4,42,43,44,45,46,	 NoSound	40	2	837607262
837607465	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	837607465
837617852	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	837617852
837618052	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	837618052
837633375	Triggered	2,37,38,39,40,41,	 NoSound	40	2	837633375
837638609	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	837638609
837658775	Triggered	2,37,38,39,40,41,	 NoSound	40	2	837658775
837672783	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	837672783
