Ver1.3	71419713	StartFile	8/20/2020	2:56:28 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\082020B\SoundData.txt	71419713
71818581	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	71818581
71825132	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	71825132
71825333	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	71825333
71840304	Triggered	2,37,38,39,40,41,	 NoSound	40	2	71840304
71840508	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	71840508
71850141	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	71850141
71850346	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	71850346
71852743	Triggered	2,37,38,39,40,41,	 NoSound	40	2	71852743
71852946	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	71852946
71861626	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	71861626
71861829	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	71861829
71863965	Triggered	2,37,38,39,40,41,	 NoSound	40	2	71863965
71864168	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	71864168
71872721	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	71872721
71872924	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	71872924
71874996	Triggered	2,37,38,39,40,41,	 NoSound	40	2	71874996
71875211	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	71875211
71883950	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	71883950
71884156	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	71884156
71886225	Triggered	2,37,38,39,40,41,	 NoSound	40	2	71886225
71886427	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	71886427
71895247	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	71895247
71895452	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	71895452
71897586	Triggered	2,37,38,39,40,41,	 NoSound	40	2	71897586
71897803	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	71897803
71906811	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	71906811
71907013	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	71907013
71909016	Triggered	2,37,38,39,40,41,	 NoSound	40	2	71909016
71909219	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	71909219
71918509	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	71918509
71918713	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	71918713
71920982	Triggered	2,37,38,39,40,41,	 NoSound	40	2	71920982
71921186	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	71921186
71931542	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	71931542
71931758	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	71931758
71933681	Triggered	2,37,38,39,40,41,	 NoSound	40	2	71933681
71933883	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	71933883
71944376	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	71944376
71944582	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	71944582
71946848	Triggered	2,37,38,39,40,41,	 NoSound	40	2	71946848
71947065	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	71947065
71960017	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	71960017
71960222	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	71960222
71962355	Triggered	2,37,38,39,40,41,	 NoSound	40	2	71962355
71962557	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	71962557
71973050	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	71973050
71973253	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	71973253
71975122	Triggered	2,37,38,39,40,41,	 NoSound	40	2	71975122
71975325	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	71975325
71984680	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	71984680
71984883	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	71984883
71986952	Triggered	2,37,38,39,40,41,	 NoSound	40	2	71986952
71987156	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	71987156
72002059	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72002059
72002262	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	72002262
72005801	Triggered	2,37,38,39,40,41,	 NoSound	40	2	72005801
72006004	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	72006004
72015629	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72015629
72015831	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	72015831
72018167	Triggered	2,37,38,39,40,41,	 NoSound	40	2	72018167
72018369	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	72018369
72028529	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72028529
72028730	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	72028730
72032071	Triggered	2,37,38,39,40,41,	 NoSound	40	2	72032071
72032275	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	72032275
72044034	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72044034
72044236	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	72044236
72060411	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72060411
72064555	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72064555
72064760	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72064760
72067898	Triggered	6,47,48,49,50,51,	 NoSound	40	2	72067898
72074047	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72074047
72074253	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72074253
72078526	Triggered	6,47,48,49,50,51,	 NoSound	40	2	72078526
72082603	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72082603
72082805	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72082805
72086747	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72086747
72093631	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72093631
72093834	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72093834
72099449	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72099449
72114953	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72114953
72115158	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72115158
72119632	Triggered	6,47,48,49,50,51,	 NoSound	40	2	72119632
72135272	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72135272
72135475	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72135475
72144964	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72144964
72172236	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72172236
72172441	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72172441
72199974	Triggered	6,47,48,49,50,51,	 NoSound	40	2	72199974
72205390	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72205390
72205592	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72205592
72226983	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72226983
72234334	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72234334
72234539	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72234539
72240748	Triggered	6,47,48,49,50,51,	 NoSound	40	2	72240748
72273634	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72273634
72273838	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	72273838
72328116	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72328116
72351570	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72351570
72351773	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	72351773
72362397	Triggered	6,47,48,49,50,51,	 NoSound	40	2	72362397
72447757	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72447757
72447960	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	72447960
72453234	Triggered	6,47,48,49,50,51,	 NoSound	40	2	72453234
72511186	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72511186
72511388	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	72511388
72515331	Triggered	6,47,48,49,50,51,	 NoSound	40	2	72515331
72521011	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72521011
72521214	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	72521214
72526560	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72526560
72536919	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72536919
72537120	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	72537120
72549555	Triggered	6,47,48,49,50,51,	 NoSound	40	2	72549555
72555769	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72555769
72555969	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	72555969
72572279	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72572279
72572483	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	72572483
72623879	Triggered	2,37,38,39,40,41,	 NoSound	40	2	72623879
72624080	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	72624080
72634440	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72634440
72634643	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	72634643
72637983	Triggered	2,37,38,39,40,41,	 NoSound	40	2	72637983
72638195	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	72638195
72644066	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72644066
72644270	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	72644270
72646339	Triggered	2,37,38,39,40,41,	 NoSound	40	2	72646339
72646540	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	72646540
72652153	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72652153
72652357	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	72652357
72654831	Triggered	2,37,38,39,40,41,	 NoSound	40	2	72654831
72655032	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	72655032
72660641	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72660641
72660846	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	72660846
72663116	Triggered	2,37,38,39,40,41,	 NoSound	40	2	72663116
72663317	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	72663317
72670266	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72670266
72670471	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	72670471
72672613	Triggered	2,37,38,39,40,41,	 NoSound	40	2	72672613
72672814	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	72672814
72678559	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72678559
72678763	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	72678763
72680961	Triggered	2,37,38,39,40,41,	 NoSound	40	2	72680961
72681163	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	72681163
72687445	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72687445
72687647	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	72687647
72690787	Triggered	8,52,53,54,55,56,	 NoSound	40	2	72690787
72690990	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	72690990
72703754	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72703754
72703958	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	72703958
72707430	Triggered	2,37,38,39,40,41,	 NoSound	40	2	72707430
72707632	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	72707632
72712578	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72712578
72712780	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	72712780
72715051	Triggered	2,37,38,39,40,41,	 NoSound	40	2	72715051
72715251	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	72715251
72720331	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72720331
72720533	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	72720533
72723137	Triggered	2,37,38,39,40,41,	 NoSound	40	2	72723137
72723338	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	72723338
72728619	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72728619
72728823	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	72728823
72731827	Triggered	8,52,53,54,55,56,	 NoSound	40	2	72731827
72732030	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	72732030
72744327	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72744327
72744529	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	72744529
72747334	Triggered	2,37,38,39,40,41,	 NoSound	40	2	72747334
72747535	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	72747535
72752552	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72752552
72752755	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	72752755
72755288	Triggered	2,37,38,39,40,41,	 NoSound	40	2	72755288
72755489	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	72755489
72760703	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72760703
72760905	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	72760905
72763980	Triggered	2,37,38,39,40,41,	 NoSound	40	2	72763980
72764181	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	72764181
72769125	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72769125
72769327	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	72769327
72772533	Triggered	8,52,53,54,55,56,	 NoSound	40	2	72772533
72772735	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	72772735
72784164	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72784164
72784365	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	72784365
72798345	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72798345
72798553	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72798553
72801814	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72801814
72802016	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	72802016
72811781	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72811781
72811987	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72811987
72815045	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72815045
72815246	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	72815246
72821863	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72821863
72822067	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72822067
72824670	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72824670
72824871	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	72824871
72831154	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72831154
72831359	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72831359
72834094	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72834094
72834296	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	72834296
72841447	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72841447
72841650	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72841650
72844254	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72844254
72844455	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	72844455
72851004	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72851004
72851208	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72851208
72854415	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72854415
72854616	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	72854616
72860965	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72860965
72861170	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72861170
72863905	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72863905
72864107	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	72864107
72870589	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72870589
72870792	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72870792
72873463	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72873463
72873665	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	72873665
72881016	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72881016
72881220	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72881220
72884826	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72884826
72885028	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	72885028
72891310	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72891310
72891514	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	72891514
72894584	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72894584
72894786	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	72894786
72900266	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72900266
72900470	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	72900470
72903948	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72903948
72904150	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	72904150
72909959	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72909959
72910162	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	72910162
72912899	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72912899
72913101	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	72913101
72919315	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72919315
72919519	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	72919519
72922724	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72922724
72922925	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	72922925
72929408	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72929408
72929610	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	72929610
72932885	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72932885
72933087	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	72933087
72939181	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72939181
72939383	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	72939383
72942242	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72942242
72942443	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	72942443
72948459	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72948459
72948661	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	72948661
72952203	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72952203
72952403	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	72952403
72958751	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72958751
72958952	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	72958952
72973728	Triggered	8,52,53,54,55,56,	 NoSound	40	2	72973728
72973932	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	72973932
72986358	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72986358
72986561	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	72986561
72989031	Triggered	2,37,38,39,40,41,	 NoSound	40	2	72989031
72989233	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	72989233
72999125	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	72999125
72999330	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	72999330
73001469	Triggered	2,37,38,39,40,41,	 NoSound	40	2	73001469
73001671	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	73001671
73010688	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	73010688
73010890	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	73010890
73012960	Triggered	2,37,38,39,40,41,	 NoSound	40	2	73012960
73013164	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	73013164
73022184	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	73022184
73022390	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	73022390
73025260	Triggered	8,52,53,54,55,56,	 NoSound	40	2	73025260
73025462	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	73025462
73038961	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	73038961
73039166	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	73039166
73041969	Triggered	8,52,53,54,55,56,	 NoSound	40	2	73041969
