Ver1.3	392634014	StartFile	3/15/2021	10:33:26 AM	E:\BehavioralExperiments\Twenty\Horizon\RawData\031521\SoundData.txt	392634014
393155618	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	393155618
393155819	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	393155819
393174868	Triggered	4,42,43,44,45,46,	 NoSound	40	2	393174868
393175073	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	393175073
393194721	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	393194721
393194933	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	393194933
393199668	Triggered	4,42,43,44,45,46,	 NoSound	40	2	393199668
393199870	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	393199870
393215440	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	393215440
393215643	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	393215643
393229544	Triggered	2,37,38,39,40,41,	 NoSound	40	2	393229544
393229749	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	393229749
393245519	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	393245519
393245722	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	393245722
393252070	Triggered	8,52,53,54,55,56,	 NoSound	40	2	393252070
393252271	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	393252271
393261828	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	393261828
393262031	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	393262031
393268780	Triggered	8,52,53,54,55,56,	 NoSound	40	2	393268780
393268981	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	393268981
393277336	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	393277336
393277539	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	393277539
393283285	Triggered	2,37,38,39,40,41,	 NoSound	40	2	393283285
393283488	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	393283488
393294381	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	393294381
393294583	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	393294583
393301004	Triggered	8,52,53,54,55,56,	 NoSound	40	2	393301004
393301205	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	393301205
393309887	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	393309887
