Ver1.2	1106255499	StartFile	3/26/2020	1:51:51 PM	E:\BehavioralExperiments\Hachi\RatData_Hachi\RawData\032620\SoundData.txt	1106255499
1106564192	Triggered	1	 Modulated Tone	25	2	1106564192
1106569403	Triggered	4	 NoSound	50	2	1106569403
1106584109	Triggered	1	 Modulated Tone	25	2	1106584109
1106589187	Triggered	4	 NoSound	50	2	1106589187
1106600483	Triggered	1	 Modulated Tone	25	2	1106600483
1106604162	Triggered	4	 NoSound	50	2	1106604162
1106612916	Triggered	1	 Modulated Tone	25	2	1106612916
1106616863	Triggered	6	 NoSound	50	2	1106616863
1106629291	Triggered	8	 NoSound	50	2	1106629291
1106647945	Triggered	1	 Modulated Tone	25	2	1106647945
1106651550	Triggered	4	 NoSound	50	2	1106651550
1106660445	Triggered	1	 Modulated Tone	25	2	1106660445
1106663515	Triggered	4	 NoSound	50	2	1106663515
1106672407	Triggered	1	 Modulated Tone	25	2	1106672407
1106675614	Triggered	4	 NoSound	50	2	1106675614
1106685239	Triggered	1	 Modulated Tone	25	2	1106685239
1106688379	Triggered	4	 NoSound	50	2	1106688379
1106710977	Triggered	1	 Modulated Tone	25	2	1106710977
1106714580	Triggered	4	 NoSound	50	2	1106714580
1106722202	Triggered	1	 Modulated Tone	25	2	1106722202
1106725744	Triggered	5	 Modulated Tone	25	2	1106725744
1106729353	Triggered	2	 NoSound	50	2	1106729353
1106744124	Triggered	5	 Modulated Tone	25	2	1106744124
1106747467	Triggered	2	 NoSound	50	2	1106747467
1106761304	Triggered	5	 Modulated Tone	25	2	1106761304
1106764645	Triggered	2	 NoSound	50	2	1106764645
1106776074	Triggered	5	 Modulated Tone	25	2	1106776074
1106783498	Triggered	2	 NoSound	50	2	1106783498
1106796133	Triggered	5	 Modulated Tone	25	2	1106796133
1106799273	Triggered	2	 NoSound	50	2	1106799273
1106809963	Triggered	5	 Modulated Tone	25	2	1106809963
1106814107	Triggered	2	 NoSound	50	2	1106814107
1106825069	Triggered	5	 Modulated Tone	25	2	1106825069
1106828011	Triggered	2	 NoSound	50	2	1106828011
1106838237	Triggered	5	 Modulated Tone	25	2	1106838237
1106840911	Triggered	2	 NoSound	50	2	1106840911
1106850941	Triggered	5	 Modulated Tone	25	2	1106850941
1106853878	Triggered	2	 NoSound	50	2	1106853878
1106863905	Triggered	5	 Modulated Tone	25	2	1106863905
1106867044	Triggered	1	 Modulated Tone	25	2	1106867044
1106869987	Triggered	6	 NoSound	50	2	1106869987
1106876737	Triggered	1	 Modulated Tone	25	2	1106876737
1106880011	Triggered	6	 NoSound	50	2	1106880011
1106886299	Triggered	1	 Modulated Tone	25	2	1106886299
1106889572	Triggered	6	 NoSound	50	2	1106889572
1106895786	Triggered	1	 Modulated Tone	25	2	1106895786
1106899268	Triggered	4	 NoSound	50	2	1106899268
1106906083	Triggered	1	 Modulated Tone	25	2	1106906083
1106909161	Triggered	4	 NoSound	50	2	1106909161
1106914101	Triggered	1	 Modulated Tone	25	2	1106914101
1106918447	Triggered	6	 NoSound	50	2	1106918447
1106927936	Triggered	1	 Modulated Tone	25	2	1106927936
1106931280	Triggered	4	 NoSound	50	2	1106931280
1106935623	Triggered	1	 Modulated Tone	25	2	1106935623
1106938831	Triggered	6	 NoSound	50	2	1106938831
1106946252	Triggered	1	 Modulated Tone	25	2	1106946252
1106949794	Triggered	6	 NoSound	50	2	1106949794
1106957751	Triggered	1	 Modulated Tone	25	2	1106957751
1106960690	Triggered	5	 Modulated Tone	25	2	1106960690
1106963629	Triggered	2	 NoSound	50	2	1106963629
1106976469	Triggered	5	 Modulated Tone	25	2	1106976469
1106980675	Triggered	2	 NoSound	50	2	1106980675
1106990232	Triggered	5	 Modulated Tone	25	2	1106990232
1106993374	Triggered	2	 NoSound	50	2	1106993374
1107002399	Triggered	5	 Modulated Tone	25	2	1107002399
1107006675	Triggered	8	 NoSound	50	2	1107006675
1107013628	Triggered	5	 Modulated Tone	25	2	1107013628
1107016701	Triggered	2	 NoSound	50	2	1107016701
1107026660	Triggered	5	 Modulated Tone	25	2	1107026660
1107030003	Triggered	2	 NoSound	50	2	1107030003
1107038627	Triggered	5	 Modulated Tone	25	2	1107038627
1107042034	Triggered	2	 NoSound	50	2	1107042034
1107051058	Triggered	5	 Modulated Tone	25	2	1107051058
1107054806	Triggered	2	 NoSound	50	2	1107054806
1107063693	Triggered	5	 Modulated Tone	25	2	1107063693
1107067974	Triggered	2	 NoSound	50	2	1107067974
1107077528	Triggered	5	 Modulated Tone	25	2	1107077528
1107081139	Triggered	1	 Modulated Tone	25	2	1107081139
1107083948	Triggered	6	 NoSound	50	2	1107083948
1107099728	Triggered	1	 Modulated Tone	25	2	1107099728
1107102727	Triggered	6	 NoSound	50	2	1107102727
1107107539	Triggered	1	 Modulated Tone	25	2	1107107539
1107112484	Triggered	6	 NoSound	50	2	1107112484
1107119168	Triggered	1	 Modulated Tone	25	2	1107119168
1107122712	Triggered	4	 NoSound	50	2	1107122712
1107131409	Triggered	1	 Modulated Tone	25	2	1107131409
1107134543	Triggered	4	 NoSound	50	2	1107134543
1107141360	Triggered	1	 Modulated Tone	25	2	1107141360
1107145370	Triggered	4	 NoSound	50	2	1107145370
1107151454	Triggered	1	 Modulated Tone	25	2	1107151454
1107156532	Triggered	4	 NoSound	50	2	1107156532
1107162681	Triggered	1	 Modulated Tone	25	2	1107162681
1107165957	Triggered	4	 NoSound	50	2	1107165957
1107172247	Triggered	1	 Modulated Tone	25	2	1107172248
1107175649	Triggered	4	 NoSound	50	2	1107175649
1107181129	Triggered	1	 Modulated Tone	25	2	1107181129
1107184072	Triggered	5	 Modulated Tone	25	2	1107184072
1107187211	Triggered	2	 NoSound	50	2	1107187211
1107193563	Triggered	5	 Modulated Tone	25	2	1107193563
1107197839	Triggered	2	 NoSound	50	2	1107197839
1107204057	Triggered	5	 Modulated Tone	25	2	1107204057
1107212278	Triggered	2	 NoSound	50	2	1107212278
1107219229	Triggered	5	 Modulated Tone	25	2	1107219229
1107222445	Triggered	8	 NoSound	50	2	1107222445
1107232000	Triggered	5	 Modulated Tone	25	2	1107232000
1107235010	Triggered	8	 NoSound	50	2	1107235010
1107241961	Triggered	5	 Modulated Tone	25	2	1107241961
1107245297	Triggered	8	 NoSound	50	2	1107245297
1107251312	Triggered	5	 Modulated Tone	25	2	1107251312
1107254792	Triggered	8	 NoSound	50	2	1107254792
1107260945	Triggered	5	 Modulated Tone	25	2	1107260945
1107264081	Triggered	8	 NoSound	50	2	1107264081
1107270362	Triggered	5	 Modulated Tone	25	2	1107270362
1107273778	Triggered	8	 NoSound	50	2	1107273778
1107279452	Triggered	5	 Modulated Tone	25	2	1107279452
1107283197	Triggered	1	 Modulated Tone	25	2	1107283197
1107286002	Triggered	4	 NoSound	50	2	1107286002
1107290889	Triggered	1	 Modulated Tone	25	2	1107290889
1107295565	Triggered	4	 NoSound	50	2	1107295565
1107306060	Triggered	1	 Modulated Tone	25	2	1107306060
1107309198	Triggered	4	 NoSound	50	2	1107309198
1107314617	Triggered	5	 Modulated Tone	25	2	1107314617
1107320426	Triggered	1	 Modulated Tone	25	2	1107320426
1107323172	Triggered	6	 NoSound	50	2	1107323172
1107329719	Triggered	1	 Modulated Tone	25	2	1107329719
1107334200	Triggered	6	 NoSound	50	2	1107334200
1107340278	Triggered	1	 Modulated Tone	25	2	1107340278
1107342951	Triggered	6	 NoSound	50	2	1107342951
1107349170	Triggered	1	 Modulated Tone	25	2	1107349170
1107352242	Triggered	4	 NoSound	50	2	1107352242
1107356453	Triggered	1	 Modulated Tone	25	2	1107356453
1107359534	Triggered	6	 NoSound	50	2	1107359534
1107365344	Triggered	7	 NoSound	50	2	1107365344
