Ver1.2	552070979	StartFile	2/21/2020	12:02:03 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\022120\SoundData.txt	552070979
552219630	Triggered	8	 NoSound	50	2	552219630
552226955	Triggered	7	 NoSound	50	2	552226955
552229832	Triggered	6	 NoSound	50	2	552229832
552248606	Triggered	1	 Modulated Tone	25	2	552248606
552254690	Triggered	6	 NoSound	50	2	552254690
552262447	Triggered	1	 Modulated Tone	25	2	552262447
552267723	Triggered	4	 NoSound	50	2	552267723
552280758	Triggered	2	 NoSound	50	2	552280758
552291452	Triggered	1	 Modulated Tone	25	2	552291452
552295864	Triggered	4	 NoSound	50	2	552295864
552306022	Triggered	1	 Modulated Tone	25	2	552306022
552311372	Triggered	4	 NoSound	50	2	552311372
552322602	Triggered	1	 Modulated Tone	25	2	552322602
552327412	Triggered	6	 NoSound	50	2	552327412
552332491	Triggered	1	 Modulated Tone	25	2	552332491
552336839	Triggered	6	 NoSound	50	2	552336839
552342117	Triggered	1	 Modulated Tone	25	2	552342117
552347530	Triggered	4	 NoSound	50	2	552347530
552357026	Triggered	1	 Modulated Tone	25	2	552357026
552379081	Triggered	4	 NoSound	50	2	552379081
552388372	Triggered	1	 Modulated Tone	25	2	552388372
552392850	Triggered	4	 NoSound	50	2	552392850
552402006	Triggered	1	 Modulated Tone	25	2	552402006
552406551	Triggered	4	 NoSound	50	2	552406551
552415375	Triggered	1	 Modulated Tone	25	2	552415375
552419987	Triggered	4	 NoSound	50	2	552419987
552428877	Triggered	1	 Modulated Tone	25	2	552428877
552433021	Triggered	4	 NoSound	50	2	552433021
552442379	Triggered	1	 Modulated Tone	25	2	552442379
552448194	Triggered	5	 Modulated Tone	25	2	552448194
552451669	Triggered	2	 NoSound	50	2	552451669
552458620	Triggered	5	 Modulated Tone	25	2	552458620
552463638	Triggered	2	 NoSound	50	2	552463638
552467914	Triggered	5	 Modulated Tone	25	2	552467914
552474930	Triggered	2	 NoSound	50	2	552474930
552480218	Triggered	5	 Modulated Tone	25	2	552480218
552483288	Triggered	8	 NoSound	50	2	552483288
552495862	Triggered	5	 Modulated Tone	25	2	552495862
552499595	Triggered	8	 NoSound	50	2	552499595
552509487	Triggered	5	 Modulated Tone	25	2	552509487
552513028	Triggered	8	 NoSound	50	2	552513028
552523256	Triggered	5	 Modulated Tone	25	2	552523256
552529279	Triggered	8	 NoSound	50	2	552529279
552539299	Triggered	5	 Modulated Tone	25	2	552539299
552542309	Triggered	8	 NoSound	50	2	552542309
552550928	Triggered	5	 Modulated Tone	25	2	552550928
552554136	Triggered	8	 NoSound	50	2	552554136
552562971	Triggered	5	 Modulated Tone	25	2	552562971
552566101	Triggered	8	 NoSound	50	2	552566101
552574456	Triggered	5	 Modulated Tone	25	2	552574456
552577531	Triggered	8	 NoSound	50	2	552577531
552586820	Triggered	5	 Modulated Tone	25	2	552586820
552589962	Triggered	8	 NoSound	50	2	552589962
552599119	Triggered	5	 Modulated Tone	25	2	552599119
552603398	Triggered	1	 Modulated Tone	25	2	552603398
552606874	Triggered	6	 NoSound	50	2	552606874
552618581	Triggered	1	 Modulated Tone	25	2	552618581
552623919	Triggered	4	 NoSound	50	2	552623919
552628130	Triggered	1	 Modulated Tone	25	2	552628130
552632210	Triggered	6	 NoSound	50	2	552632210
552647847	Triggered	1	 Modulated Tone	25	2	552647847
552652129	Triggered	4	 NoSound	50	2	552652129
552656804	Triggered	1	 Modulated Tone	25	2	552656804
552669375	Triggered	5	 Modulated Tone	25	2	552669375
552675854	Triggered	4	 NoSound	50	2	552675854
552679396	Triggered	2	 NoSound	50	2	552679396
552686081	Triggered	1	 Modulated Tone	25	2	552686081
552689689	Triggered	6	 NoSound	50	2	552689689
552700585	Triggered	1	 Modulated Tone	25	2	552700585
552704199	Triggered	6	 NoSound	50	2	552704199
552713818	Triggered	1	 Modulated Tone	25	2	552713818
552717630	Triggered	6	 NoSound	50	2	552717630
552727120	Triggered	1	 Modulated Tone	25	2	552727120
552746371	Triggered	6	 NoSound	50	2	552746371
552756534	Triggered	1	 Modulated Tone	25	2	552756534
552761611	Triggered	6	 NoSound	50	2	552761611
552771502	Triggered	1	 Modulated Tone	25	2	552771502
552775179	Triggered	6	 NoSound	50	2	552775179
552786943	Triggered	1	 Modulated Tone	25	2	552786943
552790820	Triggered	6	 NoSound	50	2	552790820
552800583	Triggered	1	 Modulated Tone	25	2	552800583
552807262	Triggered	6	 NoSound	50	2	552807262
552812008	Triggered	5	 Modulated Tone	25	2	552812008
552815086	Triggered	2	 NoSound	50	2	552815086
552825443	Triggered	5	 Modulated Tone	25	2	552825443
552829055	Triggered	2	 NoSound	50	2	552829055
552838677	Triggered	5	 Modulated Tone	25	2	552838677
552841685	Triggered	8	 NoSound	50	2	552841685
552846899	Triggered	5	 Modulated Tone	25	2	552846899
552852247	Triggered	2	 NoSound	50	2	552852247
552860405	Triggered	5	 Modulated Tone	25	2	552860405
552863542	Triggered	8	 NoSound	50	2	552863542
552867954	Triggered	5	 Modulated Tone	25	2	552867954
552876176	Triggered	1	 Modulated Tone	25	2	552876176
552886402	Triggered	8	 NoSound	50	2	552886402
552893961	Triggered	5	 Modulated Tone	25	2	552893961
552896895	Triggered	2	 NoSound	50	2	552896895
552905051	Triggered	5	 Modulated Tone	25	2	552905051
552907993	Triggered	2	 NoSound	50	2	552907993
552917416	Triggered	5	 Modulated Tone	25	2	552917416
552920234	Triggered	2	 NoSound	50	2	552920234
552930583	Triggered	5	 Modulated Tone	25	2	552930583
552933524	Triggered	2	 NoSound	50	2	552933524
552941813	Triggered	5	 Modulated Tone	25	2	552941813
552945089	Triggered	2	 NoSound	50	2	552945089
552953777	Triggered	5	 Modulated Tone	25	2	552953777
552956719	Triggered	2	 NoSound	50	2	552956719
552965214	Triggered	5	 Modulated Tone	25	2	552965214
552969619	Triggered	1	 Modulated Tone	25	2	552969619
552972894	Triggered	4	 NoSound	50	2	552972894
552977645	Triggered	1	 Modulated Tone	25	2	552977645
552980987	Triggered	6	 NoSound	50	2	552980987
552992345	Triggered	1	 Modulated Tone	25	2	552992345
552997559	Triggered	4	 NoSound	50	2	552997559
553000634	Triggered	1	 Modulated Tone	25	2	553000634
553008789	Triggered	4	 NoSound	50	2	553008789
553020352	Triggered	1	 Modulated Tone	25	2	553020352
553023492	Triggered	6	 NoSound	50	2	553023492
553032584	Triggered	1	 Modulated Tone	25	2	553032584
553036124	Triggered	6	 NoSound	50	2	553036124
553047288	Triggered	1	 Modulated Tone	25	2	553047288
553051032	Triggered	6	 NoSound	50	2	553051032
553062261	Triggered	1	 Modulated Tone	25	2	553062261
553066345	Triggered	6	 NoSound	50	2	553066345
553077166	Triggered	1	 Modulated Tone	25	2	553077166
553080776	Triggered	6	 NoSound	50	2	553080776
553090810	Triggered	1	 Modulated Tone	25	2	553090810
553094478	Triggered	6	 NoSound	50	2	553094478
553105375	Triggered	1	 Modulated Tone	25	2	553105375
553108781	Triggered	6	 NoSound	50	2	553108781
553119008	Triggered	1	 Modulated Tone	25	2	553119008
553122889	Triggered	6	 NoSound	50	2	553122889
553133780	Triggered	1	 Modulated Tone	25	2	553133780
553141466	Triggered	5	 Modulated Tone	25	2	553141466
553144945	Triggered	8	 NoSound	50	2	553144945
553154166	Triggered	5	 Modulated Tone	25	2	553154166
553157576	Triggered	2	 NoSound	50	2	553157576
553164393	Triggered	5	 Modulated Tone	25	2	553164393
553168070	Triggered	8	 NoSound	50	2	553168070
553180034	Triggered	5	 Modulated Tone	25	2	553180034
553185715	Triggered	2	 NoSound	50	2	553185715
553191337	Triggered	5	 Modulated Tone	25	2	553191337
553198349	Triggered	2	 NoSound	50	2	553198349
553203429	Triggered	6	 NoSound	50	2	553203429
553212720	Triggered	5	 Modulated Tone	25	2	553212720
553216403	Triggered	8	 NoSound	50	2	553216403
553225486	Triggered	5	 Modulated Tone	25	2	553225486
553228761	Triggered	8	 NoSound	50	2	553228761
553237517	Triggered	5	 Modulated Tone	25	2	553237517
553241260	Triggered	8	 NoSound	50	2	553241260
553250962	Triggered	5	 Modulated Tone	25	2	553250962
553255029	Triggered	8	 NoSound	50	2	553255029
553264254	Triggered	5	 Modulated Tone	25	2	553264254
553270404	Triggered	2	 NoSound	50	2	553270404
553275018	Triggered	5	 Modulated Tone	25	2	553275018
553278691	Triggered	8	 NoSound	50	2	553278691
553287114	Triggered	5	 Modulated Tone	25	2	553287114
553294465	Triggered	1	 Modulated Tone	25	2	553294465
553330427	Triggered	8	 NoSound	50	2	553330427
553340787	Triggered	5	 Modulated Tone	25	2	553340787
553345202	Triggered	1	 Modulated Tone	25	2	553345202
553348607	Triggered	6	 NoSound	50	2	553348607
553353553	Triggered	1	 Modulated Tone	25	2	553353553
553358633	Triggered	4	 NoSound	50	2	553358633
553368058	Triggered	1	 Modulated Tone	25	2	553368058
553373806	Triggered	4	 NoSound	50	2	553373806
553384234	Triggered	1	 Modulated Tone	25	2	553384234
553387910	Triggered	6	 NoSound	50	2	553387910
553393992	Triggered	1	 Modulated Tone	25	2	553393992
553398404	Triggered	4	 NoSound	50	2	553398404
553407901	Triggered	1	 Modulated Tone	25	2	553407901
553411705	Triggered	6	 NoSound	50	2	553411705
553416529	Triggered	1	 Modulated Tone	25	2	553416529
553421802	Triggered	4	 NoSound	50	2	553421802
553430759	Triggered	1	 Modulated Tone	25	2	553430759
553435567	Triggered	4	 NoSound	50	2	553435567
553444791	Triggered	1	 Modulated Tone	25	2	553444791
553449336	Triggered	4	 NoSound	50	2	553449336
553459367	Triggered	1	 Modulated Tone	25	2	553459367
553466316	Triggered	4	 NoSound	50	2	553466316
553477075	Triggered	1	 Modulated Tone	25	2	553477075
553482221	Triggered	4	 NoSound	50	2	553482221
553491847	Triggered	1	 Modulated Tone	25	2	553491847
553496993	Triggered	4	 NoSound	50	2	553496993
553507024	Triggered	1	 Modulated Tone	25	2	553507024
553513106	Triggered	5	 Modulated Tone	25	2	553513106
553516717	Triggered	2	 NoSound	50	2	553516717
553523334	Triggered	5	 Modulated Tone	25	2	553523334
553526539	Triggered	8	 NoSound	50	2	553526539
553538569	Triggered	5	 Modulated Tone	25	2	553538569
553545387	Triggered	8	 NoSound	50	2	553545387
553560159	Triggered	5	 Modulated Tone	25	2	553560159
553567577	Triggered	8	 NoSound	50	2	553567577
553579080	Triggered	8	 NoSound	50	2	553579080
553584221	Triggered	1	 Modulated Tone	25	2	553584221
553594180	Triggered	2	 NoSound	50	2	553594180
553599595	Triggered	5	 Modulated Tone	25	2	553599595
553604943	Triggered	8	 NoSound	50	2	553604943
553612901	Triggered	5	 Modulated Tone	25	2	553612901
553618978	Triggered	6	 NoSound	50	2	553618978
553628135	Triggered	2	 NoSound	50	2	553628135
553634351	Triggered	5	 Modulated Tone	25	2	553634351
553637766	Triggered	8	 NoSound	50	2	553637766
553647652	Triggered	5	 Modulated Tone	25	2	553647652
553651064	Triggered	8	 NoSound	50	2	553651064
553663633	Triggered	5	 Modulated Tone	25	2	553663633
553667037	Triggered	8	 NoSound	50	2	553667037
553678335	Triggered	5	 Modulated Tone	25	2	553678335
553681809	Triggered	8	 NoSound	50	2	553681809
553693104	Triggered	5	 Modulated Tone	25	2	553693104
553696447	Triggered	8	 NoSound	50	2	553696447
553708010	Triggered	5	 Modulated Tone	25	2	553708010
553711553	Triggered	8	 NoSound	50	2	553711553
553727329	Triggered	5	 Modulated Tone	25	2	553727329
553730603	Triggered	8	 NoSound	50	2	553730603
553749585	Triggered	5	 Modulated Tone	25	2	553749585
553753060	Triggered	8	 NoSound	50	2	553753060
553764493	Triggered	5	 Modulated Tone	25	2	553764493
553768302	Triggered	8	 NoSound	50	2	553768302
553777057	Triggered	1	 Modulated Tone	25	2	553777057
553780933	Triggered	6	 NoSound	50	2	553780933
553795104	Triggered	1	 Modulated Tone	25	2	553795104
553799315	Triggered	6	 NoSound	50	2	553799315
553812749	Triggered	1	 Modulated Tone	25	2	553812749
553816627	Triggered	6	 NoSound	50	2	553816627
553830130	Triggered	1	 Modulated Tone	25	2	553830130
553836145	Triggered	4	 NoSound	50	2	553836145
553843841	Triggered	1	 Modulated Tone	25	2	553843841
553850247	Triggered	8	 NoSound	50	2	553850247
553855394	Triggered	4	 NoSound	50	2	553855394
553861814	Triggered	1	 Modulated Tone	25	2	553861814
553871503	Triggered	4	 NoSound	50	2	553871503
553877862	Triggered	1	 Modulated Tone	25	2	553877862
553882870	Triggered	6	 NoSound	50	2	553882870
553894163	Triggered	1	 Modulated Tone	25	2	553894163
553898640	Triggered	6	 NoSound	50	2	553898640
553911678	Triggered	1	 Modulated Tone	25	2	553911678
553916488	Triggered	6	 NoSound	50	2	553916488
553929588	Triggered	1	 Modulated Tone	25	2	553929588
553935335	Triggered	6	 NoSound	50	2	553935335
553949707	Triggered	1	 Modulated Tone	25	2	553949707
553954988	Triggered	6	 NoSound	50	2	553954988
553969225	Triggered	1	 Modulated Tone	25	2	553969225
554024169	Triggered	6	 NoSound	50	2	554024169
554049771	Triggered	1	 Modulated Tone	25	2	554049771
554059130	Triggered	5	 Modulated Tone	25	2	554059130
554063671	Triggered	8	 NoSound	50	2	554063671
554078243	Triggered	5	 Modulated Tone	25	2	554078243
554082587	Triggered	8	 NoSound	50	2	554082587
554101106	Triggered	5	 Modulated Tone	25	2	554101106
554107250	Triggered	2	 NoSound	50	2	554107250
554115873	Triggered	5	 Modulated Tone	25	2	554115873
554127971	Triggered	1	 Modulated Tone	25	2	554127971
554148358	Triggered	2	 NoSound	50	2	554148358
554156987	Triggered	5	 Modulated Tone	25	2	554156987
554160991	Triggered	8	 NoSound	50	2	554160991
554175629	Triggered	5	 Modulated Tone	25	2	554175629
554181778	Triggered	2	 NoSound	50	2	554181778
554189331	Triggered	5	 Modulated Tone	25	2	554189331
554193683	Triggered	8	 NoSound	50	2	554193683
554208786	Triggered	5	 Modulated Tone	25	2	554208786
554212994	Triggered	8	 NoSound	50	2	554212994
554230437	Triggered	5	 Modulated Tone	25	2	554230437
554234518	Triggered	8	 NoSound	50	2	554234518
554251562	Triggered	5	 Modulated Tone	25	2	554251562
554255844	Triggered	8	 NoSound	50	2	554255844
554272616	Triggered	5	 Modulated Tone	25	2	554272616
554276961	Triggered	8	 NoSound	50	2	554276961
554297012	Triggered	5	 Modulated Tone	25	2	554297012
554300889	Triggered	8	 NoSound	50	2	554300889
