Ver1.3	1099907919	StartFile	11/23/2020	12:02:24 PM	E:\BehavioralExperiments\Twenty\Horizon\RawData\112320\SoundData.txt	1099907919
1101303608	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1101303608
1101303810	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1101303810
1101315237	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1101315237
1101315439	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1101315439
1101319248	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1101319248
1101319450	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1101319450
1101333351	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1101333351
1101333552	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1101333552
1101345183	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1101345183
1101347790	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1101347790
1101347993	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1101347993
1101366238	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1101366238
1101369379	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1101369379
1101369583	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1101369583
1101379344	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1101379344
1101382280	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1101382280
1101382494	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1101382494
1101391574	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1101391574
1101391776	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1101391776
1101395046	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1101395046
1101395249	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1101395249
1101404337	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1101404337
1101404537	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1101404537
1101418173	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1101418173
1101418378	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1101418378
