Wednesday, June 10, 2020	10:44:24 AM	Game1.txt	55622501
Cued	Now	55641901
9	BlinkStart	55641925
9	BlinkEnd	55939463
23,5	BlinkStart	55939549
23,5	BlinkEnd	55947383
5	0DropFeed	55947463
23	NoFeedAbort	55947543
17,1	BlinkStart	55957572
17,1	BlinkEnd	55966433
1	0DropFeed	55966514
17	Feed	55966594
6,4	BlinkStart	55966689
6,4	BlinkEnd	55979266
4	0DropFeed	55979346
16,1	BlinkStart	55979446
16,1	BlinkEnd	56000532
1	0DropFeed	56000613
16	Feed	56000694
6,4	BlinkStart	56000786
6,4	BlinkEnd	56007071
6	Feed	56007151
15,1	BlinkStart	56007250
15,1	BlinkEnd	56018769
1	0DropFeed	56018850
15	NoFeedAbort	56018930
31,5	BlinkStart	56028946
31,5	BlinkEnd	56031669
5	0DropFeed	56031750
31	Feed	56031830
2,8	BlinkStart	56031919
2,8	BlinkEnd	56036280
2	Feed	56036360
30,5	BlinkStart	56036460
30,5	BlinkEnd	56049715
5	0DropFeed	56049795
30	Feed	56049875
2,8	BlinkStart	56049962
2,8	BlinkEnd	56053124
2	Feed	56053204
29,5	BlinkStart	56053304
29,5	BlinkEnd	56066293
5	0DropFeed	56066374
29	Feed	56066454
2,8	BlinkStart	56066554
2,8	BlinkEnd	56070170
2	Feed	56070250
28,5	BlinkStart	56070350
28,5	BlinkEnd	56082602
5	0DropFeed	56082682
28	Feed	56082762
2,8	BlinkStart	56082861
2,8	BlinkEnd	56086011
2	Feed	56086091
27,5	BlinkStart	56086191
27,5	BlinkEnd	56097641
5	0DropFeed	56097722
27	Feed	56097802
2,8	BlinkStart	56097884
2,8	BlinkEnd	56100584
2	Feed	56100664
26,5	BlinkStart	56100746
26,5	BlinkEnd	56111211
5	0DropFeed	56111291
26	Feed	56111371
2,8	BlinkStart	56111452
2,8	BlinkEnd	56114150
2	Feed	56114230
25,5	BlinkStart	56114312
25,5	BlinkEnd	56126249
5	0DropFeed	56126331
25	Feed	56126411
2,8	BlinkStart	56126492
2,8	BlinkEnd	56129529
2	Feed	56129609
23,5	BlinkStart	56129690
23,5	BlinkEnd	56139750
5	0DropFeed	56139830
23	NoFeedAbort	56139910
17,1	BlinkStart	56149914
17,1	BlinkEnd	56154991
1	0DropFeed	56155071
17	Feed	56155151
4,6	BlinkStart	56155233
4,6	BlinkEnd	56158399
6	0DropFeed	56158479
16,1	BlinkStart	56158560
16,1	BlinkEnd	56164682
1	0DropFeed	56164762
16	Feed	56164842
4,6	BlinkStart	56164928
4,6	BlinkEnd	56168091
4	Feed	56168171
15,1	BlinkStart	56168253
15,1	BlinkEnd	56176512
1	0DropFeed	56176592
15	NoFeedAbort	56176672
31,5	BlinkStart	56186676
31,5	BlinkEnd	56190622
5	0DropFeed	56190702
31	Feed	56190782
8,2	BlinkStart	56190863
8,2	BlinkEnd	56193557
2	Feed	56193638
30,5	BlinkStart	56193793
30,5	BlinkEnd	56204187
5	0DropFeed	56204267
30	Feed	56204347
8,2	BlinkStart	56204461
8,2	BlinkEnd	56206792
2	Feed	56206872
29,5	BlinkStart	56207024
29,5	BlinkEnd	56219827
5	0DropFeed	56219907
29	Feed	56219988
8,2	BlinkStart	56220120
8,2	BlinkEnd	56222633
2	Feed	56222714
28,5	BlinkStart	56222874
28,5	BlinkEnd	56233067
5	0DropFeed	56233147
28	Feed	56233227
8,2	BlinkStart	56233376
8,2	BlinkEnd	56236469
2	Feed	56236549
27,5	BlinkStart	56236688
27,5	BlinkEnd	56247499
5	0DropFeed	56247579
27	Feed	56247659
8,2	BlinkStart	56247788
8,2	BlinkEnd	56250373
2	Feed	56250453
26,5	BlinkStart	56250616
26,5	BlinkEnd	56260666
5	0DropFeed	56260747
26	Feed	56260827
8,2	BlinkStart	56260991
8,2	BlinkEnd	56267751
2	Feed	56267831
25,5	BlinkStart	56267990
25,5	BlinkEnd	56276708
5	0DropFeed	56276788
25	Feed	56276868
8,2	BlinkStart	56277010
8,2	BlinkEnd	56281588
2	Feed	56281668
23,5	BlinkStart	56281830
23,5	BlinkEnd	56291947
5	0DropFeed	56292027
23	NoFeedAbort	56292107
17,1	BlinkStart	56302152
17,1	BlinkEnd	56304112
1	0DropFeed	56304193
17	Feed	56304273
4,6	BlinkStart	56304384
4,6	BlinkEnd	56307790
6	Feed	56307870
16,1	BlinkStart	56308013
16,1	BlinkEnd	56318220
1	0DropFeed	56318300
16	Feed	56318380
4,6	BlinkStart	56318505
4,6	BlinkEnd	56321691
6	Feed	56321772
15,1	BlinkStart	56321897
15,1	BlinkEnd	56331250
1	0DropFeed	56331330
15	NoFeedAbort	56331410
31,5	BlinkStart	56341480
31,5	BlinkEnd	56344684
5	0DropFeed	56344764
31	Feed	56344844
2,8	BlinkStart	56344964
2,8	BlinkEnd	56359861
2	Feed	56359942
30,5	BlinkStart	56360083
