Ver1.3	345924795	StartFile	6/13/2020	7:22:46 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\061320\SoundData.txt	345924795
346382239	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	346382239
346382440	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	346382440
346542724	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	346542724
346542926	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	346542926
346550276	Triggered	4,	 NoSound	40	2	346550276
346573070	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	346573070
346573270	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	346573270
346578818	Triggered	6,	 NoSound	40	2	346578818
346599203	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	346599203
346599404	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	346599404
346613373	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	346613373
346613575	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	346613575
346617718	Triggered	2,	 NoSound	40	2	346617718
346630084	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	346630084
346630285	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	346630285
346634629	Triggered	2,	 NoSound	40	2	346634629
346655818	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	346655818
346656019	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	346656019
346662301	Triggered	2,	 NoSound	40	2	346662301
346683358	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	346683358
346683558	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	346683558
346687767	Triggered	2,	 NoSound	40	2	346687767
346700005	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	346700005
346700206	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	346700206
346703814	Triggered	2,	 NoSound	40	2	346703814
346719049	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	346719049
346719249	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	346719249
346723594	Triggered	8,	 NoSound	40	2	346723594
346737898	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	346737898
346738098	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	346738098
346741776	Triggered	2,	 NoSound	40	2	346741776
346754609	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	346754609
346754810	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	346754810
346777669	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	346777669
346777872	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	346777872
346782280	Triggered	4,	 NoSound	40	2	346782280
