Ver1.2	1195051584	StartFile	3/27/2020	2:31:47 PM	E:\BehavioralExperiments\Tianqi\RatData_Tianqi\RawData\032720\SoundData.txt	1195051584
1195393828	Triggered	1	 Modulated Tone	25	2	1195393828
1195399708	Triggered	6	 NoSound	50	2	1195399708
1195416885	Triggered	1	 Modulated Tone	25	2	1195416885
1195420962	Triggered	6	 NoSound	50	2	1195420962
1195442619	Triggered	1	 Modulated Tone	25	2	1195442619
1195446565	Triggered	6	 NoSound	50	2	1195446565
1195462540	Triggered	1	 Modulated Tone	25	2	1195462540
1195466481	Triggered	4	 NoSound	50	2	1195466481
1195474173	Triggered	1	 Modulated Tone	25	2	1195474173
1195478447	Triggered	6	 NoSound	50	2	1195478447
1195499233	Triggered	1	 Modulated Tone	25	2	1195499233
1195503244	Triggered	6	 NoSound	50	2	1195503244
1195519087	Triggered	1	 Modulated Tone	25	2	1195519087
1195522828	Triggered	6	 NoSound	50	2	1195522828
1195540079	Triggered	1	 Modulated Tone	25	2	1195540079
1195544082	Triggered	6	 NoSound	50	2	1195544082
1195558522	Triggered	1	 Modulated Tone	25	2	1195558522
1195562131	Triggered	6	 NoSound	50	2	1195562131
1195576708	Triggered	1	 Modulated Tone	25	2	1195576708
1195581249	Triggered	5	 Modulated Tone	25	2	1195581249
1195585659	Triggered	8	 NoSound	50	2	1195585659
1195593946	Triggered	5	 Modulated Tone	25	2	1195593946
1195597088	Triggered	8	 NoSound	50	2	1195597088
1195603371	Triggered	5	 Modulated Tone	25	2	1195603371
1195606581	Triggered	8	 NoSound	50	2	1195606581
1195612662	Triggered	5	 Modulated Tone	25	2	1195612662
1195616005	Triggered	2	 NoSound	50	2	1195616005
1195622021	Triggered	5	 Modulated Tone	25	2	1195622021
1195626364	Triggered	2	 NoSound	50	2	1195626364
1195631512	Triggered	1	 Modulated Tone	25	2	1195631512
1195636991	Triggered	5	 Modulated Tone	25	2	1195636991
1195642207	Triggered	8	 NoSound	50	2	1195642207
1195650829	Triggered	5	 Modulated Tone	25	2	1195650829
1195655908	Triggered	2	 NoSound	50	2	1195655908
1195660722	Triggered	5	 Modulated Tone	25	2	1195660722
1195664196	Triggered	8	 NoSound	50	2	1195664196
1195670952	Triggered	5	 Modulated Tone	25	2	1195670952
1195677165	Triggered	8	 NoSound	50	2	1195677165
1195684457	Triggered	5	 Modulated Tone	25	2	1195684457
1195688326	Triggered	1	 Modulated Tone	25	2	1195688326
1195691536	Triggered	4	 NoSound	50	2	1195691536
1195704569	Triggered	1	 Modulated Tone	25	2	1195704569
1195707710	Triggered	4	 NoSound	50	2	1195707710
1195718272	Triggered	1	 Modulated Tone	25	2	1195718272
1195721413	Triggered	4	 NoSound	50	2	1195721413
1195733377	Triggered	1	 Modulated Tone	25	2	1195733377
1195736585	Triggered	6	 NoSound	50	2	1195736585
1195744676	Triggered	1	 Modulated Tone	25	2	1195744676
1195748483	Triggered	6	 NoSound	50	2	1195748483
1195754834	Triggered	1	 Modulated Tone	25	2	1195754834
1195758512	Triggered	6	 NoSound	50	2	1195758512
1195764198	Triggered	1	 Modulated Tone	25	2	1195764198
1195767400	Triggered	4	 NoSound	50	2	1195767400
1195778095	Triggered	1	 Modulated Tone	25	2	1195778095
1195781502	Triggered	4	 NoSound	50	2	1195781502
1195793467	Triggered	1	 Modulated Tone	25	2	1195793467
1195796408	Triggered	4	 NoSound	50	2	1195796408
1195808710	Triggered	1	 Modulated Tone	25	2	1195808710
1195812115	Triggered	5	 Modulated Tone	25	2	1195812115
1195815124	Triggered	8	 NoSound	50	2	1195815124
1195821744	Triggered	5	 Modulated Tone	25	2	1195821744
1195825358	Triggered	8	 NoSound	50	2	1195825358
1195833237	Triggered	5	 Modulated Tone	25	2	1195833237
1195836385	Triggered	8	 NoSound	50	2	1195836385
1195842062	Triggered	5	 Modulated Tone	25	2	1195842062
1195845401	Triggered	2	 NoSound	50	2	1195845401
1195850683	Triggered	5	 Modulated Tone	25	2	1195850683
1195855699	Triggered	2	 NoSound	50	2	1195855699
1195860578	Triggered	5	 Modulated Tone	25	2	1195860578
1195863851	Triggered	8	 NoSound	50	2	1195863851
1195869937	Triggered	5	 Modulated Tone	25	2	1195869937
1195873542	Triggered	8	 NoSound	50	2	1195873542
1195880427	Triggered	5	 Modulated Tone	25	2	1195880427
1195884304	Triggered	8	 NoSound	50	2	1195884304
1195890586	Triggered	5	 Modulated Tone	25	2	1195890586
1195893928	Triggered	8	 NoSound	50	2	1195893928
1195899882	Triggered	5	 Modulated Tone	25	2	1195899882
1195904087	Triggered	1	 Modulated Tone	25	2	1195904087
1195907230	Triggered	4	 NoSound	50	2	1195907230
1195914182	Triggered	1	 Modulated Tone	25	2	1195914182
1195918191	Triggered	4	 NoSound	50	2	1195918191
1195924612	Triggered	1	 Modulated Tone	25	2	1195924612
1195928753	Triggered	4	 NoSound	50	2	1195928753
1195934837	Triggered	1	 Modulated Tone	25	2	1195934837
1195938187	Triggered	6	 NoSound	50	2	1195938187
1195947668	Triggered	1	 Modulated Tone	25	2	1195947668
1195951814	Triggered	6	 NoSound	50	2	1195951814
1195957561	Triggered	1	 Modulated Tone	25	2	1195957561
1195966518	Triggered	4	 NoSound	50	2	1195966518
1195976414	Triggered	1	 Modulated Tone	25	2	1195976414
1195979485	Triggered	4	 NoSound	50	2	1195979485
1195986241	Triggered	1	 Modulated Tone	25	2	1195986241
1195989310	Triggered	4	 NoSound	50	2	1195989310
1195996462	Triggered	1	 Modulated Tone	25	2	1195996462
1195999536	Triggered	4	 NoSound	50	2	1195999536
1196006288	Triggered	1	 Modulated Tone	25	2	1196006288
1196010165	Triggered	5	 Modulated Tone	25	2	1196010165
1196013311	Triggered	2	 NoSound	50	2	1196013311
1196020594	Triggered	5	 Modulated Tone	25	2	1196020594
1196023935	Triggered	2	 NoSound	50	2	1196023935
1196030684	Triggered	5	 Modulated Tone	25	2	1196030684
1196034630	Triggered	2	 NoSound	50	2	1196034630
1196041847	Triggered	5	 Modulated Tone	25	2	1196041847
1196044989	Triggered	8	 NoSound	50	2	1196044989
1196058095	Triggered	5	 Modulated Tone	25	2	1196058095
1196060830	Triggered	8	 NoSound	50	2	1196060830
1196073195	Triggered	5	 Modulated Tone	25	2	1196073195
1196076135	Triggered	8	 NoSound	50	2	1196076135
1196089372	Triggered	5	 Modulated Tone	25	2	1196089372
1196092313	Triggered	8	 NoSound	50	2	1196092313
1196105213	Triggered	5	 Modulated Tone	25	2	1196105213
1196108019	Triggered	8	 NoSound	50	2	1196108019
1196120385	Triggered	5	 Modulated Tone	25	2	1196120385
1196123197	Triggered	8	 NoSound	50	2	1196123197
1196135091	Triggered	5	 Modulated Tone	25	2	1196135091
1196139301	Triggered	1	 Modulated Tone	25	2	1196139301
1196142510	Triggered	4	 NoSound	50	2	1196142510
1196147790	Triggered	1	 Modulated Tone	25	2	1196147790
1196152001	Triggered	4	 NoSound	50	2	1196152001
1196156550	Triggered	1	 Modulated Tone	25	2	1196156550
1196167648	Triggered	4	 NoSound	50	2	1196167648
1196174527	Triggered	1	 Modulated Tone	25	2	1196174527
1196177533	Triggered	6	 NoSound	50	2	1196177533
1196185889	Triggered	1	 Modulated Tone	25	2	1196185889
1196188763	Triggered	6	 NoSound	50	2	1196188763
1196197988	Triggered	1	 Modulated Tone	25	2	1196197988
1196201196	Triggered	6	 NoSound	50	2	1196201196
1196209285	Triggered	1	 Modulated Tone	25	2	1196209285
1196212827	Triggered	6	 NoSound	50	2	1196212827
1196220246	Triggered	1	 Modulated Tone	25	2	1196220246
1196225325	Triggered	4	 NoSound	50	2	1196225325
1196231140	Triggered	1	 Modulated Tone	25	2	1196231140
1196237958	Triggered	5	 Modulated Tone	25	2	1196237958
1196243712	Triggered	6	 NoSound	50	2	1196243712
1196251994	Triggered	1	 Modulated Tone	25	2	1196251994
1196255938	Triggered	5	 Modulated Tone	25	2	1196255938
1196259281	Triggered	2	 NoSound	50	2	1196259281
1196266767	Triggered	5	 Modulated Tone	25	2	1196266767
1196270377	Triggered	2	 NoSound	50	2	1196270377
1196276459	Triggered	5	 Modulated Tone	25	2	1196276459
1196281070	Triggered	2	 NoSound	50	2	1196281070
1196287622	Triggered	5	 Modulated Tone	25	2	1196287622
1196291365	Triggered	8	 NoSound	50	2	1196291365
1196307944	Triggered	5	 Modulated Tone	25	2	1196307944
1196311017	Triggered	8	 NoSound	50	2	1196311017
1196325587	Triggered	5	 Modulated Tone	25	2	1196325587
1196328461	Triggered	8	 NoSound	50	2	1196328461
1196341763	Triggered	5	 Modulated Tone	25	2	1196341763
1196344771	Triggered	8	 NoSound	50	2	1196344771
1196357870	Triggered	5	 Modulated Tone	25	2	1196357870
1196360883	Triggered	8	 NoSound	50	2	1196360883
1196373983	Triggered	5	 Modulated Tone	25	2	1196373983
1196376925	Triggered	8	 NoSound	50	2	1196376925
1196388954	Triggered	5	 Modulated Tone	25	2	1196388954
1196393965	Triggered	1	 Modulated Tone	25	2	1196393965
1196396912	Triggered	6	 NoSound	50	2	1196396912
1196403188	Triggered	1	 Modulated Tone	25	2	1196403188
1196408202	Triggered	6	 NoSound	50	2	1196408202
1196415354	Triggered	1	 Modulated Tone	25	2	1196415354
1196421102	Triggered	5	 Modulated Tone	25	2	1196421102
1196425452	Triggered	6	 NoSound	50	2	1196425452
1196428254	Triggered	7	 NoSound	50	2	1196428254
1196429457	Triggered	8	 NoSound	50	2	1196429457
1196435739	Triggered	1	 Modulated Tone	25	2	1196435739
1196439549	Triggered	4	 NoSound	50	2	1196439549
1196446568	Triggered	1	 Modulated Tone	25	2	1196446568
1196450044	Triggered	4	 NoSound	50	2	1196450044
1196456593	Triggered	1	 Modulated Tone	25	2	1196456593
1196462476	Triggered	4	 NoSound	50	2	1196462476
1196471098	Triggered	1	 Modulated Tone	25	2	1196471098
1196474909	Triggered	4	 NoSound	50	2	1196474909
1196482127	Triggered	1	 Modulated Tone	25	2	1196482127
1196486005	Triggered	4	 NoSound	50	2	1196486005
1196494028	Triggered	1	 Modulated Tone	25	2	1196494028
1196499373	Triggered	4	 NoSound	50	2	1196499373
1196507394	Triggered	1	 Modulated Tone	25	2	1196507394
1196513074	Triggered	5	 Modulated Tone	25	2	1196513074
1196516484	Triggered	2	 NoSound	50	2	1196516484
1196524772	Triggered	5	 Modulated Tone	25	2	1196524772
1196528783	Triggered	2	 NoSound	50	2	1196528783
1196536069	Triggered	5	 Modulated Tone	25	2	1196536069
1196540011	Triggered	2	 NoSound	50	2	1196540011
1196549237	Triggered	5	 Modulated Tone	25	2	1196549237
1196552713	Triggered	8	 NoSound	50	2	1196552713
1196559805	Triggered	5	 Modulated Tone	25	2	1196559805
1196565750	Triggered	2	 NoSound	50	2	1196565750
1196573232	Triggered	5	 Modulated Tone	25	2	1196573232
1196577044	Triggered	8	 NoSound	50	2	1196577044
1196583926	Triggered	5	 Modulated Tone	25	2	1196583926
1196601639	Triggered	2	 NoSound	50	2	1196601639
1196611933	Triggered	5	 Modulated Tone	25	2	1196611933
1196616812	Triggered	8	 NoSound	50	2	1196616812
1196623028	Triggered	5	 Modulated Tone	25	2	1196623028
1196627505	Triggered	2	 NoSound	50	2	1196627505
1196636400	Triggered	5	 Modulated Tone	25	2	1196636400
1196641277	Triggered	1	 Modulated Tone	25	2	1196641277
1196644819	Triggered	6	 NoSound	50	2	1196644819
1196651570	Triggered	1	 Modulated Tone	25	2	1196651570
1196658258	Triggered	6	 NoSound	50	2	1196658258
1196665747	Triggered	1	 Modulated Tone	25	2	1196665747
1196673560	Triggered	5	 Modulated Tone	25	2	1196673560
1196678572	Triggered	4	 NoSound	50	2	1196678572
1196684191	Triggered	6	 NoSound	50	2	1196684191
1196689269	Triggered	1	 Modulated Tone	25	2	1196689269
1196693145	Triggered	4	 NoSound	50	2	1196693145
1196702038	Triggered	1	 Modulated Tone	25	2	1196702038
1196705511	Triggered	4	 NoSound	50	2	1196705511
1196714400	Triggered	1	 Modulated Tone	25	2	1196714400
1196718009	Triggered	4	 NoSound	50	2	1196718009
1196724826	Triggered	1	 Modulated Tone	25	2	1196724826
1196729306	Triggered	4	 NoSound	50	2	1196729306
1196737661	Triggered	1	 Modulated Tone	25	2	1196737661
1196741204	Triggered	4	 NoSound	50	2	1196741204
1196748087	Triggered	1	 Modulated Tone	25	2	1196748087
1196751698	Triggered	4	 NoSound	50	2	1196751698
1196758317	Triggered	1	 Modulated Tone	25	2	1196758317
1196763060	Triggered	5	 Modulated Tone	25	2	1196763060
1196766273	Triggered	2	 NoSound	50	2	1196766273
1196781173	Triggered	5	 Modulated Tone	25	2	1196781173
1196784787	Triggered	2	 NoSound	50	2	1196784787
1196799221	Triggered	5	 Modulated Tone	25	2	1196799221
1196802696	Triggered	2	 NoSound	50	2	1196802696
1196817602	Triggered	5	 Modulated Tone	25	2	1196817602
1196821611	Triggered	2	 NoSound	50	2	1196821611
1196835448	Triggered	5	 Modulated Tone	25	2	1196835448
1196839129	Triggered	2	 NoSound	50	2	1196839129
1196855300	Triggered	5	 Modulated Tone	25	2	1196855300
1196859181	Triggered	2	 NoSound	50	2	1196859181
1196875958	Triggered	5	 Modulated Tone	25	2	1196875958
1196879501	Triggered	2	 NoSound	50	2	1196879501
1196894601	Triggered	5	 Modulated Tone	25	2	1196894601
1196898346	Triggered	2	 NoSound	50	2	1196898346
1196910844	Triggered	5	 Modulated Tone	25	2	1196910844
1196914587	Triggered	2	 NoSound	50	2	1196914587
1196926821	Triggered	5	 Modulated Tone	25	2	1196926821
1196931633	Triggered	1	 Modulated Tone	25	2	1196931633
1196935180	Triggered	6	 NoSound	50	2	1196935180
