Ver1.3	349716496	StartFile	7/29/2020	1:12:55 PM	E:\BehavioralExperiments\Gerald\RawData\072920\SoundData.txt	349716496
349990539	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	349990539
349999744	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	349999744
350008048	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350008048
350023690	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350023690
350032367	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350032367
350042883	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350042883
350051127	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350051127
350061354	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350061354
350073507	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350073507
350081328	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350081328
350106898	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350106898
350116827	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350116827
350124890	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350124890
350133915	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350133915
350141074	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350141074
350149685	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350149685
350160988	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350160988
350169659	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350169659
350179278	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350179278
350191612	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350191612
350199614	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350199614
350211827	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350211827
350228794	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350228794
350238240	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350238240
350248830	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350248830
350257615	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350257615
350266036	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350266036
