Ver1.3	52221010	StartFile	9/29/2020	9:41:21 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\092920\SoundData.txt	52221010
52504339	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	52504339
52504540	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	52504540
52547358	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	52547358
52552652	Triggered	6,47,48,49,50,51,	 NoSound	40	2	52552652
52552854	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	52552854
52569439	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	52569439
52572987	Triggered	4,42,43,44,45,46,	 NoSound	40	2	52572987
52573189	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	52573189
52593864	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	52593864
52597475	Triggered	6,47,48,49,50,51,	 NoSound	40	2	52597475
52597694	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	52597694
52612937	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	52612937
52616313	Triggered	6,47,48,49,50,51,	 NoSound	40	2	52616313
52616515	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	52616515
52630987	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	52630987
52631189	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	52631189
52635500	Triggered	4,42,43,44,45,46,	 NoSound	40	2	52635500
52635700	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	52635700
52642057	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	52642057
52642259	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	52642259
52670699	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	52670699
52673945	Triggered	2,37,38,39,40,41,	 NoSound	40	2	52673945
52674147	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	52674147
52682129	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	52682129
52685437	Triggered	2,37,38,39,40,41,	 NoSound	40	2	52685437
52685639	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	52685639
52693198	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	52693198
52696568	Triggered	8,52,53,54,55,56,	 NoSound	40	2	52696568
52696768	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	52696768
52704870	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	52704870
52707760	Triggered	2,37,38,39,40,41,	 NoSound	40	2	52707760
52707961	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	52707961
52716242	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	52716242
52716445	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	52716445
52720093	Triggered	8,52,53,54,55,56,	 NoSound	40	2	52720094
52720295	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	52720295
