Ver1.2	1035491650	StartFile	2/6/2020	11:01:46 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\020620\SoundData.txt	1035491650
1035704109	Triggered	6	 NoSound	50	2	1035704109
1035710126	Triggered	5	 Modulated Tone	25	2	1035710126
1035716536	Triggered	8	 NoSound	50	2	1035716536
1035740736	Triggered	5	 Modulated Tone	25	2	1035740736
1035745680	Triggered	2	 NoSound	50	2	1035745680
1035757642	Triggered	5	 Modulated Tone	25	2	1035757642
1035762256	Triggered	8	 NoSound	50	2	1035762256
1035789859	Triggered	5	 Modulated Tone	25	2	1035789859
1035794209	Triggered	2	 NoSound	50	2	1035794209
1035803495	Triggered	4	 NoSound	50	2	1035803495
1035808976	Triggered	5	 Modulated Tone	25	2	1035808976
1035812785	Triggered	8	 NoSound	50	2	1035812785
1035838186	Triggered	5	 Modulated Tone	25	2	1035838186
1035842265	Triggered	2	 NoSound	50	2	1035842265
1035850486	Triggered	5	 Modulated Tone	25	2	1035850486
1035854697	Triggered	8	 NoSound	50	2	1035854697
1035874548	Triggered	5	 Modulated Tone	25	2	1035874548
1035879294	Triggered	8	 NoSound	50	2	1035879294
1035899211	Triggered	5	 Modulated Tone	25	2	1035899211
1035913919	Triggered	8	 NoSound	50	2	1035913919
1035933304	Triggered	5	 Modulated Tone	25	2	1035933304
1035937849	Triggered	8	 NoSound	50	2	1035937849
1035957499	Triggered	5	 Modulated Tone	25	2	1035957499
1035962244	Triggered	8	 NoSound	50	2	1035962244
1035979620	Triggered	5	 Modulated Tone	25	2	1035979620
1035983966	Triggered	8	 NoSound	50	2	1035983967
1036000944	Triggered	5	 Modulated Tone	25	2	1036000944
1036008230	Triggered	1	 Modulated Tone	25	2	1036008230
1036012106	Triggered	4	 NoSound	50	2	1036012106
1036033035	Triggered	5	 Modulated Tone	25	2	1036033035
1036038242	Triggered	1	 Modulated Tone	25	2	1036038242
1036045661	Triggered	6	 NoSound	50	2	1036045661
1036053147	Triggered	1	 Modulated Tone	25	2	1036053147
1036057223	Triggered	4	 NoSound	50	2	1036057223
1036075874	Triggered	5	 Modulated Tone	25	2	1036075874
1036080485	Triggered	1	 Modulated Tone	25	2	1036080485
1036084094	Triggered	6	 NoSound	50	2	1036084094
1036090846	Triggered	1	 Modulated Tone	25	2	1036090846
1036097801	Triggered	4	 NoSound	50	2	1036097801
1036117320	Triggered	1	 Modulated Tone	25	2	1036117320
