Monday, November 30, 2020	11:57:22 AM	Game1.txt	1704405759
Cued	Now	1704427555
9	BlinkStart	1704427592
9	BlinkEnd	1704596602
23,5	BlinkStart	1704596694
23,5	BlinkEnd	1704617030
5	0DropFeed	1704617110
23	NoFeedAbort	1704617190
1	BlinkStart	1704627203
1	BlinkEnd	1704643621
1	NoFeedLowProb	1704643701
4,42	BlinkStart	1704643752
4,42	BlinkEnd	1704652243
4	Feed	1704652325
42	Feed	1704652405
1	BlinkStart	1704652493
1	BlinkEnd	1704668151
1	NoFeedLowProb	1704668231
4,42	BlinkStart	1704668272
4,42	BlinkEnd	1704705985
4	Feed	1704706065
42	Feed	1704706145
1	BlinkStart	1704706245
1	BlinkEnd	1704716144
1	NoFeedLowProb	1704716224
4,42	BlinkStart	1704716246
4,42	BlinkEnd	1704720488
4	Feed	1704720569
42	Feed	1704720649
16,1	BlinkStart	1704720737
16,1	BlinkEnd	1704730582
1	0DropFeed	1704730662
16	Feed	1704730742
4,42,6,50	BlinkStart	1704730856
4,42,6,50	BlinkEnd	1704734458
6	Feed	1704734538
50	Feed	1704734618
14,1	BlinkStart	1704734708
14,1	BlinkEnd	1704747625
1	0DropFeed	1704747705
14	NoFeedAbort	1704747785
5	BlinkStart	1704757806
5	BlinkEnd	1704758854
5	NoFeedLowProb	1704758934
8,56	BlinkStart	1704758961
8,56	BlinkEnd	1704762129
8	Feed	1704762210
56	Feed	1704762290
5	BlinkStart	1704762395
5	BlinkEnd	1704775565
5	NoFeedLowProb	1704775645
8,56	BlinkStart	1704775668
8,56	BlinkEnd	1704780444
8	Feed	1704780524
56	Feed	1704780604
5	BlinkStart	1704780708
5	BlinkEnd	1704796691
5	NoFeedLowProb	1704796771
8,56	BlinkStart	1704796813
8,56	BlinkEnd	1704800763
8	Feed	1704800843
56	Feed	1704800923
25,5	BlinkStart	1704801020
25,5	BlinkEnd	1704814066
5	0DropFeed	1704814146
25	Feed	1704814226
8,56,2,39	BlinkStart	1704814327
8,56,2,39	BlinkEnd	1704818409
2	Feed	1704818489
39	Feed	1704818570
23,5	BlinkStart	1704818661
23,5	BlinkEnd	1704828503
5	0DropFeed	1704828583
23	NoFeedAbort	1704828663
1	BlinkStart	1704838672
1	BlinkEnd	1704838935
1	NoFeedLowProb	1704839015
6	BlinkStart	1704839025
6	BlinkEnd	1704842138
6	0DropFeed	1704842218
1	BlinkStart	1704842316
1	BlinkEnd	1704848221
1	NoFeedLowProb	1704848301
6	BlinkStart	1704848327
6	BlinkEnd	1704870144
6	0DropFeed	1704870225
1	BlinkStart	1704870332
1	BlinkEnd	1704875894
1	NoFeedLowProb	1704875975
6	BlinkStart	1704875994
6	BlinkEnd	1704882911
6	0DropFeed	1704882991
16,1	BlinkStart	1704883092
16,1	BlinkEnd	1704894542
1	0DropFeed	1704894622
16	Feed	1704894702
4,45,6	BlinkStart	1704894810
4,45,6	BlinkEnd	1704898352
4	Feed	1704898432
45	Feed	1704898512
14,1	BlinkStart	1704898617
14,1	BlinkEnd	1704912120
1	0DropFeed	1704912200
14	NoFeedAbort	1704912281
5	BlinkStart	1704922347
5	BlinkEnd	1704923418
5	NoFeedLowProb	1704923498
8	BlinkStart	1704923579
8	BlinkEnd	1704926431
8	0DropFeed	1704926511
5	BlinkStart	1704926701
5	BlinkEnd	1704935381
5	NoFeedLowProb	1704935461
8	BlinkStart	1704935529
8	BlinkEnd	1704943269
8	0DropFeed	1704943349
5	BlinkStart	1704943519
5	BlinkEnd	1704948949
5	NoFeedLowProb	1704949029
8	BlinkStart	1704949147
8	BlinkEnd	1704956570
8	0DropFeed	1704956651
25,5	BlinkStart	1704956823
25,5	BlinkEnd	1704971208
5	0DropFeed	1704971289
25	Feed	1704971369
2,40,8	BlinkStart	1704971567
2,40,8	BlinkEnd	1704974952
2	Feed	1704975032
40	Feed	1704975112
23,5	BlinkStart	1704975258
23,5	BlinkEnd	1704986782
5	0DropFeed	1704986862
23	NoFeedAbort	1704986942
1	BlinkStart	1704997021
1	BlinkEnd	1704997285
1	NoFeedLowProb	1704997365
6,50	BlinkStart	1704997463
6,50	BlinkEnd	1705001156
6	Feed	1705001236
50	Feed	1705001317
1	BlinkStart	1705001477
1	BlinkEnd	1705013919
1	NoFeedLowProb	1705014000
6,50	BlinkStart	1705014079
6,50	BlinkEnd	1705016994
6	Feed	1705017075
50	Feed	1705017156
1	BlinkStart	1705017306
1	BlinkEnd	1705039921
1	NoFeedLowProb	1705040001
6,50	BlinkStart	1705040100
6,50	BlinkEnd	1705043398
6	Feed	1705043479
50	Feed	1705043559
16,1	BlinkStart	1705043738
16,1	BlinkEnd	1705057166
1	0DropFeed	1705057247
16	Feed	1705057328
6,50,4,46	BlinkStart	1705057515
6,50,4,46	BlinkEnd	1705060916
6	Feed	1705060997
50	Feed	1705061077
14,1	BlinkStart	1705061239
14,1	BlinkEnd	1705073811
1	0DropFeed	1705073891
14	NoFeedAbort	1705073971
5	BlinkStart	1705084036
5	BlinkEnd	1705084299
5	NoFeedLowProb	1705084379
2,41	BlinkStart	1705084492
2,41	BlinkEnd	1705091388
2	Feed	1705091468
41	Feed	1705091548
5	BlinkStart	1705091710
5	BlinkEnd	1705104823
5	NoFeedLowProb	1705104903
2,41	BlinkStart	1705105002
2,41	BlinkEnd	1705108038
2	Feed	1705108118
41	Feed	1705108198
5	BlinkStart	1705108380
5	BlinkEnd	1705120197
5	NoFeedLowProb	1705120277
2,41	BlinkStart	1705120377
2,41	BlinkEnd	1705123404
2	Feed	1705123484
41	Feed	1705123564
25,5	BlinkStart	1705123726
25,5	BlinkEnd	1705136172
5	0DropFeed	1705136252
25	Feed	1705136332
2,41,8,55	BlinkStart	1705136489
2,41,8,55	BlinkEnd	1705139722
8	Feed	1705139802
55	Feed	1705139882
23,5	BlinkStart	1705140026
23,5	BlinkEnd	1705152414
5	0DropFeed	1705152494
23	NoFeedAbort	1705152574
1	BlinkStart	1705162644
1	BlinkEnd	1705163779
1	NoFeedLowProb	1705163859
4,45	BlinkStart	1705163947
4,45	BlinkEnd	1705167052
4	Feed	1705167132
45	Feed	1705167212
1	BlinkStart	1705167365
1	BlinkEnd	1705182292
1	NoFeedLowProb	1705182372
4,45	BlinkStart	1705182481
4,45	BlinkEnd	1705187037
4	Feed	1705187117
45	Feed	1705187197
1	BlinkStart	1705187376
1	BlinkEnd	1705200273
1	NoFeedLowProb	1705200353
4,45	BlinkStart	1705200433
4,45	BlinkEnd	1705203415
4	Feed	1705203496
45	Feed	1705203576
16,1	BlinkStart	1705203748
16,1	BlinkEnd	1705218787
1	0DropFeed	1705218867
16	Feed	1705218947
4,45,6,48	BlinkStart	1705219121
4,45,6,48	BlinkEnd	1705221928
6	Feed	1705222008
48	Feed	1705222088
14,1	BlinkStart	1705222269
14,1	BlinkEnd	1705247195
1	0DropFeed	1705247276
14	NoFeedAbort	1705247357
5	BlinkStart	1705257467
5	BlinkEnd	1705258090
5	NoFeedLowProb	1705258171
8,55	BlinkStart	1705258259
8,55	BlinkEnd	1705260964
8	Feed	1705261044
55	Feed	1705261124
5	BlinkStart	1705261271
5	BlinkEnd	1705271658
5	NoFeedLowProb	1705271738
8,55	BlinkStart	1705271871
8,55	BlinkEnd	1705274399
8	Feed	1705274479
55	Feed	1705274560
5	BlinkStart	1705274721
5	BlinkEnd	1705287100
5	NoFeedLowProb	1705287180
8,55	BlinkStart	1705287268
8,55	BlinkEnd	1705290173
8	Feed	1705290254
55	Feed	1705290335
25,5	BlinkStart	1705290511
25,5	BlinkEnd	1705301944
5	0DropFeed	1705302024
25	Feed	1705302104
8,55,2,38	BlinkStart	1705302277
8,55,2,38	BlinkEnd	1705305747
