Ver1.2	2143660658	StartFile	4/7/2020	2:01:56 PM	E:\BehavioralExperiments\Hachi\RatData_Hachi\RawData\040720\SoundData.txt	2143660658
2144071011	Triggered	5	 PureTone-5kHz	50	2	2144071011
2144079948	Triggered	2	 NoSound	50	2	2144079948
2144094252	Triggered	5	 PureTone-5kHz	50	2	2144094252
2144103877	Triggered	8	 NoSound	50	2	2144103877
2144124731	Triggered	2	 NoSound	50	2	2144124731
2144131750	Triggered	5	 PureTone-5kHz	50	2	2144131750
2144147189	Triggered	1	 PureTone-5kHz	50	2	2144147189
2144176468	Triggered	5	 PureTone-5kHz	50	2	2144176468
2144184086	Triggered	6	 NoSound	50	2	2144184086
2144191974	Triggered	7	 NoSound	50	2	2144191974
2144194046	Triggered	8	 NoSound	50	2	2144194046
2144208885	Triggered	5	 PureTone-5kHz	50	2	2144208885
2144212960	Triggered	2	 NoSound	50	2	2144212960
2144220381	Triggered	4	 NoSound	50	2	2144220381
2144242839	Triggered	5	 PureTone-5kHz	50	2	2144242839
2144246380	Triggered	8	 NoSound	50	2	2144246380
2144263698	Triggered	5	 PureTone-5kHz	50	2	2144263698
2144268573	Triggered	1	 PureTone-5kHz	50	2	2144268573
2144271780	Triggered	6	 NoSound	50	2	2144271780
2144290564	Triggered	1	 PureTone-5kHz	50	2	2144290564
2144294039	Triggered	6	 NoSound	50	2	2144294039
2144307474	Triggered	1	 PureTone-5kHz	50	2	2144307474
2144310619	Triggered	6	 NoSound	50	2	2144310619
2144322448	Triggered	1	 PureTone-5kHz	50	2	2144322448
2144326323	Triggered	6	 NoSound	50	2	2144326323
2144338154	Triggered	1	 PureTone-5kHz	50	2	2144338154
2144341429	Triggered	5	 PureTone-5kHz	50	2	2144341429
2144344571	Triggered	2	 NoSound	50	2	2144344571
2144353998	Triggered	5	 PureTone-5kHz	50	2	2144353998
2144357204	Triggered	2	 NoSound	50	2	2144357204
2144365763	Triggered	5	 PureTone-5kHz	50	2	2144365763
2144369168	Triggered	2	 NoSound	50	2	2144369168
2144379462	Triggered	5	 PureTone-5kHz	50	2	2144379462
2144382942	Triggered	8	 NoSound	50	2	2144382942
2144404461	Triggered	5	 PureTone-5kHz	50	2	2144404461
2144408276	Triggered	1	 PureTone-5kHz	50	2	2144408276
2144411479	Triggered	4	 NoSound	50	2	2144411479
2144419433	Triggered	1	 PureTone-5kHz	50	2	2144419433
2144423109	Triggered	4	 NoSound	50	2	2144423109
2144443703	Triggered	1	 PureTone-5kHz	50	2	2144443703
2144446703	Triggered	4	 NoSound	50	2	2144446703
2144453521	Triggered	1	 PureTone-5kHz	50	2	2144453521
2144456863	Triggered	6	 NoSound	50	2	2144456863
2144462948	Triggered	1	 PureTone-5kHz	50	2	2144462948
2144466622	Triggered	5	 PureTone-5kHz	50	2	2144466622
2144469569	Triggered	2	 NoSound	50	2	2144469569
2144475384	Triggered	5	 PureTone-5kHz	50	2	2144475384
2144480992	Triggered	6	 NoSound	50	2	2144480992
2144486541	Triggered	2	 NoSound	50	2	2144486541
2144492229	Triggered	5	 PureTone-5kHz	50	2	2144492229
2144495503	Triggered	2	 NoSound	50	2	2144495503
2144500509	Triggered	5	 PureTone-5kHz	50	2	2144500509
2144503520	Triggered	8	 NoSound	50	2	2144503520
2144511807	Triggered	5	 PureTone-5kHz	50	2	2144511807
2144515749	Triggered	1	 PureTone-5kHz	50	2	2144515749
2144518692	Triggered	6	 NoSound	50	2	2144518692
