Ver1.3	1347585461	StartFile	7/14/2020	1:38:49 PM	E:\BehavioralExperiments\Twenty\RawData\071420\SoundData.txt	1347585461
1348112719	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348112719
1348121871	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348121871
1348133588	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348133588
1348145412	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348145412
1348155448	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348155448
1348186640	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348186640
1348197134	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348197134
1348264376	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348264376
1348271996	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348271996
1348278746	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348278746
1348286434	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348286434
1348293721	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348293721
1348303076	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348303076
1348315844	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348315844
1348324667	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348324667
1348343114	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348343114
1348349932	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348349932
1348357620	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348357620
1348364510	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348364510
1348376200	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348376200
1348382683	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348382683
1348388566	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348388566
1348395250	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348395250
1348403271	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348403271
1348408954	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348408954
1348414502	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348414502
1348421720	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348421720
1348441839	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348441839
1348447855	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348447855
1348454879	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348454879
1348461290	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348461290
1348468775	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348468775
1348474189	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348474189
1348480674	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348480674
1348489295	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348489295
1348495111	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348495111
1348500726	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348500726
1348507008	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348507008
1348516768	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348516768
1348524387	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348524387
1348530269	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348530269
1348536953	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348536953
1348543170	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348543170
1348551925	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348551925
1348557408	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348557408
1348563355	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348563355
1348571644	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348571644
1348580678	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348580678
1348586750	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348586750
1348592772	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348592772
1348598380	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348598380
1348604864	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348604864
1348612958	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348612958
1348618767	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348618767
1348625183	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348625183
1348632336	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348632336
1348641894	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348641894
1348648111	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348648111
1348657134	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348657134
1348662086	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348662086
1348669432	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348669432
1348674513	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348674513
1348682867	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348682867
1348689551	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348689551
1348699443	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348699443
1348705058	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348705058
1348713146	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348713146
1348719028	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348719028
1348727450	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348727450
1348733733	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348733733
1348739882	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348739882
1348746500	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348746500
1348752449	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348752449
1348759468	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348759468
1348765415	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348765415
1348782594	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348782594
1348788209	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348788209
1348798502	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348798502
1348803783	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348803783
1348810733	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348810733
1348861133	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348861133
1348868819	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348868819
1348874499	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348874499
1348879713	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348879713
1348886532	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348886532
1348892948	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348892948
1348900902	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348900902
1348906866	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348906866
1348912668	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348912668
1348920687	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348920687
1348926972	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348926972
1348934189	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348934189
1348938602	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348938602
1348945624	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348945624
1348952303	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348952303
1348958186	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348958186
1348965806	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348965806
1348974360	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1348974360
1348981378	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1348981378
1348987594	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1348987594
1348996152	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1348996152
1349003704	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1349003704
1349011524	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1349011524
1349017072	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1349017072
1349022887	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1349022887
1349030105	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1349030105
1349038528	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1349038528
1349045079	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1349045079
1349051294	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1349051294
1349058714	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1349058714
1349066668	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1349066668
1349074294	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1349074294
1349080110	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1349080110
1349087991	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1349087991
1349096211	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1349096211
1349114259	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1349114259
1349120542	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1349120542
1349128835	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1349128835
1349136718	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1349136718
1349145406	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1349145406
1349153896	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1349153896
1349159978	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1349159978
1349164723	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1349164723
1349171742	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1349171742
1349178100	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1349178100
1349183708	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1349183708
1349189455	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1349189455
1349197942	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1349197942
1349204963	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1349204963
1349212181	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1349212181
1349239318	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1349239318
1349245467	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1349245467
1349254692	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1349254692
1349263582	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1349263582
1349270132	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1349270132
1349277752	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1349277752
1349283834	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1349283834
1349289583	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1349289583
1349299343	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1349299343
1349305357	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1349305357
1349321538	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1349321538
1349330689	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1349330689
1349344864	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1349344864
1349350810	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1349350810
