Ver1.2	2055880330	StartFile	4/6/2020	1:38:56 PM	E:\BehavioralExperiments\Tianqi\RatData_Tianqi\RawData\040620\SoundData.txt	2055880330
2056181299	Triggered	1	 PureTone-5kHz	50	2	2056181299
2056185377	Triggered	4	 NoSound	50	2	2056185377
2056199011	Triggered	1	 PureTone-5kHz	50	2	2056199011
2056202952	Triggered	4	 NoSound	50	2	2056202952
2056214317	Triggered	1	 PureTone-5kHz	50	2	2056214317
2056218193	Triggered	4	 NoSound	50	2	2056218193
2056225946	Triggered	1	 PureTone-5kHz	50	2	2056225946
2056230760	Triggered	4	 NoSound	50	2	2056230760
2056238386	Triggered	1	 PureTone-5kHz	50	2	2056238386
2056242396	Triggered	5	 PureTone-5kHz	50	2	2056242396
2056246002	Triggered	8	 NoSound	50	2	2056246002
2056253952	Triggered	5	 PureTone-5kHz	50	2	2056253952
2056257629	Triggered	8	 NoSound	50	2	2056257629
2056266252	Triggered	5	 PureTone-5kHz	50	2	2056266252
2056269597	Triggered	8	 NoSound	50	2	2056269597
2056278419	Triggered	5	 PureTone-5kHz	50	2	2056278419
2056282228	Triggered	2	 NoSound	50	2	2056282228
2056288045	Triggered	5	 PureTone-5kHz	50	2	2056288045
2056292320	Triggered	1	 PureTone-5kHz	50	2	2056292320
2056295862	Triggered	6	 NoSound	50	2	2056295862
2056304751	Triggered	1	 PureTone-5kHz	50	2	2056304751
2056308369	Triggered	6	 NoSound	50	2	2056308369
2056316852	Triggered	1	 PureTone-5kHz	50	2	2056316852
2056320397	Triggered	6	 NoSound	50	2	2056320397
2056328623	Triggered	1	 PureTone-5kHz	50	2	2056328623
2056332625	Triggered	4	 NoSound	50	2	2056332625
2056346334	Triggered	1	 PureTone-5kHz	50	2	2056346334
2056350136	Triggered	5	 PureTone-5kHz	50	2	2056350136
2056353485	Triggered	8	 NoSound	50	2	2056353485
2056362703	Triggered	5	 PureTone-5kHz	50	2	2056362703
2056366116	Triggered	8	 NoSound	50	2	2056366116
2056375536	Triggered	5	 PureTone-5kHz	50	2	2056375536
2056378744	Triggered	8	 NoSound	50	2	2056378744
2056388043	Triggered	5	 PureTone-5kHz	50	2	2056388043
2056391380	Triggered	8	 NoSound	50	2	2056391380
2056400467	Triggered	5	 PureTone-5kHz	50	2	2056400467
2056404415	Triggered	1	 PureTone-5kHz	50	2	2056404415
2056407686	Triggered	4	 NoSound	50	2	2056407686
2056421522	Triggered	1	 PureTone-5kHz	50	2	2056421522
2056424802	Triggered	4	 NoSound	50	2	2056424802
2056438438	Triggered	1	 PureTone-5kHz	50	2	2056438438
2056441916	Triggered	4	 NoSound	50	2	2056441916
2056453674	Triggered	1	 PureTone-5kHz	50	2	2056453674
2056457221	Triggered	4	 NoSound	50	2	2056457221
2056467983	Triggered	1	 PureTone-5kHz	50	2	2056467983
2056471720	Triggered	5	 PureTone-5kHz	50	2	2056471720
2056474864	Triggered	8	 NoSound	50	2	2056474864
2056482481	Triggered	5	 PureTone-5kHz	50	2	2056482481
2056486362	Triggered	8	 NoSound	50	2	2056486362
2056493445	Triggered	5	 PureTone-5kHz	50	2	2056493445
2056497324	Triggered	8	 NoSound	50	2	2056497324
2056503604	Triggered	5	 PureTone-5kHz	50	2	2056503604
2056507753	Triggered	2	 NoSound	50	2	2056507753
2056513164	Triggered	5	 PureTone-5kHz	50	2	2056513164
2056516975	Triggered	1	 PureTone-5kHz	50	2	2056516975
2056520181	Triggered	6	 NoSound	50	2	2056520181
2056525334	Triggered	1	 PureTone-5kHz	50	2	2056525334
2056535629	Triggered	6	 NoSound	50	2	2056535629
2056540634	Triggered	1	 PureTone-5kHz	50	2	2056540634
2056544177	Triggered	6	 NoSound	50	2	2056544177
2056549856	Triggered	1	 PureTone-5kHz	50	2	2056549856
2056553270	Triggered	4	 NoSound	50	2	2056553270
2056565097	Triggered	1	 PureTone-5kHz	50	2	2056565097
2056568440	Triggered	5	 PureTone-5kHz	50	2	2056568440
2056571646	Triggered	8	 NoSound	50	2	2056571646
2056576929	Triggered	5	 PureTone-5kHz	50	2	2056576929
