Tuesday, July 21, 2020	2:52:31 PM	Game1.txt	1956807924
Cued	Now	1956829531
9	BlinkStart	1956829548
9	BlinkEnd	1957234849
23,5	BlinkStart	1957234936
23,5	BlinkEnd	1957254820
5	0DropFeed	1957254900
23	NoFeedAbort	1957254980
1	BlinkStart	1957264997
1	BlinkEnd	1957268175
1	NoFeedLowProb	1957268255
6,47	BlinkStart	1957268281
6,47	BlinkEnd	1957273410
6	Feed	1957273490
47	Feed	1957273571
16,1	BlinkStart	1957273676
16,1	BlinkEnd	1957303794
1	0DropFeed	1957303874
16	Feed	1957303954
6,47,4,45	BlinkStart	1957304040
6,47,4,45	BlinkEnd	1957308126
4	Feed	1957308206
45	Feed	1957308287
15,1	BlinkStart	1957308401
15,1	BlinkEnd	1957321120
1	0DropFeed	1957321200
15	NoFeedAbort	1957321280
5	BlinkStart	1957331295
5	BlinkEnd	1957331710
5	NoFeedLowProb	1957331790
2,39	BlinkStart	1957331817
2,39	BlinkEnd	1957336101
2	Feed	1957336181
39	Feed	1957336262
30,5	BlinkStart	1957336369
30,5	BlinkEnd	1957353670
5	0DropFeed	1957353750
30	Feed	1957353830
2,39,8,52	BlinkStart	1957353944
2,39,8,52	BlinkEnd	1957358424
8	Feed	1957358504
52	Feed	1957358584
29,5	BlinkStart	1957358695
29,5	BlinkEnd	1957372141
5	0DropFeed	1957372221
29	Feed	1957372301
2,39,8,52	BlinkStart	1957372420
2,39,8,52	BlinkEnd	1957376051
2	Feed	1957376131
39	Feed	1957376211
28,5	BlinkStart	1957376320
28,5	BlinkEnd	1957387062
5	0DropFeed	1957387142
28	Feed	1957387222
2,39,8,52	BlinkStart	1957387309
2,39,8,52	BlinkEnd	1957391877
2	Feed	1957391957
39	Feed	1957392037
27,5	BlinkStart	1957392139
27,5	BlinkEnd	1957403248
5	0DropFeed	1957403328
27	Feed	1957403408
2,39,8,52	BlinkStart	1957403520
2,39,8,52	BlinkEnd	1957407158
2	Feed	1957407238
39	Feed	1957407318
26,5	BlinkStart	1957407435
26,5	BlinkEnd	1957417447
5	0DropFeed	1957417527
26	Feed	1957417608
2,39,8,52	BlinkStart	1957417719
2,39,8,52	BlinkEnd	1957420695
2	Feed	1957420775
39	Feed	1957420855
25,5	BlinkStart	1957420957
25,5	BlinkEnd	1957431525
5	0DropFeed	1957431605
25	Feed	1957431685
2,39,8,52	BlinkStart	1957431803
2,39,8,52	BlinkEnd	1957435255
8	Feed	1957435335
52	Feed	1957435415
23,5	BlinkStart	1957435527
23,5	BlinkEnd	1957442415
5	0DropFeed	1957442495
23	NoFeedAbort	1957442575
1	BlinkStart	1957452590
1	BlinkEnd	1957454027
1	NoFeedLowProb	1957454107
4,43	BlinkStart	1957454133
4,43	BlinkEnd	1957457036
4	Feed	1957457116
43	Feed	1957457196
16,1	BlinkStart	1957457303
16,1	BlinkEnd	1957466601
1	0DropFeed	1957466681
16	Feed	1957466761
4,43,6,51	BlinkStart	1957466873
4,43,6,51	BlinkEnd	1957469971
4	Feed	1957470051
43	Feed	1957470131
15,1	BlinkStart	1957470218
15,1	BlinkEnd	1957479117
1	0DropFeed	1957479197
15	NoFeedAbort	1957479277
5	BlinkStart	1957489288
5	BlinkEnd	1957490788
5	NoFeedLowProb	1957490868
