Ver1.3	674664389	StartFile	12/17/2020	1:49:03 PM	E:\BehavioralExperiments\Twenty\Horizon\RawData\121720\SoundData.txt	674664389
675403841	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	675403841
675404045	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	675404045
675417866	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675417866
675424016	Triggered	6,47,48,49,50,51,	 NoSound	40	2	675424016
675424218	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	675424218
675439808	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675439808
675443066	Triggered	6,47,48,49,50,51,	 NoSound	40	2	675443066
675443270	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	675443270
675459442	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675459442
675462583	Triggered	6,47,48,49,50,51,	 NoSound	40	2	675462583
675462784	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	675462784
675479026	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675479026
675479230	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	675479230
675483370	Triggered	6,47,48,49,50,51,	 NoSound	40	2	675483370
675483572	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	675483572
675497273	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675497273
675497477	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	675497477
675501350	Triggered	4,42,43,44,45,46,	 NoSound	40	2	675501350
675506497	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675506497
675506701	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	675506701
675515053	Triggered	6,47,48,49,50,51,	 NoSound	40	2	675515053
675515256	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	675515256
675528631	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675528631
675528835	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	675528835
675531762	Triggered	6,47,48,49,50,51,	 NoSound	40	2	675531762
675531965	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	675531965
675546601	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675546601
675546803	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	675546803
675549749	Triggered	6,47,48,49,50,51,	 NoSound	40	2	675549749
675549952	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	675549952
675560372	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675560372
675560573	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	675560573
675563848	Triggered	6,47,48,49,50,51,	 NoSound	40	2	675563848
675564049	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	675564049
675576546	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675576546
675576747	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	675576747
675597400	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	675597400
675601343	Triggered	2,37,38,39,40,41,	 NoSound	40	2	675601343
