Ver1.3	1555797740	StartFile	8/12/2020	12:14:16 PM	E:\BehavioralExperiments\Gerald\RawData\081220\SoundData.txt	1555797740
1556121223	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1556121223
1556121425	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1556121425
1556139273	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1556139273
1556144086	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1556144086
1556144288	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1556144288
1556171280	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1556171280
1556174351	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1556174351
1556174552	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1556174552
1556188189	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1556188189
1556191686	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1556191686
1556191887	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1556191887
1556205936	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1556205936
1556209427	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1556209427
1556209628	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1556209628
1556301961	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1556301961
1556302180	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1556302180
1556317846	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1556317846
1556318048	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1556318048
1556356839	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1556356839
1556357040	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1556357040
1556370672	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1556370672
1556379396	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1556379396
1556379597	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1556379597
1556396784	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1556396784
1556402077	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1556402077
1556402291	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1556402291
1556422353	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1556422353
1556462671	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1556462671
1556462873	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1556462873
1556492272	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1556492272
1556497621	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1556497621
1556497834	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1556497834
1556512241	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1556512241
1556512444	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1556512444
1556516032	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1556516032
1556516233	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1556516233
1556540879	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1556540879
1556541082	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1556541082
1556544310	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1556544310
1556544511	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1556544511
1556584680	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1556584680
1556584884	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1556584884
1556588184	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1556588184
1556588386	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1556588386
1556599488	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1556599488
1556599690	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1556599690
1556602864	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1556602864
1556603065	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1556603065
1556612356	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1556612356
1556612558	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1556612558
1556615846	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1556615846
1556616046	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1556616046
1556626134	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1556626134
1556626336	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1556626336
1556629203	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1556629203
1556629421	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1556629421
1556637747	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1556637747
1556637948	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1556637948
1556679442	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1556679442
1556683412	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1556683412
1556683612	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1556683612
1556709765	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1556709765
1556713976	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1556713976
1556714177	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1556714177
1556739366	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1556739366
1556742736	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1556742736
1556742937	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1556742937
1556815355	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1556815355
1556821732	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1556821732
1556821933	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1556821933
1556835211	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1556835211
1556835413	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1556835413
1556838882	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1556838882
1556839084	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1556839084
1556869746	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1556869746
1556869948	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1556869948
1556887916	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1556887916
1556891947	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1556891947
1556892149	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1556892149
1556918615	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1556918615
1556922270	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1556922270
1556922472	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1556922472
1556949163	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1556949163
1556953389	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1556953389
1556953591	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1556953591
1556995385	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1556995385
1557001568	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1557001568
1557001770	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1557001770
1557014987	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557014987
1557015203	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1557015203
1557018898	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1557018898
1557019099	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1557019099
1557042000	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557042000
1557042203	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1557042203
1557045611	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1557045611
1557045813	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1557045813
1557069435	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557069435
1557069638	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1557069638
1557077199	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1557077199
1557077400	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1557077400
1557101143	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557101143
1557101345	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1557101345
1557106077	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1557106077
1557106278	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1557106278
1557116306	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557116306
1557116507	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1557116507
1557120337	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1557120337
1557120539	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1557120539
1557141213	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557141213
1557141414	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1557141414
1557144764	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1557144764
1557144965	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1557144965
1557167385	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557167385
1557167586	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1557167586
1557206853	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1557206853
1557210765	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1557210765
1557210968	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1557210968
1557236215	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1557236215
1557239945	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1557239945
1557240146	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1557240146
1557270209	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1557270209
1557273578	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1557273578
1557273780	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1557273780
1557295899	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1557295899
1557299028	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1557299028
1557299242	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1557299242
1557322432	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1557322432
1557322633	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1557322633
1557326104	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1557326104
1557326306	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1557326306
1557355944	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1557355944
1557356146	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1557356146
1557371288	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557371288
1557374356	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1557374356
1557374557	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1557374557
1557386027	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557386027
1557390058	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1557390058
1557390259	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1557390259
1557403175	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557403175
1557406905	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1557406905
1557407106	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1557407106
1557417313	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557417313
1557422127	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1557422127
1557422327	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1557422327
1557432234	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557432234
1557432437	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1557432437
1557435785	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1557435785
1557435985	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1557435985
1557444388	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557444388
1557444590	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1557444590
1557448306	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1557448306
1557448507	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1557448507
1557459368	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557459368
1557459572	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1557459572
1557463100	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1557463100
1557463300	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1557463300
1557472065	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557472065
1557472267	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1557472267
1557475676	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1557475676
1557475876	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1557475876
1557485783	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557485783
1557485986	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1557485986
1557489634	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1557489634
1557489834	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1557489834
1557499680	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557499680
1557499882	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1557499882
1557503592	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1557503592
1557503792	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1557503792
1557514724	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1557514724
1557514924	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1557514924
1557618328	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1557618328
1557683855	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1557683855
1557684058	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1557684058
1557714291	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1557714291
1557723918	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1557723918
1557724119	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1557724119
1557740163	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1557740163
1557749308	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1557749308
1557749509	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1557749509
1557761472	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1557761472
1557769224	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1557769224
1557769425	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1557769425
1557785589	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1557785589
1557785792	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1557785792
1557789680	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1557789680
1557789882	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1557789882
1557817657	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1557817657
1557817870	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1557817870
