139.2	46.0
371.0	431.0
224.0	420.0
125.0	309.0
134.0	162.0
248.0	68.0
394.0	75.0
486.0	186.0
480.0	334.0
305.0	248.0
264.5	334.0
219.5	205.0
349.5	161.5
392.5	291.0
371.0	431.0
371.0	431.0
371.0	431.0
371.0	431.0
371.0	431.0
371.0	431.0
371.0	431.0
371.0	431.0
371.0	431.0
248.0	68.0
248.0	68.0
248.0	68.0
248.0	68.0
248.0	68.0
248.0	68.0
248.0	68.0
248.0	68.0
248.0	68.0
305.0	248.0
264.5	334.0
219.5	205.0
349.5	161.5
392.5	291.0
224.0	420.0
224.0	420.0
224.0	420.0
224.0	420.0
224.0	420.0
134.0	162.0
134.0	162.0
134.0	162.0
134.0	162.0
134.0	162.0
394.0	75.0
394.0	75.0
394.0	75.0
394.0	75.0
394.0	75.0
480.0	334.0
480.0	334.0
480.0	334.0
480.0	334.0
480.0	334.0
