Ver1.3	475287456	StartFile	1/18/2021	11:32:00 AM	E:\BehavioralExperiments\Twenty\Horizon\RawData\011821\SoundData.txt	475287456
475676227	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	475676227
475678765	Triggered	4,42,43,44,45,46,	 NoSound	40	2	475678765
475678967	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	475678967
475692734	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	475692734
475692938	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	475692938
475695743	Triggered	4,42,43,44,45,46,	 NoSound	40	2	475695743
475695945	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	475695945
475709712	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	475709712
475709915	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	475709915
475712386	Triggered	4,42,43,44,45,46,	 NoSound	40	2	475712386
475712589	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	475712589
475725755	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	475725755
475725958	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	475725958
475728427	Triggered	4,42,43,44,45,46,	 NoSound	40	2	475728427
475728629	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	475728629
475740465	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	475740465
475740667	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	475740667
475743132	Triggered	4,42,43,44,45,46,	 NoSound	40	2	475743132
475743335	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	475743335
475756101	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	475756101
475756303	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	475756303
475758708	Triggered	4,42,43,44,45,46,	 NoSound	40	2	475758708
475758910	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	475758910
475769400	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	475769400
475769602	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	475769602
475772141	Triggered	4,42,43,44,45,46,	 NoSound	40	2	475772141
475772344	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	475772344
475784507	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	475784507
475784718	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	475784718
475805900	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	475805900
475809372	Triggered	8,52,53,54,55,56,	 NoSound	40	2	475809372
475809573	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	475809573
475817860	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	475817860
475821204	Triggered	8,52,53,54,55,56,	 NoSound	40	2	475821204
475821406	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	475821406
475828288	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	475828288
475831229	Triggered	8,52,53,54,55,56,	 NoSound	40	2	475831229
475831431	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	475831431
475837981	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	475837981
475838186	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	475838186
475841322	Triggered	2,37,38,39,40,41,	 NoSound	40	2	475841322
475841525	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	475841525
475850613	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	475850613
475850816	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	475850816
475853555	Triggered	2,37,38,39,40,41,	 NoSound	40	2	475853555
475853757	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	475853757
475862311	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	475862311
475862515	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	475862515
475865519	Triggered	2,37,38,39,40,41,	 NoSound	40	2	475865519
475865721	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	475865721
475873740	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	475873740
475873942	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	475873942
475876681	Triggered	8,52,53,54,55,56,	 NoSound	40	2	475876681
475876881	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	475876881
475883767	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	475883767
475883970	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	475883970
475887375	Triggered	2,37,38,39,40,41,	 NoSound	40	2	475887375
475887588	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	475887588
475895395	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	475895395
475895597	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	475895597
475898337	Triggered	8,52,53,54,55,56,	 NoSound	40	2	475898337
475898538	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	475898538
475905623	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	475905623
475905824	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	475905824
475919394	Triggered	4,42,43,44,45,46,	 NoSound	40	2	475919394
475919597	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	475919597
475930554	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	475930554
475933161	Triggered	4,42,43,44,45,46,	 NoSound	40	2	475933161
475933364	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	475933364
475944193	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	475944193
475946863	Triggered	4,42,43,44,45,46,	 NoSound	40	2	475946863
475947066	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	475947066
475955218	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	475955218
475955421	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	475955421
475958092	Triggered	6,47,48,49,50,51,	 NoSound	40	2	475958092
475958293	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	475958293
475964845	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	475964845
475965046	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	475965046
475968118	Triggered	4,42,43,44,45,46,	 NoSound	40	2	475968118
475968321	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	475968321
475976340	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	475976340
475976544	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	475976544
475979086	Triggered	4,42,43,44,45,46,	 NoSound	40	2	475979086
475979288	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	475979288
475987303	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	475987303
475987506	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	475987506
475990244	Triggered	6,47,48,49,50,51,	 NoSound	40	2	475990244
475990444	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	475990444
475997797	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	475997797
475997999	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	475997999
476000870	Triggered	4,42,43,44,45,46,	 NoSound	40	2	476000870
476001072	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	476001072
476009827	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	476009827
476010028	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	476010028
476012435	Triggered	4,42,43,44,45,46,	 NoSound	40	2	476012435
476012636	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	476012636
476021726	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	476021726
476021928	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	476021928
