Ver1.3	401088674	StartFile	12/14/2020	9:49:27 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\121420\SoundData.txt	401088674
401148279	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	401148279
401148482	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	401148482
401160312	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	401160312
401165185	Triggered	4,42,43,44,45,46,	 NoSound	40	2	401165185
401165387	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	401165387
401177760	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	401177760
401181009	Triggered	4,42,43,44,45,46,	 NoSound	40	2	401181009
401181210	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	401181210
401192320	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	401192320
401194847	Triggered	4,42,43,44,45,46,	 NoSound	40	2	401194847
401195048	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	401195048
401206579	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	401206579
401206782	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	401206782
401209708	Triggered	4,42,43,44,45,46,	 NoSound	40	2	401209708
401209909	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	401209909
401222285	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	401222285
401222487	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	401222487
401225230	Triggered	4,42,43,44,45,46,	 NoSound	40	2	401225230
401225431	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	401225431
401235100	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	401235100
401235301	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	401235301
401239369	Triggered	6,47,48,49,50,51,	 NoSound	40	2	401239369
401239570	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	401239570
401246590	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	401246590
401246792	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	401246792
401250501	Triggered	4,42,43,44,45,46,	 NoSound	40	2	401250501
401250702	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	401250702
401260367	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	401260367
401260570	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	401260570
401263858	Triggered	4,42,43,44,45,46,	 NoSound	40	2	401263858
401264060	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	401264060
401289608	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	401289608
401289821	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	401289821
401293097	Triggered	4,42,43,44,45,46,	 NoSound	40	2	401293097
