Ver1.3	363148631	StartFile	7/29/2020	4:56:47 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\072920B\SoundData.txt	363148631
363802232	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	363802232
363811656	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	363811656
363811858	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	363811858
363814328	Triggered	4,42,43,44,45,46,	 NoSound	40	2	363814328
363814530	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	363814530
363824555	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	363824556
363824759	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	363824759
363827296	Triggered	4,42,43,44,45,46,	 NoSound	40	2	363827296
363827497	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	363827497
363836384	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	363836384
363836587	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	363836587
363839192	Triggered	4,42,43,44,45,46,	 NoSound	40	2	363839192
363839396	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	363839396
363850354	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	363850354
363850559	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	363850559
363853228	Triggered	4,42,43,44,45,46,	 NoSound	40	2	363853228
363853431	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	363853431
363862787	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	363862787
363862991	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	363862991
363865729	Triggered	4,42,43,44,45,46,	 NoSound	40	2	363865729
363865931	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	363865931
363875152	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	363875152
363875355	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	363875355
363877892	Triggered	4,42,43,44,45,46,	 NoSound	40	2	363877892
363878094	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	363878094
363887584	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	363887584
363887789	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	363887789
363890191	Triggered	4,42,43,44,45,46,	 NoSound	40	2	363890191
363890393	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	363890393
363899750	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	363899750
363899954	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	363899954
363902489	Triggered	4,42,43,44,45,46,	 NoSound	40	2	363902489
363902693	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	363902693
363911714	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	363911714
363911916	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	363911916
363914321	Triggered	4,42,43,44,45,46,	 NoSound	40	2	363914321
363914522	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	363914522
363925350	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	363925350
363925551	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	363925551
363928025	Triggered	4,42,43,44,45,46,	 NoSound	40	2	363928025
363928227	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	363928227
363937180	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	363937180
363937383	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	363937383
363939987	Triggered	4,42,43,44,45,46,	 NoSound	40	2	363939987
363940189	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	363940189
363949352	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	363949352
363949553	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	363949553
363952086	Triggered	4,42,43,44,45,46,	 NoSound	40	2	363952086
363952289	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	363952289
363961044	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	363961044
363961246	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	363961246
363964052	Triggered	4,42,43,44,45,46,	 NoSound	40	2	363964052
363964254	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	363964254
363974411	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	363974411
363974612	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	363974612
364003821	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364003821
364006962	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364006962
364007164	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364007164
364018325	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364018325
364018527	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364018527
364021335	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364021335
364021536	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364021536
364032032	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364032032
364032237	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364032237
364034902	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364034902
364035104	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364035104
364044861	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364044861
364045064	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364045064
364047603	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364047603
364047806	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364047806
364057160	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364057160
364057362	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364057362
364060035	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364060035
364060252	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364060252
364069927	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364069927
364070129	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364070129
364072734	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364072734
364072937	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364072937
364082626	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364082626
364082831	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364082831
364085635	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364085635
364085836	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364085836
364097398	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364097398
364097603	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364097603
364100205	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364100205
364100408	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364100408
364108896	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364108896
364109099	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364109099
364111770	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364111770
364111972	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364111972
364120859	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364120859
364121061	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364121061
364124001	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364124001
364124203	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364124203
364135169	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364135169
364135372	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364135372
364138906	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364138906
364139108	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364139108
364152207	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364152207
364152411	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364152411
364155082	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364155082
364155284	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364155284
364168183	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364168183
364168385	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364168385
364171123	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364171123
364171325	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364171325
364182486	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364182486
364182702	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364182702
364185427	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364185427
364185630	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364185630
364195520	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364195520
364195724	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364195724
364198261	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364198261
364198463	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364198463
364207819	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364207819
364208021	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	364208021
364211027	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364211027
364211228	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364211228
364221387	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364221387
364221592	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	364221592
364224463	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364224463
364224664	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364224664
364235358	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364235358
364235562	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	364235562
364238370	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364238370
364238573	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364238573
364250196	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364250196
364250399	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	364250399
364253405	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364253405
364253609	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364253609
364264901	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364264901
364265103	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	364265103
364268042	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364268042
364268244	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364268244
364279539	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364279539
364279741	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	364279741
364282748	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364282748
364282951	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364282951
364294780	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364294780
364294982	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	364294982
364306275	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364306275
364309953	Triggered	4,42,43,44,45,46,	 NoSound	40	2	364309953
364310155	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	364310155
364320313	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364320313
364320517	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	364320517
364324924	Triggered	6,47,48,49,50,51,	 NoSound	40	2	364324924
364325126	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	364325126
364333680	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364333680
364333885	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	364333885
364338960	Triggered	6,47,48,49,50,51,	 NoSound	40	2	364338960
364339176	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	364339176
364348586	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364348586
364348804	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	364348804
364363496	Triggered	4,42,43,44,45,46,	 NoSound	40	2	364363496
364363697	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	364363697
364374522	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364374522
364374727	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	364374727
364379404	Triggered	6,47,48,49,50,51,	 NoSound	40	2	364379404
364379606	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	364379606
364388156	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364388156
364388362	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	364388362
364394171	Triggered	6,47,48,49,50,51,	 NoSound	40	2	364394171
364394374	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	364394374
364405342	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364405342
364405548	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	364405548
364412620	Triggered	4,42,43,44,45,46,	 NoSound	40	2	364412620
364412821	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	364412821
364423916	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364423916
364424118	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	364424118
364430141	Triggered	6,47,48,49,50,51,	 NoSound	40	2	364430141
364430343	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	364430343
364441026	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364441026
364441243	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	364441243
364447044	Triggered	6,47,48,49,50,51,	 NoSound	40	2	364447044
364447247	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	364447247
364458874	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364458874
364459076	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	364459076
364467229	Triggered	6,47,48,49,50,51,	 NoSound	40	2	364467229
364467431	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	364467431
364478658	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364478658
364478864	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	364478864
364515889	Triggered	4,42,43,44,45,46,	 NoSound	40	2	364515889
364516090	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	364516090
364542759	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364542759
364542963	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	364542963
364546502	Triggered	6,47,48,49,50,51,	 NoSound	40	2	364546502
364546704	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	364546704
364572168	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364572168
364572371	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	364572371
364576381	Triggered	6,47,48,49,50,51,	 NoSound	40	2	364576381
364576583	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	364576583
364590350	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364590350
364590553	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	364590553
364595231	Triggered	6,47,48,49,50,51,	 NoSound	40	2	364595231
364595433	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	364595433
364611005	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364611005
364611208	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	364611208
364615016	Triggered	4,42,43,44,45,46,	 NoSound	40	2	364615016
364615217	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	364615217
364625309	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364625309
364625511	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	364625511
364630388	Triggered	4,42,43,44,45,46,	 NoSound	40	2	364630388
364630589	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	364630589
364641484	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364641484
364641686	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	364641686
364648502	Triggered	4,42,43,44,45,46,	 NoSound	40	2	364648502
364648704	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	364648704
364659005	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364659005
364659206	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	364659206
364664294	Triggered	6,47,48,49,50,51,	 NoSound	40	2	364664294
364664496	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	364664496
364675639	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364675639
364675855	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	364675855
364738334	Triggered	6,47,48,49,50,51,	 NoSound	40	2	364738334
364738536	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	364738536
364750234	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364750234
364750436	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	364750436
364755648	Triggered	4,42,43,44,45,46,	 NoSound	40	2	364755648
364755850	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	364755850
364767545	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364767545
364767747	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	364767747
364771888	Triggered	6,47,48,49,50,51,	 NoSound	40	2	364771888
364772090	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	364772090
364808918	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	364808918
364809132	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	364809132
364822226	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364822226
364825898	Triggered	2,37,38,39,40,41,	 NoSound	40	2	364825898
364826099	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	364826099
364836592	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364836592
364836794	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364836794
364840402	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364840402
364840603	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364840603
364853903	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364853903
364854106	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364854106
364857314	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364857314
364857515	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364857515
364869611	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364869611
364869815	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364869815
364872887	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364872887
364873088	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364873088
364887538	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364887538
364887740	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364887740
364890599	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364890599
364890801	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364890801
364902099	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364902099
364902302	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364902302
364905438	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364905438
364905640	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364905640
364918739	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364918739
364918945	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364918945
364922950	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364922950
364923152	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364923152
364941397	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364941397
364941603	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364941603
364944873	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364944873
364945075	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364945075
364959912	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364959912
364960116	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364960116
364963120	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364963120
364963323	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364963323
364984510	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	364984510
364984713	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	364984713
364987787	Triggered	8,52,53,54,55,56,	 NoSound	40	2	364987787
364987989	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	364987989
365000419	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	365000419
365000621	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	365000621
365003762	Triggered	8,52,53,54,55,56,	 NoSound	40	2	365003762
365003963	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	365003963
365016730	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	365016730
365016933	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	365016933
365020337	Triggered	8,52,53,54,55,56,	 NoSound	40	2	365020337
365020538	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	365020538
365032369	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	365032369
365032571	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	365032571
365035911	Triggered	8,52,53,54,55,56,	 NoSound	40	2	365035911
365036112	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	365036112
365050482	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	365050482
365050685	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	365050685
365053772	Triggered	8,52,53,54,55,56,	 NoSound	40	2	365053772
365053973	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	365053973
365067526	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	365067526
365067730	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	365067730
365071671	Triggered	8,52,53,54,55,56,	 NoSound	40	2	365071671
365071873	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	365071873
365086843	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	365086843
365087048	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	365087048
365090386	Triggered	8,52,53,54,55,56,	 NoSound	40	2	365090386
365090590	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	365090590
365105491	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	365105491
365105694	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	365105694
365109168	Triggered	8,52,53,54,55,56,	 NoSound	40	2	365109168
365109402	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	365109402
365122469	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	365122469
365122680	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	365122680
365126012	Triggered	8,52,53,54,55,56,	 NoSound	40	2	365126012
365126213	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	365126213
365139723	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	365139723
365139925	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	365139925
365143323	Triggered	8,52,53,54,55,56,	 NoSound	40	2	365143323
365143525	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	365143525
365158028	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	365158028
